model_intensity,residual_median,residual_sigma,n_pixels,residual_sigma_monotonic
0.4021529257297516,0.0024042725563049316,0.1039186343550682,8084,0.1039186343550682
0.49196237325668335,0.005214124917984009,0.1309492141008377,8083,0.1309492141008377
0.5844249129295349,-0.0007378756999969482,0.14304475486278534,8084,0.14304475486278534
0.6864283680915833,0.0011978447437286377,0.15573257207870483,8083,0.15573257207870483
0.8067341446876526,-0.005340009927749634,0.17605918645858765,8083,0.17605918645858765
0.9287787675857544,-0.007617324590682983,0.1967851221561432,8084,0.1967851221561432
1.0698500871658325,-0.009162694215774536,0.21173909306526184,8083,0.21173909306526184
1.2344622611999512,-0.010260015726089478,0.2389812171459198,8084,0.2389812171459198
1.4282031059265137,-0.020310908555984497,0.26720720529556274,8083,0.26720720529556274
1.6478912830352783,-0.010073989629745483,0.2890612781047821,8083,0.2890612781047821
1.911737084388733,-0.011064916849136353,0.3280544877052307,8084,0.3280544877052307
2.205717086791992,-0.01635017991065979,0.3617056906223297,8083,0.3617056906223297
2.5272369384765625,-0.00634494423866272,0.401806116104126,8084,0.401806116104126
2.9496848583221436,0.027456134557724,0.4536421298980713,8083,0.4536421298980713
3.4875173568725586,0.005110949277877808,0.5202482342720032,8083,0.5202482342720032
4.1510210037231445,0.1370464265346527,0.5524322986602783,8084,0.5524322986602783
5.422320365905762,0.18373307585716248,0.6522223949432373,8083,0.6522223949432373
7.083859443664551,0.4221898019313812,0.8553946018218994,8084,0.8553946018218994
9.75145149230957,1.1909624338150024,1.3870315551757812,8083,1.3870315551757812
17.373640060424805,6.186345100402832,7.079073905944824,8084,7.079073905944824
