region,rin_arcsec,rout_arcsec,n_raw,n_clip,F150_med,F090_med,F150_sum,F090_sum,color_F090W_F150W_observed,color_F090W_F150W_extinction_corrected,color_F090W_F150W,A_F090W,A_F150W,F090W_scalar_sky,psf_match_sigma_pix,color_scatter,color_sem_proxy,notes
circular_inner_lit,8.2,16.4,646004,624935,14.119328111414259,8.17192819564602,9303246.518721439,5363781.910083335,0.5979085446558099,,0.5979085446558099,,,0.4174008369445801,0.39453540618811644,0.052113099696228,6.59218644146843e-05,WCS-reprojected; PSF-matched; common mask; integrated flux ratio; extinction coefficients unavailable; adopted color is observed
circular_outer_lit,16.4,32.8,2028274,1985876,5.126913875345532,3.009660183841498,10883041.308132838,6351444.952378408,0.5846943479176083,,0.5846943479176083,,,0.4174008369445801,0.39453540618811644,0.07780670085945793,5.52129481365366e-05,WCS-reprojected; PSF-matched; common mask; integrated flux ratio; extinction coefficients unavailable; adopted color is observed
