target,source,x_pixel,y_pixel,ra_deg,dec_deg,auto_x_pixel,auto_y_pixel,header_x_pixel,header_y_pixel,header_ra_deg,header_dec_deg,auto_header_delta_px,decision_threshold_px
IC 3466,fits-target,1078.4617852039737,3058.9460230967597,188.02347416666666,11.817658333333315,5312.144123117163,1197.9620659421876,1078.4617852039737,3058.9460230967597,188.02347416666666,11.817658333333332,4624.643491896946,100.0
