psf_id,kind,opd_path,opd_corr_id,opd_delta_days,selected_extension,filter,aperture,detector_position,science_pixel_scale_arcsec,psf_pixel_scale_arcsec,shape,sum
stpsf_R2024052602-NRCA3_FP1-1,model,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/data/wss_opd/R2024052602-NRCA3_FP1-1.fits,R2024052602,4.164021643518429,DET_DIST,F150W,NRCA1_FULL,"(1024, 1024)",0.0312240427891508,0.03122585,"(129, 129)",1.0000000000000002
stpsf_field_1280_1024,model_field_variation,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/data/wss_opd/R2024052602-NRCA3_FP1-1.fits,R2024052602,4.164021643518429,DET_DIST,F150W,NRCA1_FULL,"(1280, 1024)",0.0312240427891508,0.03122585,"(129, 129)",0.9999999999999998
stpsf_field_768_1024,model_field_variation,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/data/wss_opd/R2024052602-NRCA3_FP1-1.fits,R2024052602,4.164021643518429,DET_DIST,F150W,NRCA1_FULL,"(768, 1024)",0.0312240427891508,0.03122585,"(129, 129)",1.0
stpsf_field_1024_1280,model_field_variation,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/data/wss_opd/R2024052602-NRCA3_FP1-1.fits,R2024052602,4.164021643518429,DET_DIST,F150W,NRCA1_FULL,"(1024, 1280)",0.0312240427891508,0.03122585,"(129, 129)",1.0
stpsf_field_1024_768,model_field_variation,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/data/wss_opd/R2024052602-NRCA3_FP1-1.fits,R2024052602,4.164021643518429,DET_DIST,F150W,NRCA1_FULL,"(1024, 768)",0.0312240427891508,0.03122585,"(129, 129)",0.9999999999999998
