sma,intens,x0_full,y0_full,eps,pa,node_origin,grad
20.0,9.88036425429022,1079.650702540877,3059.6329741581944,0.014400241787259759,2.780921973343613,fitted,-0.15221033612687992
30.0,8.35826089302142,1080.692057255071,3059.7304186302604,0.05593928531767916,0.8738340294979434,fitted,-0.13130192352102815
40.0,7.254325783869656,1079.0533707314348,3060.1732959648994,0.051484774411504605,2.0497288508368885,fitted,-0.09078915321289305
50.0,6.542477828763559,1079.0533707314348,3060.1732959648994,0.051484774411504605,2.0497288508368885,fitted,-0.07820465221859689
60.0,5.690232739497718,1077.4705184736392,3059.3513923366445,0.014954089018708566,0.05393131669662843,fitted,-0.06881106495861875
70.0,5.166256529591184,1078.2973659786162,3062.8310287550235,0.060827173391346245,1.1770644012236582,fitted,-0.0329654572351394
80.0,5.03092359479493,1079.6881407927517,3060.002922719803,0.1547135492281443,1.3721899979428256,fitted,-0.03353450643774027
90.0,4.4955664008363785,1080.7299763593583,3061.503810819482,0.10512125739394809,1.1627659834631672,fitted,-0.049029838665506274
100.0,4.050326821484805,1076.8955702130684,3060.5003625717027,0.11157501382385229,1.1627659834631672,fitted,-0.03457400179731536
110.0,3.8040863648900713,1076.8955702130684,3060.5003625717027,0.11157501382385229,1.1627659834631672,fitted,-0.03222493657209362
120.0,3.4058280900429323,1076.8955702130684,3060.5003625717027,0.11157501382385229,1.1627659834631672,fitted,-0.03397200655780197
130.0,3.124646233734032,1076.8955702130684,3060.5003625717027,0.11157501382385229,1.601471589708772,fitted,-0.01976956330510913
140.0,3.0104368239407497,1075.970589910879,3060.6360651530495,0.19059913833167152,1.4251268790463245,fitted,-0.016536516222466234
150.0,2.7939159092847072,1076.9230543763895,3060.496330408099,0.19059913833167152,1.4251268790463245,fitted,-0.022269894835596694
160.0,2.565038927228816,1076.562343518659,3055.6337594373344,0.19059913833167152,1.4251268790463245,fitted,-0.018963822409293396
170.0,2.4146394610988393,1079.211104343999,3060.5625971511013,0.20636865448442507,1.3243095086240912,fitted,-0.014180477504416223
180.0,2.2814293771404914,1079.211104343999,3060.5625971511013,0.20636865448442507,1.3240159181414757,fitted,-0.009454587339021181
190.0,2.2255477143184157,1078.6078734895818,3058.633710867988,0.24973759645569737,1.2676970956112439,fitted,-0.010040184229260184
200.0,2.0806256925552877,1079.050707140078,3060.0497123007526,0.24698988208805428,1.2676970956112439,fitted,-0.014555210107142502
210.0,1.9344435121755656,1079.050707140078,3060.0497123007526,0.24698988208805428,1.317040856987407,fitted,-0.010796592625278267
220.0,1.8646938400497224,1079.050707140078,3060.0497123007526,0.24698988208805428,1.317040856987407,fitted,-0.008566096284516978
230.0,1.763121586485226,1076.942244169722,3060.5217866871103,0.2679376057485684,1.3505338564796763,fitted,-0.0049198862661155585
240.0,1.7662961147274112,1073.8720403878228,3054.7991161906534,0.28227076766887654,1.3956997679498533,fitted,-0.008710652917927086
250.0,1.5889085281266844,1075.3454127376167,3054.732438702857,0.28227076766887654,1.324739992870391,fitted,-0.010398292009216315
260.0,1.558330274543085,1079.3018312642612,3058.188776124424,0.3047789887519342,1.324739992870391,fitted,-0.005562600184678179
270.0,1.4776565244331208,1076.698343562934,3055.3535215086354,0.2995786672989145,1.3659263875719914,fitted,-0.007780359245895774
280.0,1.4027230896251695,1076.698343562934,3055.3535215086354,0.2995786672989145,1.3494012225696528,fitted,-0.007030492714173153
290.0,1.3370466701496577,1076.698343562934,3055.3535215086354,0.2995786672989145,1.3494012225696528,fitted,-0.006130306491276138
300.0,1.2801169597996467,1079.9477837219724,3060.9679706742368,0.2995786672989145,1.3029378057614727,fitted,-0.0036314793548938963
310.0,1.2644170830517798,1077.319569454143,3059.9680120526764,0.32593077173097923,1.3441114128501168,fitted,-0.0021458282303596587
320.0,1.2372003951924535,1080.3941208135252,3059.2588691419132,0.3368456558359154,1.314290470237923,fitted,-0.005393232738656916
330.0,1.1565524282786415,1080.3941208135252,3059.2588691419132,0.3368456558359154,1.314290470237923,fitted,-0.0073907068750267094
