amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose
0.22441997377705178,743.6252312232033,2.9759169405285064,1082.0119102211027,3060.93130536111,0.0,1.5707963267948966,2000.0,global NaN/WHT gap fill for isophote solver only
