model_intensity,residual_median,residual_sigma,n_pixels,residual_sigma_monotonic
2.21749210357666,0.0037482446059584618,0.33573850989341736,6986,0.33573850989341736
2.4950079917907715,0.008142775855958462,0.3600790798664093,6985,0.3600790798664093
2.7072207927703857,0.006401366554200649,0.3749067783355713,6985,0.3749067783355713
2.9210801124572754,-0.002413087524473667,0.38954493403434753,6985,0.38954493403434753
3.1684067249298096,-0.0006295973435044289,0.4120553433895111,6985,0.4120553433895111
3.4549498558044434,-0.0021399790421128273,0.4267568290233612,6986,0.4267568290233612
3.7873098850250244,-0.010086708702147007,0.45893359184265137,6985,0.45893359184265137
4.192252159118652,-0.002788000740110874,0.4808340072631836,6985,0.4808340072631836
4.718087196350098,0.024944370612502098,0.5202944278717041,6985,0.5202944278717041
5.355935096740723,0.013653821311891079,0.5585023760795593,6985,0.5585023760795593
6.150873184204102,0.014269894920289516,0.6490193009376526,6986,0.6490193009376526
7.437726974487305,-0.02886980213224888,0.7668111324310303,6985,0.7668111324310303
9.16534423828125,-0.11756985634565353,0.8842291235923767,6985,0.8842291235923767
10.38414478302002,-0.12041657418012619,0.9358610510826111,6985,0.9358610510826111
11.497992515563965,0.18369871377944946,0.99662184715271,6985,0.99662184715271
13.195571899414062,0.5187063813209534,0.988459050655365,6986,0.99662184715271
15.681408882141113,0.8267956376075745,1.1165612936019897,6985,1.1165612936019897
19.266334533691406,1.469929814338684,1.345690369606018,6985,1.345690369606018
25.582609176635742,3.0817384719848633,2.165205955505371,6985,2.165205955505371
41.29658126831055,12.637991905212402,12.188859939575195,6986,12.188859939575195
