label,xcentroid,ycentroid,area_pix,flux_img_signed,flux_img_positive,flux_img_adopted,flux_err_img,snr,flux_jy,mag_ab,mask_brighter_than_mcut
9641,8513.724873096447,3150.8934010152284,985,38799.80973324621,38799.80973324621,38799.80973324621,222.17467914985437,174.63650620184387,0.00088912447572831,16.52765920822095,True
9653,8436.351351351352,3226.1526232114466,629,19781.16210887076,19781.16210887076,19781.16210887076,177.54227032767707,111.41663375353984,0.00045329901126489163,17.259103692839073,True
7381,7961.30576070901,3890.768094534712,677,15086.737351867227,15086.737351867227,15086.737351867227,19.24943687473175,783.7495429111075,0.00034572302108315956,17.553244873769692,True
9730,7446.547413793103,3974.2780172413795,464,5311.505772354205,5311.505772354205,5311.505772354205,9.8719873189816,538.0381478146128,0.00012171682844943698,18.686689053505077,True
5909,7996.368421052632,3523.1491228070176,114,2968.161206901541,2968.161206901541,2968.161206901541,13.936973215822004,212.97028852232594,6.801746696974436e-05,19.3185144863082,True
8146,7304.615942028986,4041.6884057971015,276,2776.4661086809037,2776.4661086809037,2776.4661086809037,6.546417443776344,424.1199301032171,6.36246412090792e-05,19.39100225656681,True
9716,7268.579335793358,3843.5461254612546,271,2221.254561097541,2221.254561097541,2221.254561097541,6.632002975298334,334.929668965901,5.0901584586964705e-05,19.633237366505995,True
4149,8159.707547169812,2885.330188679245,106,2140.8126963977393,2140.8126963977393,2140.8126963977393,12.384271576145153,172.86545141027253,4.905820362016235e-05,19.673286518626206,True
2291,8934.64375,2451.2,160,2132.7387251860505,2132.7387251860505,2132.7387251860505,9.516627039112867,224.10657856198415,4.887318298552539e-05,19.677389061184375,True
9510,8560.142857142857,2058.2514285714287,525,1473.2499186716138,1473.2499186716138,1473.2499186716138,9.431892187190925,156.1987657866123,3.3760540852169795e-05,20.079042133497758,True
9652,8454.216666666667,3210.883333333333,60,1360.7124286892486,1360.7124286892486,1360.7124286892486,54.83427068859159,24.8150000283007,3.1181666433241584e-05,20.1653173188976,True
9646,8491.270833333334,3167.979166666667,48,1291.5887417795238,1291.5887417795238,1291.5887417795238,49.045262702525996,26.334627864334035,2.9597649338658917e-05,20.221922570968296,True
2255,9353.619047619048,2443.5238095238096,126,1290.205116570513,1290.205116570513,1290.205116570513,5.975663000546543,215.90995282908503,2.95659426100171e-05,20.223086298368294,True
8450,7532.027210884354,4092.9931972789113,147,1221.484358817942,1221.484358817942,1221.484358817942,5.781531912595716,211.27347860119932,2.799115891575451e-05,20.282513422535388,True
9654,8445.26,3216.02,50,1180.6903092267175,1180.6903092267175,1180.6903092267175,50.05661163414325,23.58710009890836,2.705633505437478e-05,20.319393201260247,True
4114,8889.833333333334,2869.740740740741,54,1173.0535364749264,1173.0535364749264,1173.0535364749264,11.561978841238806,101.4578518593137,2.6881333124832473e-05,20.326438615122235,True
5056,8234.090909090908,3206.909090909091,22,1105.0038900972315,1105.0038900972315,1105.0038900972315,33.203799813398405,33.27944079615069,2.5321928411895943e-05,20.391323680653315,True
3652,8197.397435897436,2741.551282051282,78,1055.6169655922276,1055.6169655922276,1055.6169655922276,7.4943563236960875,140.85492068938825,2.4190192878648746e-05,20.440967294308614,True
2628,8807.827586206897,2509.689655172414,87,1045.282601982712,1045.282601982712,1045.282601982712,8.252740520263922,126.65884737513643,2.3953373788826693e-05,20.45164889317936,True
4973,8464.95652173913,3176.913043478261,23,982.999416023587,982.999416023587,982.999416023587,33.95004579399069,28.954288367928573,2.252611150472469e-05,20.518350048408763,True
5007,8486.695652173912,3194.217391304348,23,958.272365242337,958.272365242337,958.272365242337,33.95004579399069,28.22595206666718,2.1959474033733498e-05,20.546010787730395,True
9647,8490.25925925926,3173.1111111111113,27,949.3971920312556,949.3971920312556,949.3971920312556,36.783947026894495,25.810095673993498,2.1756093301133177e-05,20.55611334072836,True
3566,8194.815217391304,2723.5108695652175,92,945.6329284910162,945.6329284910162,945.6329284910162,7.808498450663657,121.10304362174078,2.1669832598574868e-05,20.56042673136109,True
4948,8460.25641025641,3168.076923076923,39,837.2487842144178,837.2487842144178,837.2487842144178,44.20880237313976,18.938508606220708,1.9186134969134727e-05,20.692596884067605,True
7048,7986.360465116279,3815.6627906976746,86,783.7608252171232,783.7608252171232,783.7608252171232,7.513061670928501,104.31976463734553,1.796042139403705e-05,20.764274317211523,True
9579,9531.786324786324,2461.3076923076924,117,741.574744910482,741.574744910482,741.574744910482,5.086634414057946,145.7888821066027,1.699369818602258e-05,20.824345870370177,True
9644,8497.59375,3161.34375,32,736.9655027390836,736.9655027390836,736.9655027390836,40.045289307314604,18.40330074989546,1.6888074213706095e-05,20.831115300315176,True
5895,8161.571428571428,3517.785714285714,28,734.099419236298,734.099419236298,734.099419236298,16.80149175563421,43.692514326302316,1.682239592792769e-05,20.835345996752462,True
9650,8465.285714285714,3201.6190476190477,21,713.6820892990495,713.6820892990495,713.6820892990495,32.440392024178855,21.999798546426923,1.6354518690873282e-05,20.86597120358672,True
3889,8413.291666666666,2804.2916666666665,24,701.3242971898111,701.3242971898111,701.3242971898111,16.29753314345079,43.03254308592342,1.6071331337486052e-05,20.884935985044912,True
8228,8575.888888888889,4049.8765432098767,81,669.5615755024896,669.5615755024896,669.5615755024896,4.82706020879891,138.71001117450177,1.534346660149625e-05,20.935256891467937,True
6758,7199.056,3750.904,125,652.8215913479692,652.8215913479692,652.8215913479692,4.09926077520734,159.25349157982015,1.4959858286470552e-05,20.9627469235038,True
8258,8005.697674418605,4057.2441860465115,86,617.0888553265288,617.0888553265288,617.0888553265288,5.754575450033188,107.23447119334755,1.4141017926174199e-05,21.023863940248006,True
9642,8518.62962962963,3175.7037037037035,27,612.6556148828182,612.6556148828182,612.6556148828182,36.783947026894495,16.65551590847161,1.4039427155178376e-05,21.03169215273018,True
9509,8587.891986062717,2043.191637630662,287,603.6539043497905,603.6539043497905,603.6539043497905,7.037068608689354,85.78201207309536,1.383314673232676e-05,21.04776316314466,True
5878,8388.333333333334,3511.25,12,592.2872420549885,592.2872420549885,592.2872420549885,24.522631351262998,24.15267895076373,1.3572671804147234e-05,21.068402253025678,True
5645,8209.35294117647,3428.0,17,589.8115635812981,589.8115635812981,589.8115635812981,22.17988219503308,26.592186486607186,1.3515939919632198e-05,21.07294999077364,True
5170,8674.714285714286,3251.5,14,555.1681712270358,555.1681712270358,555.1681712270358,26.48746917169711,20.959653322419136,1.2722062622908237e-05,21.138671799754647,True
