galaxy,ring,requested_kmin,production_P0,recreated_P0,relative_P0_difference,production_P1,recreated_P1,relative_P1_difference,production_mbar,recreated_mbar,delta_mbar,passed
NGC 4552,inner,0.01,1.172198247417766,1.1721982685134391,1.799667703750174e-08,-0.0992910201718496,-0.09929101891956595,1.2612254860595302e-08,27.82728723783958,27.82728721829938,-1.95402023450697e-08,True
NGC 4552,inner,0.03,1.1662563091256597,1.1662563300632967,1.7952860531522674e-08,-0.0982417425451924,-0.09824174582305413,-3.3365264572083015e-08,27.83280504998816,27.83280503049553,-1.9492631508910563e-08,True
NGC 4552,inner,0.04,1.163731916387786,1.1637319372118444,1.7894205894819493e-08,-0.0977339866740454,-0.09773398996690767,-3.3692089994238446e-08,27.83515776966476,27.835157750235812,-1.9428949116218064e-08,True
NGC 4552,outer,0.01,1.085295881293884,1.085295867538017,-1.2674761906694698e-08,-0.0818902450975114,-0.0818902493624461,-5.208110797562105e-08,27.91654577102232,27.91654578485566,1.3833339806978984e-08,True
NGC 4552,outer,0.03,1.0827236841272916,1.0827236703558187,-1.2719286623941173e-08,-0.0814349098089017,-0.08143491405432163,-5.213267801526302e-08,27.919135541039225,27.919135554921333,1.3882107907647878e-08,True
NGC 4552,outer,0.04,1.0809264787180275,1.0809264649193673,-1.2765586254737116e-08,-0.0811353886307428,-0.08113538518636393,4.2452238457054967e-08,27.920948697567056,27.920948711499815,1.3932758946566537e-08,True
