schema_version,pipeline_version,target_id,program_id,observation_id,signal_filter,color_filter,record_type,method_id,method_variant,quantity_family,quantity_name,primary_unit,sma,intens,x0_crop,y0_crop,x0_full,y0_full,eps,pa,grad,real_data_frac,sampled_real,sampled_total,pa_unwrap,region_id
sbf-table-2,sbf-3.1,NGC 4371,7763,011,F150W,F115W,07_isophotes:accepted_fitted_points,photutils_multistart_v1,default,accepted_isophote_geometry,accepted_isophote_geometry,mixed_or_not_applicable,10.0,349.5068577649702,1101.9220722298035,3048.5335434628505,1101.9220722298035,3107.5335434628505,0.38404738010115946,1.1833923846831538,-17.161373955913348,1.0,49,49,1.1833923846831538,
sbf-table-2,sbf-3.1,NGC 4371,7763,011,F150W,F115W,07_isophotes:accepted_fitted_points,photutils_multistart_v1,default,accepted_isophote_geometry,accepted_isophote_geometry,mixed_or_not_applicable,20.0,210.11343972507,1101.723475756683,3048.5807591406738,1101.723475756683,3107.5807591406738,0.33535251749498923,1.1540176095910428,-8.876600195669054,1.0,102,102,1.1540176095910428,
sbf-table-2,sbf-3.1,NGC 4371,7763,011,F150W,F115W,07_isophotes:accepted_fitted_points,photutils_multistart_v1,default,accepted_isophote_geometry,accepted_isophote_geometry,mixed_or_not_applicable,30.0,144.05967453528095,1101.6382174309629,3048.6231911652144,1101.6382174309629,3107.6231911652144,0.304571029390244,1.1558729852955525,-4.1015651875452095,1.0,157,157,1.1558729852955525,
sbf-table-2,sbf-3.1,NGC 4371,7763,011,F150W,F115W,07_isophotes:accepted_fitted_points,photutils_multistart_v1,default,accepted_isophote_geometry,accepted_isophote_geometry,mixed_or_not_applicable,40.0,111.287012252375,1101.6368304565303,3048.7566504868532,1101.6368304565303,3107.7566504868532,0.30471213825105553,1.1516265457892194,-2.2381768161418734,1.0,209,209,1.1516265457892194,
sbf-table-2,sbf-3.1,NGC 4371,7763,011,F150W,F115W,07_isophotes:accepted_fitted_points,photutils_multistart_v1,default,accepted_isophote_geometry,accepted_isophote_geometry,mixed_or_not_applicable,50.0,93.51988927606953,1101.5660713706386,3048.1329504944015,1101.5660713706386,3107.1329504944015,0.3174070977640669,1.1502018043726647,-1.6436862722859047,1.0,259,259,1.1502018043726647,
sbf-table-2,sbf-3.1,NGC 4371,7763,011,F150W,F115W,07_isophotes:accepted_fitted_points,photutils_multistart_v1,default,accepted_isophote_geometry,accepted_isophote_geometry,mixed_or_not_applicable,60.0,78.04886010876088,1101.5990052706481,3048.8548269175794,1101.5990052706481,3107.8548269175794,0.29402994741555866,1.1627685137422386,-1.0882908210453526,1.0,316,316,1.1627685137422386,
sbf-table-2,sbf-3.1,NGC 4371,7763,011,F150W,F115W,07_isophotes:accepted_fitted_points,photutils_multistart_v1,default,accepted_isophote_geometry,accepted_isophote_geometry,mixed_or_not_applicable,70.0,69.06551826350788,1101.883034274756,3049.0821277923033,1101.883034274756,3108.0821277923033,0.31244143217608433,1.1451471562497468,-0.7676898892183823,1.0,364,364,1.1451471562497468,
sbf-table-2,sbf-3.1,NGC 4371,7763,011,F150W,F115W,07_isophotes:accepted_fitted_points,photutils_multistart_v1,default,accepted_isophote_geometry,accepted_isophote_geometry,mixed_or_not_applicable,80.0,61.28202162591025,1101.756106249689,3048.7644043598098,1101.756106249689,3107.7644043598098,0.3118211153700026,1.1478952779405,-0.6658169196624079,1.0,416,416,1.1478952779405,
sbf-table-2,sbf-3.1,NGC 4371,7763,011,F150W,F115W,07_isophotes:accepted_fitted_points,photutils_multistart_v1,default,accepted_isophote_geometry,accepted_isophote_geometry,mixed_or_not_applicable,90.0,55.745416749148205,1101.5809121983614,3049.3400800127133,1101.5809121983614,3108.3400800127133,0.3307458778917723,1.1583753270823893,-0.5664590144980958,1.0,461,461,1.1583753270823893,
sbf-table-2,sbf-3.1,NGC 4371,7763,011,F150W,F115W,07_isophotes:accepted_fitted_points,photutils_multistart_v1,default,accepted_isophote_geometry,accepted_isophote_geometry,mixed_or_not_applicable,100.0,50.39074531015889,1101.6483778809693,3048.4367303131808,1101.6483778809693,3107.4367303131808,0.33660426316862396,1.171668192681331,-0.4423365299568892,1.0,509,509,1.171668192681331,
