amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose
26.678909548476135,250.0,4.0,6542.824255062185,3208.153921985616,0.2,0.0,2000.0,global NaN/WHT gap fill for isophote solver only
