label,xcentroid,ycentroid,area_pix,flux_img_signed,flux_img_positive,flux_img_adopted,flux_err_img,snr,flux_jy,mag_ab,mask_brighter_than_mcut
12884,1408.4371451743714,812.3990267639903,1233,48703.998957275326,48703.998957275326,48703.998957275326,147.12512841966753,331.0379367578151,0.0011160590735940625,16.2808476656687,True
12836,1409.33203125,646.0244140625,2048,31083.657975344067,31083.657975344067,31083.657975344067,71.58088265814578,434.2452456725441,0.0007122864501190016,16.768428915269325,True
12875,1402.9989785495404,741.3758937691522,979,22147.28587889071,22147.28587889071,22147.28587889071,88.18507000099561,251.14552699953256,0.0005075082106153286,17.136457940321147,True
12872,1393.9931389365352,709.7572898799314,1166,21058.147325160287,21058.147325160287,21058.147325160287,77.83397461007854,270.5521262489082,0.00048255044551767683,17.19120881997499,True
12881,1401.5967976710335,784.9155749636099,687,15869.970332701561,15869.970332701561,15869.970332701561,94.66288187111955,167.64723425923174,0.00036366263072191524,17.498318932094456,True
12876,1409.4489247311828,762.3091397849462,372,9497.54922366362,9497.54922366362,9497.54922366362,61.77634213737942,153.74088032831057,0.00021763769330880874,18.055730336601588,True
1222,706.858870967742,557.3104838709677,248,6991.425766787414,6991.425766787414,6991.425766787414,12.938679941783827,540.350777532528,0.00016020951731760916,18.388344842353835,True
2071,2235.5,952.7393162393163,234,4792.1324002564415,4792.1324002564415,4792.1324002564415,13.28929097754292,360.6010590297472,0.00010981239655211874,18.798437197992346,True
13296,707.0235756385068,2378.402750491159,509,4732.006295934633,4732.006295934633,4732.006295934633,12.839996799330988,368.53640774904153,0.00010843459830711049,18.812145934847088,True
12814,1394.7291196388262,542.1568848758465,886,4699.6592679550795,4699.6592679550795,4699.6592679550795,33.91343508210258,138.57809616093033,0.00010769336155338825,18.819593289050935,True
12878,1392.3265306122448,766.5051020408164,196,4601.575412225867,4601.575412225867,4601.575412225867,45.53130868305249,101.06398312110564,0.0001054457560281067,18.84249285983328,True
12830,1409.1972891566265,617.1701807228916,664,4549.816553986304,4549.816553986304,4549.816553986304,37.06879451727286,122.73980347179179,0.0001042596944189192,18.854774503050358,True
13081,543.2415584415585,2030.3116883116884,385,4338.270357941164,4338.270357941164,4338.270357941164,12.489447038981076,347.35487843464136,9.94120832035116e-05,18.906467685693432,True
2194,1435.8,1120.1857142857143,70,3131.047158735192,3131.047158735192,3131.047158735192,54.28158822252793,57.68156867296204,7.174839163459138e-05,19.260535197166142,True
12882,1421.456375838926,791.9328859060403,149,3090.1320386909624,3090.1320386909624,3090.1320386909624,46.4077512354809,66.58654979878473,7.081081583075214e-05,19.27481662718002,True
12873,1387.2898550724638,736.2101449275362,138,2952.172140141514,2952.172140141514,2952.172140141514,31.847817199511148,92.69621593365679,6.764944510422725e-05,19.32440502568207,True
10621,884.7018181818182,2748.9636363636364,275,2417.889174017586,2417.889174017586,2417.889174017586,7.777937583848904,310.8650780431046,5.540627483123912e-05,19.541168242488943,True
2350,1038.322033898305,1358.050847457627,59,2388.024887978104,2388.024887978104,2388.024887978104,23.978240117626296,99.59133265258602,5.4721930462719995e-05,19.554662097572695,True
3347,84.31788079470199,1737.132450331126,151,2299.372727029051,2299.372727029051,2299.372727029051,7.216164457887593,318.6419517526008,5.269045356679394e-05,19.595735779640926,True
2165,838.8928571428571,1069.9642857142858,84,2292.160257932184,2292.160257932184,2292.160257932184,12.29742736349294,186.3934780974484,5.252517881008173e-05,19.59914677343782,True
12879,1392.5333333333333,775.8888888888889,90,2276.985898652929,2276.985898652929,2276.985898652929,32.46250257217273,70.14203213663478,5.217745620573367e-05,19.606358366702814,True
