model_intensity,residual_median,residual_sigma,n_pixels,residual_sigma_monotonic
1.8694267272949219,0.002108223270624876,0.29330480098724365,8337,0.29330480098724365
2.0941195487976074,-0.00359033839777112,0.31773558259010315,8336,0.31773558259010315
2.289405584335327,0.0066056321375072,0.3381577730178833,8337,0.3381577730178833
2.5017359256744385,-0.010354273021221161,0.34959647059440613,8336,0.34959647059440613
2.7394356727600098,-0.005892746616154909,0.3695209324359894,8336,0.3695209324359894
3.0144386291503906,-0.0030767847783863544,0.3887815773487091,8337,0.3887815773487091
3.3419556617736816,-0.02704428881406784,0.43831244111061096,8336,0.43831244111061096
3.683530807495117,-0.049104444682598114,0.4655546247959137,8337,0.4655546247959137
4.057011604309082,-0.021777145564556122,0.48198848962783813,8336,0.48198848962783813
4.521511077880859,-0.0609126016497612,0.5280470848083496,8336,0.5280470848083496
5.028312683105469,-0.07826565951108932,0.5810012817382812,8337,0.5810012817382812
5.515888214111328,-0.1431283950805664,0.6365211606025696,8336,0.6365211606025696
6.114730358123779,-0.023967735469341278,0.6205406785011292,8337,0.6365211606025696
6.9235639572143555,0.013615615665912628,0.7134042382240295,8336,0.7134042382240295
7.847925186157227,-0.09066390246152878,0.868748128414154,8336,0.868748128414154
9.226390838623047,0.20094537734985352,0.7626597285270691,8337,0.868748128414154
11.27018928527832,0.4148402214050293,0.8651122450828552,8336,0.868748128414154
14.952173233032227,0.8276324272155762,1.1485410928726196,8337,1.1485410928726196
20.442344665527344,2.32655668258667,1.7572870254516602,8336,1.7572870254516602
35.23140335083008,8.618459701538086,6.487890720367432,8337,6.487890720367432
