galaxy,branch,requested_kmin,mbar_inner,sigma_inner_fit_psf,sigma_inner,sigma_inner_method,mbar_outer,sigma_outer_fit_psf,sigma_outer,sigma_outer_method,mbar_weighted,sigma_weighted_formal,annulus_difference,annulus_half_difference,sigma_adopted_internal
NGC 4374,no_winsor,0.01,27.888035192927934,0.021126137174767606,0.021126137174767606,"max(fit covariance + PSF MAD, k-window MAD)",27.99397208017955,0.01610459662897793,0.01610459662897793,"max(fit covariance + PSF MAD, k-window MAD)",27.955036719047904,0.012807624759559077,0.10593688725161599,0.05296844362580799,0.05296844362580799
NGC 4374,no_winsor,0.03,27.89196005414613,0.021539929181690724,0.021539929181690724,"max(fit covariance + PSF MAD, k-window MAD)",27.996505415910967,0.01672320173901006,0.01672320173901006,"max(fit covariance + PSF MAD, k-window MAD)",27.957188053607787,0.013209429868502088,0.10454536176483842,0.05227268088241921,0.05227268088241921
NGC 4374,no_winsor,0.04,27.895818124162822,0.021566491774526082,0.021566491774526082,"max(fit covariance + PSF MAD, k-window MAD)",27.99926276297607,0.016873493550824775,0.016873493550824775,"max(fit covariance + PSF MAD, k-window MAD)",27.959984149440825,0.013289345273697586,0.10344463881324728,0.05172231940662364,0.05172231940662364
NGC 4374,raw_global_3p5,0.01,27.950723171294168,0.021462036750744543,0.021462036750744543,"max(fit covariance + PSF MAD, k-window MAD)",27.996150498770984,0.016138985563701864,0.016138985563701864,"max(fit covariance + PSF MAD, k-window MAD)",27.979741478007373,0.01289892960503142,0.04542732747681555,0.022713663738407774,0.022713663738407774
NGC 4374,raw_global_3p5,0.03,27.954639815110745,0.021901916699471533,0.021901916699471533,"max(fit covariance + PSF MAD, k-window MAD)",27.998677393828544,0.01676198652021933,0.01676198652021933,"max(fit covariance + PSF MAD, k-window MAD)",27.982411239614628,0.013311066383267199,0.04403757871779845,0.022018789358899227,0.022018789358899227
NGC 4374,raw_global_3p5,0.04,27.958589602150308,0.021917085336744666,0.021917085336744666,"max(fit covariance + PSF MAD, k-window MAD)",28.00142777357383,0.01691651465739507,0.01691651465739507,"max(fit covariance + PSF MAD, k-window MAD)",27.985434948362858,0.013391521774176914,0.0428381714235222,0.0214190857117611,0.0214190857117611
NGC 4374,normalized_full_3p5,0.01,27.901204484048204,0.02131553257839439,0.02131553257839439,"max(fit covariance + PSF MAD, k-window MAD)",27.997616547578225,0.016199235867335272,0.016199235867335272,"max(fit covariance + PSF MAD, k-window MAD)",27.96231917899758,0.012897384995241176,0.09641206353002119,0.04820603176501059,0.04820603176501059
NGC 4374,normalized_full_3p5,0.03,27.90510261944564,0.021747524914385103,0.021747524914385103,"max(fit covariance + PSF MAD, k-window MAD)",28.000161736137194,0.016822586980001736,0.016822586980001736,"max(fit covariance + PSF MAD, k-window MAD)",27.964575356019168,0.013306224807254494,0.09505911669155509,0.047529558345777545,0.047529558345777545
NGC 4374,normalized_full_3p5,0.04,27.909048356071654,0.021752562566852443,0.021752562566852443,"max(fit covariance + PSF MAD, k-window MAD)",28.00291988400102,0.01697729064359206,0.01697729064359206,"max(fit covariance + PSF MAD, k-window MAD)",27.967384875266827,0.013383561419705526,0.09387152792936604,0.04693576396468302,0.04693576396468302
NGC 4374,normalized_union_3p5,0.01,27.901399570160034,0.021317100102721108,0.021317100102721108,"max(fit covariance + PSF MAD, k-window MAD)",27.997730379907768,0.016201923544808674,0.016201923544808674,"max(fit covariance + PSF MAD, k-window MAD)",27.962458629271634,0.012899088631363135,0.09633080974773378,0.04816540487386689,0.04816540487386689
NGC 4374,normalized_union_3p5,0.03,27.90529826403645,0.02174897979232749,0.02174897979232749,"max(fit covariance + PSF MAD, k-window MAD)",28.000276044492843,0.01682536265083614,0.01682536265083614,"max(fit covariance + PSF MAD, k-window MAD)",27.964715749424972,0.013307931586432691,0.09497778045639294,0.04748889022819647,0.04748889022819647
NGC 4374,normalized_union_3p5,0.04,27.9092443975134,0.02175393527256207,0.02175393527256207,"max(fit covariance + PSF MAD, k-window MAD)",28.003034287233135,0.016980168819302078,0.016980168819302078,"max(fit covariance + PSF MAD, k-window MAD)",27.967525486665046,0.01338529110631402,0.09378988971973357,0.04689494485986678,0.04689494485986678
