galaxy,ring,branch,space,sigma,threshold_median,threshold_scale,threshold_n_pixels,lower,upper,changed_pixels,changed_fraction,subtracted_mean,n_use
NGC 4374,inner,no_winsor,none,,,,,,,0,0.0,0.0005303190744632929,649045
NGC 4374,inner,raw_global_3p5,raw,3.5,-0.08642561733722687,0.7725543975830078,3389564.0,-2.790366008877754,2.6175147742033005,14688,0.02263017202197074,-0.0011977052748344636,649045
NGC 4374,inner,normalized_full_3p5,normalized_full,3.5,-0.027972917585892692,0.2276121364147507,3389564.0,-0.8246153950375201,0.7686695598657347,1526,0.002351146684744509,0.0002219492082102102,649045
NGC 4374,inner,normalized_union_3p5,normalized_union,3.5,-0.024801005032544374,0.22592357195586196,2776788.0,-0.8155335068780613,0.7659314968129726,1568,0.002415857143957661,0.0002154615693394062,649045
NGC 4374,outer,no_winsor,none,,,,,,,0,0.0,-0.00869149909956742,2127743
NGC 4374,outer,raw_global_3p5,raw,3.5,-0.08642561733722687,0.7725543975830078,3389564.0,-2.790366008877754,2.6175147742033005,1784,0.0008384471244882488,-0.008768718806103177,2127743
NGC 4374,outer,normalized_full_3p5,normalized_full,3.5,-0.027972917585892692,0.2276121364147507,3389564.0,-0.8246153950375201,0.7686695598657347,3669,0.0017243623877507763,-0.008843665993006383,2127743
NGC 4374,outer,normalized_union_3p5,normalized_union,3.5,-0.024801005032544374,0.22592357195586196,2776788.0,-0.8155335068780613,0.7659314968129726,3787,0.0017798202132494384,-0.008848468962356375,2127743
