model_intensity,residual_median,residual_sigma,n_pixels,residual_sigma_monotonic
1.6684772968292236,-0.0006070584058761597,0.2808246910572052,7986,0.2808246910572052
1.981665015220642,-0.007485553622245789,0.30455803871154785,7985,0.30455803871154785
2.3029844760894775,-0.006524965167045593,0.327987402677536,7985,0.327987402677536
2.5654661655426025,0.0008722096681594849,0.3564291000366211,7985,0.3564291000366211
2.8218908309936523,-0.025623008608818054,0.3747943937778473,7985,0.3747943937778473
3.1081361770629883,0.00447256863117218,0.40467673540115356,7985,0.40467673540115356
3.434213638305664,-0.04028002917766571,0.42806389927864075,7986,0.42806389927864075
3.761317729949951,-0.01734273135662079,0.45213547348976135,7985,0.45213547348976135
4.130384922027588,-0.008345291018486023,0.47648119926452637,7985,0.47648119926452637
4.49572229385376,-0.04519002139568329,0.510472297668457,7985,0.510472297668457
4.829369068145752,-0.04965154826641083,0.5123080015182495,7985,0.5123080015182495
5.291510581970215,0.018540695309638977,0.5285919904708862,7985,0.5285919904708862
5.906031131744385,0.008927419781684875,0.5705074071884155,7985,0.5705074071884155
6.6914496421813965,0.06316788494586945,0.6391143798828125,7986,0.6391143798828125
7.838522434234619,-0.07255189120769501,0.7213641405105591,7985,0.7213641405105591
9.26580810546875,0.20381195843219757,0.7437105178833008,7985,0.7437105178833008
11.461898803710938,0.5611217617988586,0.9090738892555237,7985,0.9090738892555237
14.777477264404297,1.2003902196884155,1.2531884908676147,7985,1.2531884908676147
21.227190017700195,2.9180424213409424,2.1370444297790527,7985,2.1370444297790527
38.485538482666016,11.030531883239746,10.507376670837402,7986,10.507376670837402
