summary,signal_filter,color_filter,color_name,sampling_mode,color_index,sigma_proxy,notes
SBF-weighted circular-annuli color,F150W,F115W,F115W-F150W,wcs_bilinear,0.17924465241633514,0.041441155023251824,"uses same annulus weights as recommended SBF; sigma_proxy is half inner-outer color difference, not full calibration error"
mean of available circular-annuli colors,F150W,F115W,F115W-F150W,wcs_bilinear,0.21260056515874395,0.05860664347428864,simple annulus-matched diagnostic color summary
