galaxy,ring,requested_kmin,production_P0,recreated_P0,relative_P0_difference,production_P1,recreated_P1,relative_P1_difference,production_mbar,recreated_mbar,delta_mbar,passed
NGC 1404,inner,0.01,0.8420923601697077,0.8420923554850177,-5.563154603649423e-09,-0.0724097144273119,-0.0724097178875753,-4.778728153405558e-08,28.1861847603675,28.18618476640762,6.04012129201692e-09,True
NGC 1404,inner,0.03,0.8386980993865961,0.838698094781939,-5.490243926153937e-09,-0.0718071740537782,-0.07180717748669771,-4.7807472574389596e-08,28.19056993208382,28.190569938044778,5.9609561731122085e-09,True
NGC 1404,inner,0.04,0.8344157448398619,0.8344157402966504,-5.4447816255631665e-09,-0.0710388352348825,-0.07103883864930602,-4.806418222381658e-08,28.19612785422319,28.196127860134784,5.911594769258954e-09,True
NGC 1404,outer,0.01,0.8230397114514199,0.8230396871298032,-2.9550963676072683e-08,-0.0680489424669053,-0.06804894278783744,-4.716195878119627e-09,28.217288040723357,28.217288072993316,3.226995914928921e-08,True
NGC 1404,outer,0.03,0.8208475699799096,0.8208475456087558,-2.9690230718415478e-08,-0.067665951906167,-0.06766595221128331,-4.5091556185149425e-09,28.220200480185188,28.22020051260773,3.242254109636633e-08,True
NGC 1404,outer,0.04,0.8192949143382869,0.8192948899249459,-2.97979891872302e-08,-0.067382060273688,-0.06738206056745581,-4.359733353888957e-09,28.222268046938773,28.222268079479345,3.254057290291712e-08,True
