method_variant,schema_version,pipeline_version,target_id,program_id,observation_id,signal_filter,color_filter,record_type,quantity_family,quantity_name,primary_unit,method_id,measurement_method,power_correction,calibration_applied,distance_computed,region_id,region_role,region_geometry,ring_selection,rin_px,rout_px,rin_arcsec,rout_arcsec,kmin,kmax,mbar_raw,mbar_corrected,sigma_measurement,sigma_method,P0,Pr,P_fluc,Pr_over_P0,usable_fraction,ring_qc_status,ring_qc_reasons,ring_k_stability_mag,selected_for_final,selection_reason,status,failure_reason,psf_method,psf_detector_set,psf_opd_corr_id,psf_opd_delta_days,psf_input_count,psf_extension,psf_native_scale_rel_error,psf_method_limitations,psf_siaf_prd_version
default,sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,sbf_summary,apparent_sbf_magnitude,mbar_spec,AB mag,single_annulus_qc_selection_v1,azimuthal_power_spectrum_psf_fit,P_fluc=P0-Pr,False,False,circular_inner_lit,science,fixed_circular_annulus,fixed_literature_qc_single_annulus,262.61973931098896,525.2394786219779,8.2,16.4,0.01,0.25,27.979479482635004,28.140244129684437,0.15454487831813016,"max(k-window MAD, fit covariance)",0.19245379487789885,0.026487224236545905,0.16596657064135295,0.13762900468317896,0.9874095019491888,PASS,all encoded checks passed,0.1042390923500136,False,diagnostic ring or diagnostic k-window,ok,,stpsf_center_context_exposure_weighted_scale_resampled_v1,NRCA2,O2026062201,-7.818741886574074,4,OVERDIST,0.014288835293679969,center contributors only; scale matched; no explicit drizzle kernel or ring-position weighting,PRDOPSSOC-072
default,sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,sbf_summary,apparent_sbf_magnitude,mbar_spec,AB mag,single_annulus_qc_selection_v1,azimuthal_power_spectrum_psf_fit,P_fluc=P0-Pr,False,False,circular_inner_lit,science,fixed_circular_annulus,fixed_literature_qc_single_annulus,262.61973931098896,525.2394786219779,8.2,16.4,0.03,0.25,28.251159497200145,28.462342254042923,0.15454487831813016,"max(k-window MAD, fit covariance)",0.1498492153732202,0.026487224236545905,0.12336199113667431,0.17675917868889607,0.9874095019491888,PASS,all encoded checks passed,0.1042390923500136,False,diagnostic ring or diagnostic k-window,ok,,stpsf_center_context_exposure_weighted_scale_resampled_v1,NRCA2,O2026062201,-7.818741886574074,4,OVERDIST,0.014288835293679969,center contributors only; scale matched; no explicit drizzle kernel or ring-position weighting,PRDOPSSOC-072
default,sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,sbf_summary,apparent_sbf_magnitude,mbar_spec,AB mag,single_annulus_qc_selection_v1,azimuthal_power_spectrum_psf_fit,P_fluc=P0-Pr,False,False,circular_inner_lit,science,fixed_circular_annulus,fixed_literature_qc_single_annulus,262.61973931098896,525.2394786219779,8.2,16.4,0.04,0.25,28.336230101436385,28.566581346392937,0.15454487831813016,"max(k-window MAD, fit covariance)",0.13855628536524184,0.026487224236545905,0.11206906112869594,0.19116580793663857,0.9874095019491888,PASS,all encoded checks passed,0.1042390923500136,True,single_annulus_qc_rank_then_k03_k04_stability_v1,ok,,stpsf_center_context_exposure_weighted_scale_resampled_v1,NRCA2,O2026062201,-7.818741886574074,4,OVERDIST,0.014288835293679969,center contributors only; scale matched; no explicit drizzle kernel or ring-position weighting,PRDOPSSOC-072
default,sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,sbf_summary,apparent_sbf_magnitude,mbar_spec,AB mag,single_annulus_qc_selection_v1,azimuthal_power_spectrum_psf_fit,P_fluc=P0-Pr,False,False,circular_outer_lit,science,fixed_circular_annulus,fixed_literature_qc_single_annulus,525.2394786219779,1050.4789572439558,16.4,32.8,0.01,0.25,25.2939224952477,25.303787041366714,0.5524420712753033,"max(k-window MAD, fit covariance)",0.36684870107966655,0.0033179386983653698,0.36353076238130116,0.00904443354603791,0.7208633835058398,WARN,usable_fraction<0.80; Pr/P0>0.20; k03-k04 shift>0.15 mag,0.3726170722213027,False,diagnostic ring or diagnostic k-window,ok,,stpsf_center_context_exposure_weighted_scale_resampled_v1,NRCA2,O2026062201,-7.818741886574074,4,OVERDIST,0.014288835293679969,center contributors only; scale matched; no explicit drizzle kernel or ring-position weighting,PRDOPSSOC-072
default,sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,sbf_summary,apparent_sbf_magnitude,mbar_spec,AB mag,single_annulus_qc_selection_v1,azimuthal_power_spectrum_psf_fit,P_fluc=P0-Pr,False,False,circular_outer_lit,science,fixed_circular_annulus,fixed_literature_qc_single_annulus,525.2394786219779,1050.4789572439558,16.4,32.8,0.03,0.25,28.546933780807603,28.763672822391804,0.5524420712753033,"max(k-window MAD, fit covariance)",0.018335065740300065,0.0033179386983653698,0.015017127041934695,0.18096137452469638,0.7208633835058398,WARN,usable_fraction<0.80; Pr/P0>0.20; k03-k04 shift>0.15 mag,0.3726170722213027,False,diagnostic ring or diagnostic k-window,ok,,stpsf_center_context_exposure_weighted_scale_resampled_v1,NRCA2,O2026062201,-7.818741886574074,4,OVERDIST,0.014288835293679969,center contributors only; scale matched; no explicit drizzle kernel or ring-position weighting,PRDOPSSOC-072
default,sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,sbf_summary,apparent_sbf_magnitude,mbar_spec,AB mag,single_annulus_qc_selection_v1,azimuthal_power_spectrum_psf_fit,P_fluc=P0-Pr,False,False,circular_outer_lit,science,fixed_circular_annulus,fixed_literature_qc_single_annulus,525.2394786219779,1050.4789572439558,16.4,32.8,0.04,0.25,28.841946173888683,29.136289894613107,0.5524420712753033,"max(k-window MAD, fit covariance)",0.013972609257565672,0.0033179386983653698,0.010654670559200302,0.23746020783976504,0.7208633835058398,WARN,usable_fraction<0.80; Pr/P0>0.20; k03-k04 shift>0.15 mag,0.3726170722213027,False,diagnostic ring or diagnostic k-window,ok,,stpsf_center_context_exposure_weighted_scale_resampled_v1,NRCA2,O2026062201,-7.818741886574074,4,OVERDIST,0.014288835293679969,center contributors only; scale matched; no explicit drizzle kernel or ring-position weighting,PRDOPSSOC-072
