schema_version,pipeline_version,target_id,program_id,observation_id,signal_filter,color_filter,method_variant,primary_unit,record_type,method_id,quantity_family,quantity_name,value,uncertainty,unit,region_id,kmin,kmax,selected_for_final,qc_status,qc_reasons,calibration_applied,distance_computed
sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,default,mixed_or_not_applicable,measurement,single_annulus_qc_selection_v1,apparent_sbf_magnitude,mbar_corrected,28.140244129684437,0.15454487831813016,AB mag,circular_inner_lit,0.01,0.25,False,PASS,all encoded checks passed,False,False
sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,default,mixed_or_not_applicable,measurement,single_annulus_qc_selection_v1,apparent_sbf_magnitude,mbar_corrected,28.462342254042923,0.15454487831813016,AB mag,circular_inner_lit,0.03,0.25,False,PASS,all encoded checks passed,False,False
sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,default,mixed_or_not_applicable,measurement,single_annulus_qc_selection_v1,apparent_sbf_magnitude,mbar_corrected,28.566581346392937,0.15454487831813016,AB mag,circular_inner_lit,0.04,0.25,True,PASS,all encoded checks passed,False,False
sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,default,mixed_or_not_applicable,measurement,single_annulus_qc_selection_v1,apparent_sbf_magnitude,mbar_corrected,25.303787041366714,0.5524420712753033,AB mag,circular_outer_lit,0.01,0.25,False,WARN,usable_fraction<0.80; Pr/P0>0.20; k03-k04 shift>0.15 mag,False,False
sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,default,mixed_or_not_applicable,measurement,single_annulus_qc_selection_v1,apparent_sbf_magnitude,mbar_corrected,28.763672822391804,0.5524420712753033,AB mag,circular_outer_lit,0.03,0.25,False,WARN,usable_fraction<0.80; Pr/P0>0.20; k03-k04 shift>0.15 mag,False,False
sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,default,mixed_or_not_applicable,measurement,single_annulus_qc_selection_v1,apparent_sbf_magnitude,mbar_corrected,29.136289894613107,0.5524420712753033,AB mag,circular_outer_lit,0.04,0.25,False,WARN,usable_fraction<0.80; Pr/P0>0.20; k03-k04 shift>0.15 mag,False,False
sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,default,mixed_or_not_applicable,measurement,color_valid_overlap_of_sbf_window_median_ratio_v1,color_index,F115W-F150W,0.201918134186376,0.2260956670432226,AB mag,circular_inner_lit,,,True,PASS,all encoded checks passed,False,False
sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,default,mixed_or_not_applicable,measurement,color_valid_overlap_of_sbf_window_median_ratio_v1,color_index,F115W-F150W,0.14128078664385002,1.05564258605878,AB mag,circular_outer_lit,,,False,WARN,usable_fraction<0.80; Pr/P0>0.20; k03-k04 shift>0.15 mag,False,False
