schema_version,pipeline_version,target_id,program_id,observation_id,signal_filter,color_filter,record_type,method_id,method_variant,quantity_family,quantity_name,primary_unit,sma,intens,x0_crop,y0_crop,x0_full,y0_full,eps,pa,grad,real_data_frac,sampled_real,sampled_total,pa_unwrap,region_id
sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,10.0,77.2976570203498,1080.1593568259934,3002.011349223902,1080.1593568259934,3061.011349223902,0.11002410502204975,1.4020704809107933,-5.8277660108380465,1.0,60,60,1.4020704809107933,
sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,20.0,41.92177128183597,1080.2098960915657,3002.2830887570703,1080.2098960915657,3061.2830887570703,0.15250577432257142,1.3543954559072582,-2.1043423979543867,1.0,116,116,1.3543954559072582,
sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,30.0,26.758090292164457,1080.388240631886,3002.0677115571193,1080.388240631886,3061.0677115571193,0.13008654049222915,1.4085983009125083,-0.7979995573872323,1.0,177,177,1.4085983009125083,
sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,40.0,18.729437401874872,1079.718310042278,3001.8170762244736,1079.718310042278,3060.8170762244736,0.09759976373333878,1.4286760746770066,-0.520603144605003,1.0,240,240,1.4286760746770066,
sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,50.0,14.947841868633654,1080.8423423809186,3001.9056795290553,1080.8423423809186,3060.9056795290553,0.15221295070829458,1.314362560653344,-0.28491243178725933,1.0,291,291,1.314362560653344,
sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,60.0,11.3938215647168,1080.3347894497751,3001.652447309406,1080.3347894497751,3060.652447309406,0.10606971838313628,1.3566413414467955,-0.24910788330203723,1.0,358,358,1.3566413414467955,
sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,70.0,9.41710344560734,1079.197850964462,3001.8861793682995,1079.197850964462,3060.8861793682995,0.1346754613367569,1.4992831877501664,-0.15026521306965532,1.0,411,411,1.4992831877501664,
sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,80.0,7.647374212154247,1079.678459795918,3002.8782856166736,1079.678459795918,3061.8782856166736,0.11375600345660718,1.3512388769770316,-0.1288453611117205,1.0,475,475,1.3512388769770316,
sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,90.0,6.348560099554073,1080.008081387686,3002.8655772617776,1080.008081387686,3061.8655772617776,0.09297772292266952,1.476541156600039,-0.10186505009836526,1.0,541,541,1.476541156600039,
sbf-table-2,sbf-3.1,PGC 041959,7763,066,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,100.0,5.3240459055059235,1080.008081387686,3002.8655772617776,1080.008081387686,3061.8655772617776,0.09297772292266952,1.476541156600039,-0.07976348110867866,1.0,601,601,1.476541156600039,
