schema_version,pipeline_version,target_id,program_id,observation_id,signal_filter,color_filter,record_type,method_id,method_variant,quantity_family,quantity_name,primary_unit,amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose,region_id
sbf-table-2,sbf-3.1,NGC 4528,7763,028,F150W,F115W,03_sersic:parameters,bounded_sersic_gap_fill_v1,default,sersic_gap_fill_parameters,sersic_gap_fill_parameters,mixed_or_not_applicable,4.410387320216336,363.71112947081394,3.679370782911295,1083.874543454688,3055.9198531676816,0.18423784000995633,-0.14732462150854783,2000.0,global NaN/WHT gap fill for isophote solver only,
