schema_version,pipeline_version,target_id,program_id,observation_id,signal_filter,color_filter,record_type,method_id,method_variant,quantity_family,quantity_name,primary_unit,target,source,x_pixel,y_pixel,ra_deg,dec_deg,auto_x_pixel,auto_y_pixel,header_x_pixel,header_y_pixel,header_ra_deg,header_dec_deg,auto_header_delta_px,decision_threshold_px,region_id
sbf-table-2,sbf-3.1,NGC 4528,7763,028,F150W,F115W,02_center:adopted_center,center_auto_header_100px_v1,default,adopted_galaxy_center,adopted_galaxy_center,mixed_or_not_applicable,NGC 4528,fits-target,1078.593875442576,3059.044059387736,188.5253,11.321200000000003,1607.2282480016434,2702.7616435856435,1078.593875442576,3059.044059387736,188.5253,11.3212,637.4883996283336,100.0,
