schema_version,pipeline_version,target_id,program_id,observation_id,signal_filter,color_filter,record_type,method_id,method_variant,quantity_family,quantity_name,primary_unit,sma,intens,x0_crop,y0_crop,x0_full,y0_full,eps,pa,grad,real_data_frac,sampled_real,sampled_total,pa_unwrap,region_id
sbf-table-2,sbf-3.1,NGC 4528,7763,028,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,10.0,363.80041066449934,1083.6502165747154,2996.881544181521,1083.6502165747154,3055.881544181521,0.2663572884751082,2.817058521823873,-25.272273978001348,1.0,54,54,2.817058521823873,
sbf-table-2,sbf-3.1,NGC 4528,7763,028,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,20.0,203.86956674441666,1083.9175398411905,2997.040883036442,1083.9175398411905,3056.040883036442,0.19716856725758428,2.900764549258381,-7.734290021006898,1.0,113,113,2.900764549258381,
sbf-table-2,sbf-3.1,NGC 4528,7763,028,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,30.0,140.83152503872512,1083.7926383734775,2997.0521347515296,1083.7926383734775,3056.0521347515296,0.18206017403711738,2.985848737601065,-3.777511544116834,1.0,171,171,2.985848737601065,
sbf-table-2,sbf-3.1,NGC 4528,7763,028,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,40.0,105.50321691039852,1083.7216720358847,2997.023186362773,1083.7216720358847,3056.023186362773,0.17351374076965337,2.9722791791088268,-2.453100147793151,1.0,229,229,2.9722791791088268,
sbf-table-2,sbf-3.1,NGC 4528,7763,028,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,50.0,83.84073901562643,1083.8271765530583,2996.955905152769,1083.8271765530583,3055.955905152769,0.18412990852524236,3.04628035586833,-1.8181964359609337,1.0,285,285,3.04628035586833,
sbf-table-2,sbf-3.1,NGC 4528,7763,028,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,60.0,66.78390055981714,1083.7960570826406,2996.7028730711254,1083.7960570826406,3055.7028730711254,0.1734066837315663,3.0910203702633066,-1.1501683490531214,1.0,344,344,3.0910203702633066,
sbf-table-2,sbf-3.1,NGC 4528,7763,028,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,70.0,54.67431348660944,1082.7546292270638,2996.5460449524903,1082.7546292270638,3055.5460449524903,0.1602031281544374,3.1161064241000296,-0.8999527579648695,1.0,405,405,3.1161064241000296,
sbf-table-2,sbf-3.1,NGC 4528,7763,028,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,80.0,45.582804143145665,1083.6758558643407,2996.934579095564,1083.6758558643407,3055.934579095564,0.14468324375703764,0.021390527524393743,-0.6994875783182204,1.0,467,467,0.021390527524393743,
sbf-table-2,sbf-3.1,NGC 4528,7763,028,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,90.0,38.47692408540966,1083.872648525694,2996.9523547769704,1083.872648525694,3055.9523547769704,0.137826341908923,0.08195668725429676,-0.5484179025890843,1.0,527,527,0.08195668725429676,
sbf-table-2,sbf-3.1,NGC 4528,7763,028,F150W,F115W,07_isophotes:all_fitted_points,photutils_multistart_v1,default,isophote_geometry,isophote_geometry,mixed_or_not_applicable,100.0,33.05911905765397,1083.4211856208774,2997.5806786751887,1083.4211856208774,3056.5806786751887,0.13583391295468253,0.1573164612669132,-0.4443307207255749,1.0,586,586,0.1573164612669132,
