galaxy,branch,requested_kmin,mbar_inner,sigma_inner_fit_psf,sigma_inner,sigma_inner_method,mbar_outer,sigma_outer_fit_psf,sigma_outer,sigma_outer_method,mbar_weighted,sigma_weighted_formal,annulus_difference,annulus_half_difference,sigma_adopted_internal
NGC 4636,no_winsor,0.01,27.80829175937184,0.025992870593779062,0.025992870593779062,"max(fit covariance + PSF MAD, k-window MAD)",27.93325804926468,0.020279859882318983,0.020279859882318983,"max(fit covariance + PSF MAD, k-window MAD)",27.885972071563362,0.015989099054750204,0.1249662898928392,0.0624831449464196,0.0624831449464196
NGC 4636,no_winsor,0.03,27.814660568261715,0.025152599667723007,0.025152599667723007,"max(fit covariance + PSF MAD, k-window MAD)",27.938905618641247,0.019099304634061908,0.019099304634061908,"max(fit covariance + PSF MAD, k-window MAD)",27.89346660859946,0.015210999807488924,0.12424505037953182,0.06212252518976591,0.06212252518976591
NGC 4636,no_winsor,0.04,27.81949828490596,0.024971923952260548,0.024971923952260548,"max(fit covariance + PSF MAD, k-window MAD)",27.942728868017284,0.018914156006258245,0.018914156006258245,"max(fit covariance + PSF MAD, k-window MAD)",27.89780553967666,0.01507747838796101,0.12323058311132229,0.061615291555661145,0.061615291555661145
NGC 4636,raw_global_3p5,0.01,27.91545648327213,0.025962944828914484,0.025962944828914484,"max(fit covariance + PSF MAD, k-window MAD)",27.939206957247578,0.020441710823618425,0.020441710823618425,"max(fit covariance + PSF MAD, k-window MAD)",27.930118110856203,0.01606098556385835,0.02375047397544705,0.011875236987723525,0.01606098556385835
NGC 4636,raw_global_3p5,0.03,27.92185930454356,0.025059452634474753,0.025059452634474753,"max(fit covariance + PSF MAD, k-window MAD)",27.944864315707754,0.019276348391872672,0.019276348391872672,"max(fit covariance + PSF MAD, k-window MAD)",27.93631235259172,0.015278941426729337,0.0230050111641944,0.0115025055820972,0.015278941426729337
NGC 4636,raw_global_3p5,0.04,27.926740432741887,0.024840960438603694,0.024840960438603694,"max(fit covariance + PSF MAD, k-window MAD)",27.9486932934841,0.019098995761293664,0.019098995761293664,"max(fit covariance + PSF MAD, k-window MAD)",27.94053744264623,0.015141101093161627,0.021952860742214142,0.010976430371107071,0.015141101093161627
NGC 4636,normalized_full_3p5,0.01,27.82495768887228,0.025900121728973387,0.025900121728973387,"max(fit covariance + PSF MAD, k-window MAD)",27.936616431035173,0.020399170227210134,0.020399170227210134,"max(fit covariance + PSF MAD, k-window MAD)",27.893868885410058,0.016025479460905993,0.1116587421628914,0.0558293710814457,0.0558293710814457
NGC 4636,normalized_full_3p5,0.03,27.83132468044304,0.025036555687040905,0.025036555687040905,"max(fit covariance + PSF MAD, k-window MAD)",27.94226977301219,0.019227631477653155,0.019227631477653155,"max(fit covariance + PSF MAD, k-window MAD)",27.901110386557228,0.01524947807532226,0.11094509256914975,0.055472546284574875,0.055472546284574875
NGC 4636,normalized_full_3p5,0.04,27.836186968619838,0.02482845491705575,0.02482845491705575,"max(fit covariance + PSF MAD, k-window MAD)",27.94610236199961,0.01904519561053821,0.01904519561053821,"max(fit covariance + PSF MAD, k-window MAD)",27.905385850346313,0.015111435312952995,0.1099153933797723,0.05495769668988615,0.05495769668988615
NGC 4636,normalized_union_3p5,0.01,27.822477479139206,0.025891739388124654,0.025891739388124654,"max(fit covariance + PSF MAD, k-window MAD)",27.935697555611696,0.020369580202781557,0.020369580202781557,"max(fit covariance + PSF MAD, k-window MAD)",27.892412596510574,0.016009140304598126,0.11322007647249066,0.05661003823624533,0.05661003823624533
NGC 4636,normalized_union_3p5,0.03,27.82884478696895,0.025028357340789252,0.025028357340789252,"max(fit covariance + PSF MAD, k-window MAD)",27.94134933554198,0.019195648326234754,0.019195648326234754,"max(fit covariance + PSF MAD, k-window MAD)",27.899681600569025,0.015231660561103758,0.11250454857302827,0.05625227428651414,0.05625227428651414
NGC 4636,normalized_union_3p5,0.04,27.833704047901296,0.02482151948600753,0.02482151948600753,"max(fit covariance + PSF MAD, k-window MAD)",27.945179249781148,0.01901274836254184,0.01901274836254184,"max(fit covariance + PSF MAD, k-window MAD)",27.903959036159943,0.01509365257744501,0.11147520187985194,0.05573760093992597,0.05573760093992597
