galaxy,ring,requested_kmin,production_P0,recreated_P0,relative_P0_difference,production_P1,recreated_P1,relative_P1_difference,production_mbar,recreated_mbar,delta_mbar,passed
NGC 4636,inner,0.01,1.0807497117512954,1.0807497243867392,1.1691369206090485e-08,-0.0929665161796293,-0.09296651151604905,5.016408526260081e-08,27.915456495966616,27.91545648327213,-1.2694485462816374e-08,True
NGC 4636,inner,0.03,1.074395424073194,1.0743954365853434,1.1645758135614415e-08,-0.0918350575139566,-0.09183505287313891,5.0534271051851855e-08,27.921859317188524,27.92185930454356,-1.2644964186847574e-08,True
NGC 4636,inner,0.04,1.0695764049288312,1.0695764173168332,1.1582157011247318e-08,-0.0909673667170264,-0.09096736209350437,5.0826161120313205e-08,27.926740445317797,27.926740432741887,-1.2575910091072728e-08,True
NGC 4636,outer,0.01,1.0581071054496405,1.0581071239494289,1.74838523658849e-08,-0.0847610250286079,-0.08476102471982395,3.6429944394286576e-09,27.93920697624486,27.939206957247578,-1.8997283746102767e-08,True
NGC 4636,outer,0.03,1.0526122286497983,1.0526122470891948,1.751774858504973e-08,-0.0837703859282327,-0.08377038560998486,3.799049523497805e-09,27.944864334741943,27.944864315707754,-1.9034189335798146e-08,True
NGC 4636,outer,0.04,1.0489094344368712,1.0489094528509526,1.755545397941205e-08,-0.0831296738718818,-0.08312967354303173,3.955868667066134e-09,27.94869331255931,27.9486932934841,-1.9075208967933577e-08,True
