galaxy,tile,y0,x0,size,valid_fraction,median_wht,wht_ratio_to_outer_ring,wht_relative_mad,median_ERR,standardized_sigma,plane_0,plane_x,plane_y,accepted,selected,selection_mode
NGC 4486,y1632_x5216,1632,5216,512,0.030414581298828125,1069.3253173828125,0.9971345755750143,0.0039920586197602645,0.030140629038214684,1.7472133765479683,1.2070092237266523,-0.0008452258249941139,-0.00017316421176890017,False,False,relaxed_0.55
NGC 4486,y1632_x5728,1632,5728,512,0.11536788940429688,1074.38232421875,1.001850181090999,0.002373483355943527,0.028147688135504723,1.7739216906697233,0.8386788129721745,-0.0003231682286860828,-0.00016085624911830627,False,False,relaxed_0.55
NGC 4486,y1632_x6240,1632,6240,512,0.2570610046386719,1077.850341796875,1.0050840708901427,0.0027750423511424442,0.027185481041669846,1.5516724227848224,0.6613625859237676,-8.450182603380614e-05,-3.191379565116204e-05,False,False,relaxed_0.55
NGC 4486,y1632_x6752,1632,6752,512,0.3258056640625,1081.3610229492188,1.0083577440220848,0.002904025095869683,0.02668824978172779,1.441175643179832,0.6548947641403395,-0.00018560691259332808,-7.161958334906119e-05,False,False,relaxed_0.55
NGC 4486,y1632_x7264,1632,7264,512,0.3027534484863281,1083.446533203125,1.0103024603287891,0.0030792585149793912,0.025743192061781883,1.3109488819304562,0.5592569053304619,-8.033897199706865e-05,-3.159133926762013e-05,False,False,relaxed_0.55
NGC 4486,y1632_x7776,1632,7776,512,0.443450927734375,1085.9855346679688,1.0126700524047232,0.0028085828038069585,0.026681121438741684,1.2071837357887536,0.5282027804139551,-5.6922036053933576e-05,-3.501789061432075e-05,False,False,relaxed_0.55
NGC 4486,y1632_x8288,1632,8288,512,0.4708366394042969,1087.1834716796875,1.0137871160282323,0.003002253484564192,0.026847995817661285,1.2139253024778371,0.5003615238700695,-1.0107283974575947e-05,-4.850450264826455e-05,False,False,relaxed_0.55
NGC 4486,y1632_x8800,1632,8800,512,0.5338363647460938,1087.5570068359375,1.0141354336201147,0.0027088382018408473,0.02622155286371708,1.0927374128730452,0.46910186668144876,-1.9202355742208207e-05,5.612804127234479e-09,False,False,relaxed_0.55
NGC 4486,y2144_x3680,2144,3680,512,0.005405426025390625,1077.042236328125,1.0043305210671813,0.0068634143438893,0.04539879411458969,2.306352904702391,1.9206206302399493,-0.0009185359367090316,-0.00031874635074557057,False,False,relaxed_0.55
NGC 4486,y2144_x4192,2144,4192,512,0.00473785400390625,419.1671142578125,0.3908689112434414,0.5312871962891441,0.05930045433342457,2.0371041415992845,1.4802050165332308,-0.0007877442226206752,-0.0004351906302643426,False,False,relaxed_0.55
NGC 4486,y2144_x5216,2144,5216,512,0.041812896728515625,1078.405029296875,1.0056013111311601,0.003180082913246944,0.032188620418310165,1.5749136247490603,0.8746119497201251,-0.00024229143296209443,-0.00013404540286443835,False,False,relaxed_0.55
NGC 4486,y2144_x5728,2144,5728,512,0.19122314453125,1081.84423828125,1.0088083372206031,0.0026217648627899137,0.030870762653648853,1.568755055826319,0.7108209090877655,-0.0001303036253540285,-3.0473421225849978e-05,False,False,relaxed_0.55
NGC 4486,y2144_x6240,2144,6240,512,0.2566680908203125,1086.1853637695312,1.0128563909334525,0.002231223707313658,0.030145828612148762,1.4553223834232503,0.6394036877721722,-8.916656218795963e-05,-6.01489251416782e-07,False,False,relaxed_0.55
NGC 4486,y2144_x6752,2144,6752,512,0.3006629943847656,1089.8184814453125,1.0162442348316225,0.0019785064909099035,0.028491156175732613,1.347368360203296,0.6058252340328945,-0.00014713409350540293,-1.4805448190549423e-05,False,False,relaxed_0.55
NGC 4486,y2144_x7264,2144,7264,512,0.2590599060058594,1092.121826171875,1.0183920794856192,0.0022126325103150202,0.028096115216612816,1.224144127280247,0.5459664834619575,-5.207971432019219e-05,-4.793087099704919e-05,False,False,relaxed_0.55
NGC 4486,y2144_x7776,2144,7776,512,0.3569374084472656,1094.4039306640625,1.0205201178451753,0.001911841168176571,0.028436388820409775,1.1662923192012566,0.5000361851372066,-9.359057229073436e-06,3.112602677816613e-05,False,False,relaxed_0.55
NGC 4486,y2144_x8288,2144,8288,512,0.4168243408203125,1095.7276611328125,1.0217544825400684,0.0018657614284706859,0.028123071417212486,1.1169063785664737,0.497881265201852,-6.680031315081856e-05,8.307988317589768e-06,False,False,relaxed_0.55
NGC 4486,y2144_x8800,2144,8800,512,0.43778228759765625,1095.985107421875,1.0219945484881992,0.0020332616940159113,0.02787282783538103,1.039220116843319,0.48284310863368046,-3.920455023072969e-05,-8.77989080130996e-06,False,False,relaxed_0.55
NGC 4486,y2656_x3680,2656,3680,512,0.007564544677734375,1085.814453125,1.0125105206710554,0.0016977827073931036,0.03897927328944206,2.3536665094960414,1.6521289352042068,-0.0006332170207858975,-0.0004768506011682996,False,False,relaxed_0.55
NGC 4486,y2656_x4192,2656,4192,512,0.007831573486328125,540.3435668945312,0.5038646747453582,0.7008824785165778,0.052619364112615585,1.8434863351169628,1.302625722507099,-0.0017172442859084336,-0.00039435746222981775,False,False,relaxed_0.55
NGC 4486,y2656_x5216,2656,5216,512,0.054889678955078125,1083.992919921875,1.0108119601788759,0.003025782431895244,0.031361665576696396,1.6062544061648347,0.7991402786816724,-0.000226303866805339,-2.080809104248873e-05,False,False,relaxed_0.55
NGC 4486,y2656_x5728,2656,5728,512,0.2658805847167969,1088.2176513671875,1.0147514776747775,0.002378066265762345,0.030245626345276833,1.5489353471532585,0.6835825518544176,-0.0001314989579347291,-4.953317888930191e-05,False,False,relaxed_0.55
NGC 4486,y2656_x6240,2656,6240,512,0.044101715087890625,1092.9169921875,1.0191335634050709,0.0004793971435387844,0.02956140972673893,1.4540293785945801,1.0646309118296742,-0.0007606910870783267,-0.0009435457543414265,False,False,relaxed_0.55
NGC 4486,y2656_x6752,2656,6752,512,0.09055709838867188,1096.458740234375,1.0224362060883638,0.0009674164763827084,0.028151804581284523,1.433954877029948,0.7673625462426399,-0.0001432615408891615,-0.0006191249113650424,False,False,relaxed_0.55
NGC 4486,y2656_x7264,2656,7264,512,0.34769439697265625,1098.0839233398438,1.0239516721862483,0.00231046856910233,0.028126045130193233,1.19277127625141,0.5189650937492324,-3.792919326476911e-05,-1.617905133641371e-05,False,False,relaxed_0.55
NGC 4486,y2656_x7776,2656,7776,512,0.5165519714355469,1100.331787109375,1.0260477814332154,0.002388070248697625,0.028244657441973686,1.1135459701856354,0.5124592864636731,-4.746403200704401e-05,-2.5943437068638462e-05,False,False,relaxed_0.55
NGC 4486,y2656_x8288,2656,8288,512,0.5601844787597656,1101.6268310546875,1.027255396247686,0.0022313272706702522,0.028007110580801964,1.0712033351050485,0.4874572829276662,-3.424671263399271e-05,-1.1005547531778035e-05,False,True,relaxed_0.55
NGC 4486,y2656_x8800,2656,8800,512,0.5769386291503906,1101.867431640625,1.0274797537553986,0.002208502079100887,0.028015920892357826,1.0349149980319932,0.4806001337169506,-2.755710884347038e-05,-1.8722873874285805e-05,False,True,relaxed_0.55
NGC 4486,y3168_x1632,3168,1632,512,0.00632476806640625,551.9191589355469,0.514658792184846,0.742543077043787,0.07845901697874069,2.3185859351719538,3.0108794893055526,-0.0006335437083076176,-0.001694888170067411,False,False,relaxed_0.55
NGC 4486,y3168_x2144,3168,2144,512,0.00441741943359375,551.1997680664062,0.5139879677899567,0.9189797661008251,0.07187773287296295,2.3760714573425648,2.55222057774723,-0.0005239965554397136,-0.0012764602285989222,False,False,relaxed_0.55
NGC 4486,y3168_x3168,3168,3168,512,0.006412506103515625,1096.142822265625,1.022141615915883,0.001728510840458185,0.039132364094257355,2.489061183666844,1.686556024240206,-0.0005479712470771063,-0.0005802959580990601,False,False,relaxed_0.55
NGC 4486,y3168_x3680,3168,3680,512,0.020992279052734375,1091.7882080078125,1.0180809840677711,0.0018895674820316663,0.03578926995396614,2.1518863834723576,1.346203257281755,-0.0004337459625577451,-0.00042626881207116047,False,False,relaxed_0.55
NGC 4486,y3168_x4192,3168,4192,512,0.0076904296875,543.2427368164062,0.5065681201071908,0.7200948626249636,0.050963304936885834,1.8177491995236577,1.1064650053568794,-0.0007183914733282896,-0.00026387626548980773,False,False,relaxed_0.55
NGC 4486,y3168_x5216,3168,5216,512,0.047634124755859375,1090.92626953125,1.0172772355330386,0.0026905182889576077,0.030980804935097694,1.5356693474370258,0.9544733321118308,-0.0005292932613439812,-0.00021019994609639548,False,False,relaxed_0.55
NGC 4486,y3168_x5728,3168,5728,512,0.3003730773925781,1094.246826171875,1.0203736195638835,0.0021491247167860134,0.029780445620417595,1.451034418388897,0.6426898771669457,-0.0001288291129815308,-3.780364704850012e-05,False,False,relaxed_0.55
NGC 4486,y3168_x6240,3168,6240,512,0.3770408630371094,1098.50830078125,1.0243473996725814,0.0020982815385743717,0.02925884909927845,1.3190997250034964,0.5811535043807136,-9.707318644433409e-05,-2.2286382208944767e-05,False,False,relaxed_0.55
NGC 4486,y3168_x6752,3168,6752,512,0.4259452819824219,1101.999267578125,1.027602689376063,0.001992275292442779,0.02804727666079998,1.2414408425285965,0.5363699979051757,-5.1035929023952414e-05,-3.135826616024124e-05,False,False,relaxed_0.55
NGC 4486,y3168_x7264,3168,7264,512,0.3575477600097656,1104.1546630859375,1.0296125729446473,0.0021644250259943497,0.02811371348798275,1.1562975803285833,0.5072488593558317,-4.418458525055855e-05,-2.0247435250516456e-05,False,False,relaxed_0.55
NGC 4486,y3168_x7776,3168,7776,512,0.5365562438964844,1106.7244873046875,1.0320089069133758,0.0020681500817258487,0.028415869921445847,1.0847410030276718,0.4913671501844454,-2.481916205292717e-05,6.845930652535472e-06,False,False,relaxed_0.55
NGC 4486,y3168_x8288,3168,8288,512,0.5648384094238281,1107.951416015625,1.0331530049905033,0.002055895626628272,0.02815701812505722,1.0338410183108828,0.48080401342892604,-2.3343707436169137e-05,-2.06190783292157e-05,False,False,relaxed_0.55
NGC 4486,y3168_x8800,3168,8800,512,0.6139717102050781,1108.271484375,1.0334514653584495,0.0020231316582516056,0.027998823672533035,0.9858130655887258,0.4698161152505709,-3.220465534861634e-05,-1.3638421054614965e-05,False,False,relaxed_0.55
NGC 4486,y3680_x96,3680,96,512,0.005207061767578125,1113.220458984375,1.0380663319630565,0.00165972477444492,0.04817691817879677,2.4799089477292977,1.9278844405773967,0.00026240058366798946,-0.0008835112090980312,False,False,relaxed_0.55
NGC 4486,y3680_x608,3680,608,512,0.004001617431640625,1113.5830078125,1.0384044049198835,0.0016642225922973508,0.04916049912571907,2.6010901262518,2.17096937200485,7.402830984384496e-05,-0.001195561260508695,False,False,relaxed_0.55
NGC 4486,y3680_x1120,3680,1120,512,0.00537872314453125,1112.8306274414062,1.0377028181625085,0.0017719527920758715,0.049071818590164185,2.3807878227232733,2.2049692434573607,-9.716712469770407e-05,-0.0011474512639239973,False,False,relaxed_0.55
NGC 4486,y3680_x1632,3680,1632,512,0.008388519287109375,556.2885131835938,0.5187331689183237,1.1906098268246657,0.05856849625706673,2.269743798066906,2.166092998929153,-0.0004971178012603914,-0.0011171500238574194,False,False,relaxed_0.55
NGC 4486,y3680_x2144,3680,2144,512,0.00855255126953125,1106.6201171875,1.0319115828803498,0.005110842075700308,0.04488391615450382,2.101816763645061,1.8780768386682105,-0.0003084713013580307,-0.000978013364163323,False,False,relaxed_0.55
NGC 4486,y3680_x2656,3680,2656,512,0.008056640625,1105.2884521484375,1.0306698192823611,0.0015044557068329275,0.038679614663124084,2.255405693661567,1.6225936647350745,-0.00045270663183188286,-0.0006236139439315715,False,False,relaxed_0.55
NGC 4486,y3680_x3168,3680,3168,512,0.01810455322265625,1101.5824584960938,1.0272140193049903,0.00165310847925129,0.035620564594864845,2.222996406512799,1.3860124377996874,-0.0004197784600031499,-0.0005665313956497355,False,False,relaxed_0.55
NGC 4486,y3680_x3680,3680,3680,512,0.049839019775390625,1096.1953125,1.0221905625055918,0.0017533581172093817,0.033678848296403885,2.0967526851815452,1.1112384003721372,-0.00031202949326582843,-0.00031672292301108604,False,False,relaxed_0.55
NGC 4486,y3680_x4192,3680,4192,512,0.0102081298828125,545.7923278808594,0.5089455868730255,0.7384396289573951,0.04787149280309677,1.5315797628688288,0.9520434137818674,-0.0017798807308400325,-0.00027514355364227134,False,False,relaxed_0.55
NGC 4486,y3680_x5216,3680,5216,512,0.07997512817382812,1095.7633056640625,1.0217877206893593,0.002167291524652222,0.030195973813533783,1.4130718538171128,0.7550641376200015,-0.0002966174064012918,-4.639670354361821e-05,False,False,relaxed_0.55
NGC 4486,y3680_x5728,3680,5728,512,0.3559455871582031,1099.47216796875,1.0252461956547723,0.0018714234991133439,0.029733950272202492,1.3645868892132134,0.6048980330291654,-8.203456460816652e-05,-3.209194552063018e-05,False,False,relaxed_0.55
NGC 4486,y3680_x6240,3680,6240,512,0.4154777526855469,1103.9102783203125,1.0293846867293046,0.0017873370286931674,0.029348043724894524,1.2634512501766135,0.5600596999799619,-8.099866441543387e-05,-2.090380038400862e-05,False,False,relaxed_0.55
NGC 4486,y3680_x6752,3680,6752,512,0.4579124450683594,1107.4423828125,1.0326783368996046,0.0017317924668061701,0.0282772034406662,1.1609282008639448,0.5201413296026219,-4.642683980399707e-05,-1.78342559432525e-05,False,False,relaxed_0.55
NGC 4486,y3680_x7264,3680,7264,512,0.373565673828125,1109.8017578125,1.0348784291923836,0.0018996661715519644,0.02837851271033287,1.148183647342187,0.5033098786796345,-5.107458711460285e-05,-2.4780788689956293e-05,False,False,relaxed_0.55
NGC 4486,y3680_x7776,3680,7776,512,0.5596809387207031,1112.184326171875,1.0371001490480571,0.0018632141274286267,0.02845701575279236,1.0487899268767247,0.4903757533207006,-3.047476792460039e-05,-1.6157990257303557e-05,False,True,relaxed_0.55
NGC 4486,y3680_x8288,3680,8288,512,0.5926666259765625,1113.4940185546875,1.038321423375935,0.0017665899379098928,0.028264557011425495,1.0019355667206318,0.4741031253191839,-1.7925302169252092e-05,-1.7674996709075006e-05,False,False,relaxed_0.55
NGC 4486,y3680_x8800,3680,8800,512,0.6298599243164062,1113.80029296875,1.038607021035423,0.001755948531452222,0.0282099274918437,0.9613488075954806,0.46855364426369195,-2.7935415391882962e-05,-3.887246369668278e-06,False,True,relaxed_0.55
