galaxy,ring,variant,noise_model,psf_id,n_fit,effective_kmin,kmax,P0,noise_coefficient,noise_coefficient_nonnegative,physical_solution,Pr,P_fluctuation,mbar_observed,mbar_sigma_formal,P0_sigma_formal,cov_P0_P0,cov_P0_Pnoise,cov_Pnoise_P0,cov_Pnoise_Pnoise,chi2,chi2_reduced,aicc,condition_number,template_correlation,covariance_correlation
NGC 4486,inner,winsor_3.0,constant,stpsf_field_1024_768,24,0.04,0.25,0.9272720398313552,-0.07727810043946398,False,True,0.0023496992966127,0.9249223405347425,28.084496045551752,0.024334724614354618,0.02073038584136683,0.0004297488971319424,-7.81683051760237e-05,-7.81683051760237e-05,1.5573284500739703e-05,885.5325184984151,40.251478113564325,890.1039470698437,18.399810527955225,,-0.9555055227727316
NGC 4486,inner,winsor_3.0,N(k),stpsf_field_1024_768,24,0.04,0.25,-0.9982699162627984,0.5186786335055261,True,False,0.0023496992966127,-1.0006196155594111,,,0.08331463943900522,0.006941329144851445,-0.002327413257885137,-0.002327413257885136,0.0007850790645740737,984.5949458497345,44.75431572044248,989.166374421163,42.74317683169962,0.9974494853375173,-0.99700075359295
NGC 4486,inner,winsor_3.5,constant,stpsf_O2024062601-NRCA3_FP1-1,24,0.04,0.25,1.0787361103945465,-0.09027624564935714,False,True,0.0023496992966127,1.0763864110979338,27.91983870343312,0.024299413535370195,0.024090159665393473,0.0005803357927041505,-0.00010447440472776195,-0.00010447440472776205,2.0591349506757665e-05,898.1219179716737,40.82372354416699,902.6933465431023,18.625261498859537,,-0.9557137224519783
NGC 4486,inner,winsor_3.5,N(k),stpsf_O2024062601-NRCA3_FP1-1,24,0.04,0.25,-1.2192904092500376,0.6167549070539747,True,False,0.0023496992966127,-1.2216401085466504,,,0.10134601576129221,0.010271014910688088,-0.003422877043064376,-0.0034228770430643762,0.001147329263599957,1061.3316673275422,48.24234851488828,1065.9030958989708,43.71667150437681,0.9969554852947123,-0.9971042868302903
NGC 4486,inner,winsor_3.5,constant,stpsf_field_1280_1024,24,0.04,0.25,1.0780960696166282,-0.08972801980603379,False,True,0.0023496992966127,1.0757463703200154,27.92048449580392,0.023424577836344978,0.02320904882170746,0.0005386599472084004,-9.675540419573403e-05,-9.675540419573408e-05,1.903804707530397e-05,835.2558655710457,37.9661757077748,839.8272941424742,18.604459827432333,,-0.9554471982942859
NGC 4486,inner,winsor_3.5,N(k),stpsf_field_1280_1024,24,0.04,0.25,-1.2415968941782367,0.6234178771917646,True,False,0.0023496992966127,-1.2439465934748495,,,0.10284137062647525,0.010576347512332046,-0.0035180650244915073,-0.0035180650244915073,0.001176827157991673,1054.9318601147686,47.951448187034934,1059.5032886861973,44.47941357624731,0.9975836725742756,-0.9971940191482566
NGC 4486,inner,winsor_3.5,constant,stpsf_field_768_1024,24,0.04,0.25,1.0779347065903897,-0.09049540667271197,False,True,0.0023496992966127,1.075585007293777,27.92064736953118,0.023199982916047125,0.022983072393290022,0.00052822161663521,-9.527069273999246e-05,-9.52706927399924e-05,1.8810404385876338e-05,819.4730907092661,37.24877685042119,824.0445192806947,18.604689993954015,,-0.9557673093672581
NGC 4486,inner,winsor_3.5,N(k),stpsf_field_768_1024,24,0.04,0.25,-1.2150570486561776,0.6160807186697733,True,False,0.0023496992966127,-1.2174067479527904,,,0.10257890506746513,0.010522431764840023,-0.0035130422270073015,-0.003513042227007303,0.001179688478851616,1090.3508180067524,49.56140081848875,1094.922246578181,43.671599779298425,0.9976596126929266,-0.9971067172572319
NGC 4486,inner,winsor_3.5,constant,stpsf_field_1024_1280,24,0.04,0.25,1.0829825058220581,-0.0883407578166719,False,True,0.0023496992966127,1.0806328065254454,27.91556384934398,0.022861144460173722,0.022753687857249464,0.0005177303111051416,-9.19131787278411e-05,-9.191317872784109e-05,1.7898004770299224e-05,795.9554861297048,36.17979482407749,800.5269147011334,18.670730015193204,,-0.9548247773754093
NGC 4486,inner,winsor_3.5,N(k),stpsf_field_1024_1280,24,0.04,0.25,-1.2792653803622007,0.631327436403533,True,False,0.0023496992966127,-1.2816150796588135,,,0.11167052910074296,0.012470307069639879,-0.0041030237393509285,-0.004103023739350928,0.0013572111941711606,1154.910780826756,52.495944583034365,1159.4822093981848,46.06066225263055,0.997393102954854,-0.9973365595922136
NGC 4486,inner,winsor_3.5,constant,stpsf_field_1024_768,24,0.04,0.25,1.0745523440291287,-0.09097750006382943,False,True,0.0023496992966127,1.072202644732516,27.924067033968466,0.024597683914289695,0.0242910769960657,0.0005900564216287923,-0.00010702300767176289,-0.0001070230076717629,2.1238548683201808e-05,920.0436696871708,41.82016680396231,924.6150982585993,18.564339804161225,,-0.9560221687812718
NGC 4486,inner,winsor_3.5,N(k),stpsf_field_1024_768,24,0.04,0.25,-1.196630177709559,0.6120397482505616,True,False,0.0023496992966127,-1.1989798770061717,,,0.09795583177444149,0.00959534497862268,-0.003220450861743995,-0.003220450861743993,0.0010873294384955046,1033.5204008221858,46.97820003737208,1038.0918293936145,42.88026118392474,0.9974494853375173,-0.9970244465264377
NGC 4486,inner,winsor_4.0,constant,stpsf_O2024062601-NRCA3_FP1-1,24,0.04,0.25,1.1523628021019865,-0.09697492098554071,False,True,0.0023496992966127,1.1500131028053737,27.848002247896147,0.024501741190741187,0.02595227393856282,0.0006735205225822068,-0.00012112085351919923,-0.00012112085351919921,2.3835978767099014e-05,918.556955228887,41.75258887404032,923.1283838003155,18.693190885258197,,-0.9559320241003844
NGC 4486,inner,winsor_4.0,N(k),stpsf_O2024062601-NRCA3_FP1-1,24,0.04,0.25,-1.3185278680929258,0.6632703319003562,True,False,0.0023496992966127,-1.3208775673895385,,,0.10965409046743754,0.012024019556240977,-0.004008484155003851,-0.004008484155003853,0.001344058703984917,1095.3262408805215,49.78755640366007,1099.8976694519502,43.802714032388366,0.9969554852947123,-0.9971172175688703
NGC 4486,inner,winsor_4.0,constant,stpsf_field_1280_1024,24,0.04,0.25,1.1517170979837266,-0.09639596888344813,False,True,0.0023496992966127,1.1493673986871138,27.84861203332029,0.023603705415665793,0.024987035869384465,0.0006243519615379059,-0.00011202784562980276,-0.0001120278456298027,2.2009407726478426e-05,853.1326962708231,38.77875892140105,857.7041248422516,18.672681229529026,,-0.9556680483430143
NGC 4486,inner,winsor_4.0,N(k),stpsf_field_1280_1024,24,0.04,0.25,-1.3424268976398235,0.6704007962552038,True,False,0.0023496992966127,-1.3447765969364363,,,0.11136272457832767,0.012401656425508467,-0.004126647296304812,-0.004126647296304815,0.001380845147791753,1090.5790580284468,49.5717753649294,1095.1504865998754,44.565206732834255,0.9975836725742756,-0.9972063022649621
NGC 4486,inner,winsor_4.0,constant,stpsf_field_768_1024,24,0.04,0.25,1.151550697317868,-0.09721600551685765,False,True,0.0023496992966127,1.1492009980212552,27.84876923310429,0.023379703066861258,0.024746322338825354,0.0006123804692970468,-0.00011033175677928672,-0.00011033175677928675,2.175082251478775e-05,837.1784377366797,38.05356535166726,841.7498663081083,18.672990111614002,,-0.9559870856068345
NGC 4486,inner,winsor_4.0,N(k),stpsf_field_768_1024,24,0.04,0.25,-1.3136129766137716,0.6624260327013785,True,False,0.0023496992966127,-1.3159626759103844,,,0.11108934705300087,0.012340843028662073,-0.004121565676515963,-0.004121565676515965,0.001384476501502879,1127.5459058460156,51.25208662936434,1132.1173344174442,43.75332338970992,0.9976596126929266,-0.9971190557397638
NGC 4486,inner,winsor_4.0,constant,stpsf_field_1024_1280,24,0.04,0.25,1.1569734135224916,-0.09491904630568791,False,True,0.0023496992966127,1.1546237142258788,27.84365803679377,0.023006752190937743,0.024466478644223376,0.0005986085772482385,-0.00010615657223827321,-0.00010615657223827325,2.063953543662059e-05,810.9558052150754,36.861627509776156,815.527233786504,18.739491206777238,,-0.9550485735502491
NGC 4486,inner,winsor_4.0,N(k),stpsf_field_1024_1280,24,0.04,0.25,-1.3827703910865392,0.678820856856326,True,False,0.0023496992966127,-1.385120090383152,,,0.12108056231771708,0.01466050257117457,-0.00482522151725396,-0.0048252215172539595,0.0015965857478194788,1197.1162373339553,54.4143744242707,1201.687665905384,46.14782198849081,0.997393102954854,-0.9973479573050457
NGC 4486,inner,winsor_4.0,constant,stpsf_field_1024_768,24,0.04,0.25,1.1479070681547643,-0.09772604274574635,False,True,0.0023496992966127,1.1455573688581515,27.852217111086336,0.024783116858730886,0.026148600384120403,0.0006837493020484217,-0.00012388500946948177,-0.00012388500946948171,2.4547493521248113e-05,939.5211073048088,42.70550487749131,944.0925358762373,18.632128485911295,,-0.9562396186812554
NGC 4486,inner,winsor_4.0,N(k),stpsf_field_1024_768,24,0.04,0.25,-1.2938962937212464,0.6581282164651017,True,False,0.0023496992966127,-1.2962459930178591,,,0.10604478175156053,0.011245495736736106,-0.0037756219154685858,-0.0037756219154685858,0.001275191093132155,1067.8421838304714,48.538281083203245,1072.4136124019,42.96403081512435,0.9974494853375173,-0.9970376544481375
NGC 4486,outer,raw,constant,stpsf_O2024062601-NRCA3_FP1-1,24,0.04,0.25,1.1512302672770451,-0.09363138252760383,False,True,2.0554918226577445e-05,1.1512097123588185,27.846873106968403,0.026033125516535784,0.02760300965036764,0.000761926141758289,-0.00013841109197084399,-0.00013841109197084393,2.7522097687696286e-05,3201.819853103386,145.5372660501539,3206.3912816748143,18.49077878901828,,-0.9558146696243512
NGC 4486,outer,raw,N(k),stpsf_O2024062601-NRCA3_FP1-1,24,0.04,0.25,-1.2854520419855506,0.6517755889294325,True,False,2.0554918226577445e-05,-1.2854725969037772,,,0.10644042965812822,0.011329565065806941,-0.0037360271780554526,-0.003736027178055451,0.0012387064798690098,2987.665993042222,135.80299968373737,2992.2374216136504,45.53601679519898,0.9974829077898767,-0.9972848076930956
NGC 4486,outer,raw,constant,stpsf_field_1280_1024,24,0.04,0.25,1.1504928967183117,-0.09323894695754067,False,True,2.0554918226577445e-05,1.150472341800085,27.847568763380096,0.026037028143669084,0.02758946474354217,0.0007611785648351563,-0.00013810427092024574,-0.0001381042709202457,2.7436036561401875e-05,3202.7678284092126,145.5803558367824,3207.339256980641,18.477508758062797,,-0.9556594267617347
NGC 4486,outer,raw,N(k),stpsf_field_1280_1024,24,0.04,0.25,-1.2971299545892925,0.6551841261826784,True,False,2.0554918226577445e-05,-1.297150509507519,,,0.10699443989443783,0.01144781016832447,-0.0037711155258032983,-0.0037711155258032987,0.001248946272896473,2967.721273522006,134.89642152372755,2972.2927020934344,45.917222481352326,0.9975467710693158,-0.9973250999890559
NGC 4486,outer,raw,constant,stpsf_field_768_1024,24,0.04,0.25,1.147214851057969,-0.09306601431941584,False,True,2.0554918226577445e-05,1.1471942961397423,27.850666771777206,0.026307487642629586,0.027796622823418334,0.0007726522403873811,-0.0001404700909341658,-0.00014047009093416584,2.7965977092396793e-05,3268.797721937288,148.5817146335131,3273.3691505087163,18.42966424791932,,-0.9556015173381763
NGC 4486,outer,raw,N(k),stpsf_field_768_1024,24,0.04,0.25,-1.2919050406550678,0.6543514937698046,True,False,2.0554918226577445e-05,-1.2919255955732944,,,0.10823893302883476,0.011715666623220577,-0.003867410103221324,-0.0038674101032213234,0.0012835105668112592,3049.194669885261,138.59975772205732,3053.7660984566896,45.845289992279305,0.9972559132582318,-0.9973256775082117
NGC 4486,outer,raw,constant,stpsf_field_1024_1280,24,0.04,0.25,1.1534451882251455,-0.09111649862268059,False,True,2.0554918226577445e-05,1.153424633306919,27.84478616366743,0.02522910239741233,0.02680196907303154,0.0007183455461917392,-0.00012867745502281427,-0.00012867745502281416,2.5285498858604442e-05,3009.386012432192,136.79027329237235,3013.9574410036203,18.502906218311413,,-0.9547727117778574
NGC 4486,outer,raw,N(k),stpsf_field_1024_1280,24,0.04,0.25,-1.3655638075690448,0.672524945798641,True,False,2.0554918226577445e-05,-1.3655843624872714,,,0.1156915998252526,0.013384546270126385,-0.004358118918577449,-0.004358118918577446,0.0014260287792119805,3108.5106541876658,141.29593882671207,3113.082082759094,48.402757334670824,0.9972251953898031,-0.9975463977962903
NGC 4486,outer,raw,constant,stpsf_field_1024_768,24,0.04,0.25,1.148488947188119,-0.09467311321605541,False,True,2.0554918226577445e-05,1.1484683922698924,27.849461601308683,0.026462239883296067,0.0279911878791953,0.0007835065988884099,-0.00014338179136909134,-0.0001433817913690912,2.8695331435399063e-05,3306.8704453635664,150.3122929710712,3311.441873934995,18.459341591013207,,-0.956240316214914
NGC 4486,outer,raw,N(k),stpsf_field_1024_768,24,0.04,0.25,-1.2592471740013609,0.6459701226760304,True,False,2.0554918226577445e-05,-1.2592677289195875,,,0.10055104152998207,0.01011051195276418,-0.0033568022161154757,-0.003356802216115475,0.0011208003237209057,2804.070164281968,127.45773474008946,2808.6415928533966,44.4622443899734,0.9974390962742391,-0.9971834359484385
NGC 4486,outer,winsor_3.0,constant,stpsf_O2024062601-NRCA3_FP1-1,24,0.04,0.25,1.1266230798791574,-0.09196512166804093,False,True,2.0554918226577445e-05,1.1266025249609308,27.870332418688168,0.026409548357285196,0.027403584528180515,0.0007509564449931346,-0.000136349341014506,-0.00013634934101450604,2.7090662278714423e-05,3303.6022516802386,150.1637387127381,3308.173680251667,18.53024357636214,,-0.9559514971928482
NGC 4486,outer,winsor_3.0,N(k),stpsf_O2024062601-NRCA3_FP1-1,24,0.04,0.25,-1.2691825274264197,0.6410000043369452,True,False,2.0554918226577445e-05,-1.2692030823446463,,,0.10500606492770782,0.011026273671601992,-0.003636757316997584,-0.003636757316997586,0.0012060196321836037,3044.0420262476464,138.36554664762028,3048.613454819075,45.597226417128084,0.9974829077898767,-0.9972929496363401
NGC 4486,outer,winsor_3.0,constant,stpsf_field_1280_1024,24,0.04,0.25,1.1259039193464784,-0.09158142558785949,False,True,2.0554918226577445e-05,1.1258833644282518,27.871025713733943,0.026413344599635014,0.02739002821616758,0.0007502136456824562,-0.0001360458136262548,-0.00013604581362625475,2.700562882063523e-05,3304.5397894144066,150.20635406429122,3309.111217985835,18.51698480068941,,-0.9557967634294987
NGC 4486,outer,winsor_3.0,N(k),stpsf_field_1280_1024,24,0.04,0.25,-1.2807102992412691,0.6443644313502431,True,False,2.0554918226577445e-05,-1.2807308541594957,,,0.10555197649431898,0.011141219741857267,-0.0036708615879277803,-0.0036708615879277816,0.0012159698638937583,3023.694622002341,137.44066463647005,3028.2660505737695,45.978846761615216,0.9975467710693158,-0.9973331017010744
NGC 4486,outer,winsor_3.0,constant,stpsf_field_768_1024,24,0.04,0.25,1.122684526445391,-0.09141016305065428,False,True,2.0554918226577445e-05,1.1226639715271645,27.87413475552518,0.026683918214127404,0.027591484438756357,0.0007612900135341343,-0.00013833418275570867,-0.00013833418275570862,2.7518888322934658e-05,3371.6960714418356,153.25891233826525,3376.267500013264,18.468882563120697,,-0.9557383203856195
NGC 4486,outer,winsor_3.0,N(k),stpsf_field_768_1024,24,0.04,0.25,-1.2756289987240625,0.6435679766928003,True,False,2.0554918226577445e-05,-1.2756495536422892,,,0.10676593574806617,0.011398965036160193,-0.003763628313161792,-0.00376362831316179,0.0012493004926906219,3105.7027729196857,141.1683078599857,3110.274201491114,45.908318358753654,0.9972559132582318,-0.997333852613375
NGC 4486,outer,winsor_3.0,constant,stpsf_field_1024_1280,24,0.04,0.25,1.128815804102812,-0.08950842076644376,False,True,2.0554918226577445e-05,1.1287952491845854,27.868221287025236,0.025599162589440397,0.026614395824169215,0.0007083260650855557,-0.00012681765619457897,-0.000126817656194579,2.489994968493459e-05,3106.380769269189,141.19912587587223,3110.9521978406174,18.542662116418633,,-0.954913154401087
NGC 4486,outer,winsor_3.0,N(k),stpsf_field_1024_1280,24,0.04,0.25,-1.348219928934183,0.661466280018586,True,False,2.0554918226577445e-05,-1.3482404838524096,,,0.11416497926811318,0.013033642491288714,-0.004244681137790779,-0.004244681137790781,0.0013891584570627244,3168.994085063695,144.0451856847134,3173.5655136351234,48.46745728216913,0.9972251953898031,-0.9975536813831672
NGC 4486,outer,winsor_3.0,constant,stpsf_field_1024_768,24,0.04,0.25,1.1239314177744661,-0.09298313082078803,False,True,2.0554918226577445e-05,1.1239108628562395,27.8729295473321,0.02684054269299112,0.027784260454250562,0.0007719651289896317,-0.00014119872315736124,-0.00014119872315736137,2.823622602619756e-05,3410.8668999012634,155.03940454096653,3415.438328472692,18.49865834306431,,-0.9563758548128342
NGC 4486,outer,winsor_3.0,N(k),stpsf_field_1024_768,24,0.04,0.25,-1.2433352423195938,0.6352775742825116,True,False,2.0554918226577445e-05,-1.2433557972378204,,,0.09917816635476813,0.009836308681494061,-0.0032664480395644866,-0.003266448039564488,0.0010908420044794666,2855.936117459119,129.8152780663236,2860.5075460305475,44.52220396998657,0.9974390962742391,-0.9971919251961714
NGC 4486,outer,winsor_3.5,constant,stpsf_O2024062601-NRCA3_FP1-1,24,0.04,0.25,1.1467493844025425,-0.09338720787524002,False,True,2.0554918226577445e-05,1.1467288294843159,27.851107391605478,0.026137541923501855,0.027605851885736426,0.0007620830583372174,-0.00013842044272014325,-0.00013842044272014314,2.7517511548822468e-05,3230.391841571711,146.83599279871416,3234.9632701431397,18.503433176989123,,-0.9558604703438404
NGC 4486,outer,winsor_3.5,N(k),stpsf_O2024062601-NRCA3_FP1-1,24,0.04,0.25,-1.2843090750099677,0.6503193582977825,True,False,2.0554918226577445e-05,-1.2843296299281943,,,0.10627804111291861,0.011295022022799217,-0.0037248733720018773,-0.003724873372001879,0.0012350800055189696,3004.4566174192983,136.56620988269538,3009.0280459907267,45.55736074105621,0.9974829077898767,-0.997287617594897
NGC 4486,outer,winsor_3.5,constant,stpsf_field_1280_1024,24,0.04,0.25,1.146016251965228,-0.09299653345000446,False,True,2.0554918226577445e-05,1.1459956970470013,27.8518017519161,0.02614093024464017,0.02759177915029286,0.0007613062766785357,-0.0001381082852878952,-0.00013810828528789518,2.7430387954340494e-05,3231.21881462317,146.87358248287137,3235.7902431945986,18.49017169309298,,-0.9557054289141291
NGC 4486,outer,winsor_3.5,N(k),stpsf_field_1280_1024,24,0.04,0.25,-1.2959680482320295,0.6537220043261343,True,False,2.0554918226577445e-05,-1.295988603150256,,,0.10683357107760333,0.011413411909193321,-0.0037600211539531663,-0.003760021153953165,0.0012453435892309942,2984.545713213387,135.66116878242667,2989.1171417848154,45.93863265670762,0.9975467710693158,-0.9973278528566721
NGC 4486,outer,winsor_3.5,constant,stpsf_field_768_1024,24,0.04,0.25,1.1427475357685584,-0.09282368705667607,False,True,2.0554918226577445e-05,1.1427269808503318,27.854903015310768,0.026411730327460397,0.02779809379466673,0.000772734018617089,-0.00014046548267456784,-0.0001404654826745679,2.7958498634890647e-05,3297.6463815449365,149.89301734295165,3302.217810116365,18.442250882621707,,-0.9556473873557876
NGC 4486,outer,winsor_3.5,N(k),stpsf_field_768_1024,24,0.04,0.25,-1.2907705562586067,0.65289767460367,True,False,2.0554918226577445e-05,-1.2907911111768333,,,0.10807227024721146,0.011679615596386306,-0.003855753439411454,-0.003855753439411453,0.0012797157713814779,3066.207856379653,139.37308438089332,3070.7792849510815,45.86704881870585,0.9972559132582318,-0.9973284749061231
NGC 4486,outer,winsor_3.5,constant,stpsf_field_1024_1280,24,0.04,0.25,1.1489645052673447,-0.0908836201848416,False,True,2.0554918226577445e-05,1.1489439503491181,27.849012112445166,0.025330300363848982,0.026804941417656495,0.0007185048844039967,-0.00012868792751748675,-0.00012868792751748678,2.5281515965692888e-05,3036.2606246440837,138.01184657473107,3040.832053215512,18.515657364216626,,-0.9548197382318426
NGC 4486,outer,winsor_3.5,N(k),stpsf_field_1024_1280,24,0.04,0.25,-1.36431892364951,0.6710399622853155,True,False,2.0554918226577445e-05,-1.3643394785677365,,,0.1155325432802151,0.013347768556794776,-0.004346404469983415,-0.004346404469983412,0.001422273812232599,3126.9386443060953,142.13357474118615,3131.5100728775237,48.425289591688575,0.9972251953898031,-0.9975489091644352
NGC 4486,outer,winsor_3.5,constant,stpsf_field_1024_768,24,0.04,0.25,1.1440159503924194,-0.09442443060101247,False,True,2.0554918226577445e-05,1.1439953954741928,27.85369852819395,0.026567686090105926,0.027993273524719284,0.0007836233626297496,-0.00014338345451799536,-0.00014338345451799534,2.8688998526086882e-05,3336.1975093278825,151.64534133308555,3340.768937899311,18.47195243832011,,-0.9562856917743809
