galaxy,ring,psf_id,k,E,N
NGC 4486,inner,stpsf_field_1280_1024,0.2908983593488962,0.1092251331286448,0.26599262879838265
NGC 4486,inner,stpsf_field_1280_1024,0.29984907809809297,0.10454381263377689,0.2532960947998994
NGC 4486,inner,stpsf_field_1280_1024,0.30879979684728975,0.09949140321780861,0.2379459869295475
NGC 4486,inner,stpsf_field_1280_1024,0.3177505155964866,0.09441104185106966,0.21994069834628888
NGC 4486,inner,stpsf_field_1280_1024,0.32670123434568343,0.08964322267727333,0.20533249502245524
NGC 4486,inner,stpsf_field_1280_1024,0.33565195309488016,0.08437583293525142,0.18886182494282466
NGC 4486,inner,stpsf_field_1280_1024,0.344602671844077,0.07918330185512412,0.17738321808916374
NGC 4486,inner,stpsf_field_1280_1024,0.35355339059327384,0.07378753358810283,0.16635772951488453
NGC 4486,inner,stpsf_field_1280_1024,0.36250410934247057,0.0683808899862139,0.1571360853542405
NGC 4486,inner,stpsf_field_1280_1024,0.3714548280916674,0.06307044800232424,0.14438693919378753
NGC 4486,inner,stpsf_field_1280_1024,0.38040554684086425,0.05790229847841202,0.13622852462981538
NGC 4486,inner,stpsf_field_1280_1024,0.389356265590061,0.05291716938818139,0.12630771967542825
NGC 4486,inner,stpsf_field_1280_1024,0.3983069843392578,0.04790924471943054,0.11860661594081442
NGC 4486,inner,stpsf_field_1280_1024,0.40725770308845466,0.04343239729809667,0.11332037369900282
NGC 4486,inner,stpsf_field_1280_1024,0.41620842183765144,0.03922461473898638,0.10648658560733915
NGC 4486,inner,stpsf_field_1280_1024,0.4251591405868482,0.03529450638630544,0.10153075125006361
NGC 4486,inner,stpsf_field_1280_1024,0.43410985933604507,0.03187192339789175,0.09710668887469685
NGC 4486,inner,stpsf_field_1280_1024,0.44306057808524185,0.02880799278804022,0.09353685841392977
NGC 4486,inner,stpsf_field_1280_1024,0.45201129683443864,0.026073379838898472,0.09092709235865762
NGC 4486,inner,stpsf_field_1280_1024,0.4609620155836355,0.02370790440383339,0.08452530817541054
NGC 4486,inner,stpsf_field_1280_1024,0.4699127343328323,0.02162200707247942,0.08229647554261611
NGC 4486,inner,stpsf_field_1280_1024,0.47886345308202904,0.01986157450279236,0.07971521253093965
NGC 4486,inner,stpsf_field_1280_1024,0.4878141718312259,0.01836336368692744,0.08406723253281265
NGC 4486,inner,stpsf_field_1280_1024,0.49676489058042267,0.017003516187392573,0.07787695957371255
NGC 4486,inner,stpsf_field_1280_1024,0.5057156093296195,0.01271207718859526,0.06994964411801073
NGC 4486,inner,stpsf_field_1280_1024,0.5146663280788163,0.009705067857171424,0.06634325969706183
NGC 4486,inner,stpsf_field_1280_1024,0.5236170468280131,0.007572552291117456,0.06572890572418001
NGC 4486,inner,stpsf_field_1280_1024,0.5325677655772099,0.0059006946416114885,0.06261820013047995
NGC 4486,inner,stpsf_field_1280_1024,0.5415184843264067,0.004592981669113534,0.06091069265071715
NGC 4486,inner,stpsf_field_1280_1024,0.5504692030756035,0.0035396741031300627,0.06014553244600022
NGC 4486,inner,stpsf_field_1280_1024,0.5594199218248004,0.002702757202228027,0.0599057089363987
NGC 4486,inner,stpsf_field_1280_1024,0.5683706405739971,0.002044203408546278,0.060021884651663464
NGC 4486,inner,stpsf_field_1280_1024,0.577321359323194,0.0015007025207788578,0.05784914611929592
NGC 4486,inner,stpsf_field_1280_1024,0.5862720780723907,0.0010813062324207142,0.0564768158553267
NGC 4486,inner,stpsf_field_1280_1024,0.5952227968215875,0.0007755299805647862,0.05631185559688345
NGC 4486,inner,stpsf_field_1280_1024,0.6041735155707844,0.0005665660141383266,0.05463160372589615
NGC 4486,inner,stpsf_field_1280_1024,0.6131242343199812,0.00042305430800910956,0.05502001784511398
NGC 4486,inner,stpsf_field_1280_1024,0.6220749530691779,0.00033303022964757255,0.05349086374614585
NGC 4486,inner,stpsf_field_1280_1024,0.6310256718183748,0.00027424614581034613,0.05457703808267459
NGC 4486,inner,stpsf_field_1280_1024,0.6399763905675716,0.00024398162949952894,0.05512944154345523
NGC 4486,inner,stpsf_field_1280_1024,0.6489271093167683,0.00022310530233000963,0.052513180739636345
NGC 4486,inner,stpsf_field_1280_1024,0.6578778280659652,0.00021513162008504228,0.0514901329640947
NGC 4486,inner,stpsf_field_1280_1024,0.666828546815162,0.00021153132480907194,0.05299572948930567
NGC 4486,inner,stpsf_field_1280_1024,0.6757792655643589,0.00021010159749864694,0.05223230318037498
NGC 4486,inner,stpsf_field_1280_1024,0.6847299843135556,0.0002071257563525425,0.05561320541609486
NGC 4486,inner,stpsf_field_1280_1024,0.6936807030627524,0.000211455187890884,0.0566418114102801
NGC 4486,inner,stpsf_field_1280_1024,0.7026314218119492,0.00021780493172687116,0.055252715871122966
NGC 4486,inner,stpsf_field_768_1024,0.004475359374598403,0.943670492971045,7.178324064871015
NGC 4486,inner,stpsf_field_768_1024,0.013426078123795208,0.8378186887595296,4.42404189248148
NGC 4486,inner,stpsf_field_768_1024,0.022376796872992013,0.7589218571755152,3.5128159896270947
NGC 4486,inner,stpsf_field_768_1024,0.031327515622188815,0.6930652389098158,2.8237475700934183
NGC 4486,inner,stpsf_field_768_1024,0.04027823437138563,0.6494329845963146,2.4876866385216525
NGC 4486,inner,stpsf_field_768_1024,0.049228953120582425,0.6042089072447796,2.0825984273456783
NGC 4486,inner,stpsf_field_768_1024,0.05817967186977923,0.56988002785664,1.981522832394373
NGC 4486,inner,stpsf_field_768_1024,0.06713039061897604,0.5369234648645546,1.923475647930589
NGC 4486,inner,stpsf_field_768_1024,0.07608110936817285,0.5055865678833086,1.76093944247198
NGC 4486,inner,stpsf_field_768_1024,0.08503182811736965,0.472629079675635,1.6422780763932638
NGC 4486,inner,stpsf_field_768_1024,0.09398254686656646,0.44307088124991656,1.4918308329173315
NGC 4486,inner,stpsf_field_768_1024,0.10293326561576326,0.41384079886880587,1.4118626957764981
NGC 4486,inner,stpsf_field_768_1024,0.11188398436496007,0.3890763979239378,1.3306502955830855
NGC 4486,inner,stpsf_field_768_1024,0.12083470311415687,0.36325867989856814,1.234303202998189
NGC 4486,inner,stpsf_field_768_1024,0.12978542186335368,0.34162518099743944,1.1446827101640848
NGC 4486,inner,stpsf_field_768_1024,0.13873614061255046,0.31975447558618697,1.0489872084258343
NGC 4486,inner,stpsf_field_768_1024,0.1476868593617473,0.30025608372771145,0.9510127915741657
NGC 4486,inner,stpsf_field_768_1024,0.1566375781109441,0.2809294339438586,0.8894969914900729
NGC 4486,inner,stpsf_field_768_1024,0.1655882968601409,0.2624794306849795,0.8069113344607155
NGC 4486,inner,stpsf_field_768_1024,0.1745390156093377,0.24423764281003274,0.7374860707975153
NGC 4486,inner,stpsf_field_768_1024,0.1834897343585345,0.22853985264873697,0.6707324551414643
NGC 4486,inner,stpsf_field_768_1024,0.1924404531077313,0.21295927198174935,0.63106480959228
NGC 4486,inner,stpsf_field_768_1024,0.20139117185692812,0.19797188392528464,0.5881885279303154
NGC 4486,inner,stpsf_field_768_1024,0.2103418906061249,0.18400819216849112,0.5280402536665183
NGC 4486,inner,stpsf_field_768_1024,0.21929260935532174,0.17192699618719673,0.4902153850251539
NGC 4486,inner,stpsf_field_768_1024,0.22824332810451853,0.1608041827948055,0.46225056533892483
NGC 4486,inner,stpsf_field_768_1024,0.23719404685371534,0.15030556726329433,0.4301273455364654
NGC 4486,inner,stpsf_field_768_1024,0.24614476560291212,0.14163912849755897,0.3800120369738224
NGC 4486,inner,stpsf_field_768_1024,0.25509548435210894,0.1337205067880366,0.35402235321644226
NGC 4486,inner,stpsf_field_768_1024,0.2640462031013058,0.1265980440545449,0.32807123534064797
NGC 4486,inner,stpsf_field_768_1024,0.27299692185050256,0.12044631734276787,0.31366026175523637
NGC 4486,inner,stpsf_field_768_1024,0.28194764059969935,0.11509254031397778,0.28971531648792187
NGC 4486,inner,stpsf_field_768_1024,0.2908983593488962,0.10972997227310846,0.26599262879838265
NGC 4486,inner,stpsf_field_768_1024,0.29984907809809297,0.10469846715400058,0.2532960947998994
NGC 4486,inner,stpsf_field_768_1024,0.30879979684728975,0.10003092348580696,0.2379459869295475
NGC 4486,inner,stpsf_field_768_1024,0.3177505155964866,0.0950617751282618,0.21994069834628888
NGC 4486,inner,stpsf_field_768_1024,0.32670123434568343,0.0898504493861263,0.20533249502245524
NGC 4486,inner,stpsf_field_768_1024,0.33565195309488016,0.0848313142336567,0.18886182494282466
NGC 4486,inner,stpsf_field_768_1024,0.344602671844077,0.07946650683208695,0.17738321808916374
NGC 4486,inner,stpsf_field_768_1024,0.35355339059327384,0.0742800130088452,0.16635772951488453
NGC 4486,inner,stpsf_field_768_1024,0.36250410934247057,0.06888875545200947,0.1571360853542405
NGC 4486,inner,stpsf_field_768_1024,0.3714548280916674,0.06342742588328441,0.14438693919378753
NGC 4486,inner,stpsf_field_768_1024,0.38040554684086425,0.05833024433819547,0.13622852462981538
NGC 4486,inner,stpsf_field_768_1024,0.389356265590061,0.05334354842439135,0.12630771967542825
NGC 4486,inner,stpsf_field_768_1024,0.3983069843392578,0.048268974124701526,0.11860661594081442
NGC 4486,inner,stpsf_field_768_1024,0.40725770308845466,0.04379630243294188,0.11332037369900282
NGC 4486,inner,stpsf_field_768_1024,0.41620842183765144,0.03964405685431867,0.10648658560733915
NGC 4486,inner,stpsf_field_768_1024,0.4251591405868482,0.035755155690775586,0.10153075125006361
NGC 4486,inner,stpsf_field_768_1024,0.43410985933604507,0.03218994355441625,0.09710668887469685
NGC 4486,inner,stpsf_field_768_1024,0.44306057808524185,0.029038470755346317,0.09353685841392977
NGC 4486,inner,stpsf_field_768_1024,0.45201129683443864,0.02622438858766129,0.09092709235865762
NGC 4486,inner,stpsf_field_768_1024,0.4609620155836355,0.02386030465740051,0.08452530817541054
NGC 4486,inner,stpsf_field_768_1024,0.4699127343328323,0.021847717196179176,0.08229647554261611
NGC 4486,inner,stpsf_field_768_1024,0.47886345308202904,0.02012174899493818,0.07971521253093965
NGC 4486,inner,stpsf_field_768_1024,0.4878141718312259,0.018531260139928712,0.08406723253281265
NGC 4486,inner,stpsf_field_768_1024,0.49676489058042267,0.017214626417876217,0.07787695957371255
NGC 4486,inner,stpsf_field_768_1024,0.5057156093296195,0.012881326199538379,0.06994964411801073
NGC 4486,inner,stpsf_field_768_1024,0.5146663280788163,0.00977306189366929,0.06634325969706183
NGC 4486,inner,stpsf_field_768_1024,0.5236170468280131,0.007626165841110807,0.06572890572418001
NGC 4486,inner,stpsf_field_768_1024,0.5325677655772099,0.0059084199935625515,0.06261820013047995
NGC 4486,inner,stpsf_field_768_1024,0.5415184843264067,0.004591036118566823,0.06091069265071715
NGC 4486,inner,stpsf_field_768_1024,0.5504692030756035,0.0035320520998317674,0.06014553244600022
NGC 4486,inner,stpsf_field_768_1024,0.5594199218248004,0.002711292008616634,0.0599057089363987
NGC 4486,inner,stpsf_field_768_1024,0.5683706405739971,0.002028220492120989,0.060021884651663464
NGC 4486,inner,stpsf_field_768_1024,0.577321359323194,0.0014935928192881958,0.05784914611929592
NGC 4486,inner,stpsf_field_768_1024,0.5862720780723907,0.0010731967459010224,0.0564768158553267
NGC 4486,inner,stpsf_field_768_1024,0.5952227968215875,0.0007694257926419443,0.05631185559688345
NGC 4486,inner,stpsf_field_768_1024,0.6041735155707844,0.0005564703827375127,0.05463160372589615
NGC 4486,inner,stpsf_field_768_1024,0.6131242343199812,0.0004180920155966897,0.05502001784511398
NGC 4486,inner,stpsf_field_768_1024,0.6220749530691779,0.00032829219475233567,0.05349086374614585
NGC 4486,inner,stpsf_field_768_1024,0.6310256718183748,0.00027338453720140743,0.05457703808267459
NGC 4486,inner,stpsf_field_768_1024,0.6399763905675716,0.00024303745798859213,0.05512944154345523
NGC 4486,inner,stpsf_field_768_1024,0.6489271093167683,0.00022550639167031062,0.052513180739636345
NGC 4486,inner,stpsf_field_768_1024,0.6578778280659652,0.0002170871443648333,0.0514901329640947
NGC 4486,inner,stpsf_field_768_1024,0.666828546815162,0.0002121324804808159,0.05299572948930567
NGC 4486,inner,stpsf_field_768_1024,0.6757792655643589,0.00020743553971360284,0.05223230318037498
NGC 4486,inner,stpsf_field_768_1024,0.6847299843135556,0.00020565275369366777,0.05561320541609486
NGC 4486,inner,stpsf_field_768_1024,0.6936807030627524,0.0002055594497180519,0.0566418114102801
NGC 4486,inner,stpsf_field_768_1024,0.7026314218119492,0.00020462865953575746,0.055252715871122966
NGC 4486,inner,stpsf_field_1024_1280,0.004475359374598403,0.9240805150238993,7.178324064871015
NGC 4486,inner,stpsf_field_1024_1280,0.013426078123795208,0.8287095074637406,4.42404189248148
NGC 4486,inner,stpsf_field_1024_1280,0.022376796872992013,0.7560482900794687,3.5128159896270947
NGC 4486,inner,stpsf_field_1024_1280,0.031327515622188815,0.699338337169077,2.8237475700934183
NGC 4486,inner,stpsf_field_1024_1280,0.04027823437138563,0.6410549716381096,2.4876866385216525
NGC 4486,inner,stpsf_field_1024_1280,0.049228953120582425,0.5988524026712992,2.0825984273456783
NGC 4486,inner,stpsf_field_1024_1280,0.05817967186977923,0.563678477448109,1.981522832394373
NGC 4486,inner,stpsf_field_1024_1280,0.06713039061897604,0.5316948794475617,1.923475647930589
NGC 4486,inner,stpsf_field_1024_1280,0.07608110936817285,0.5031242334862165,1.76093944247198
NGC 4486,inner,stpsf_field_1024_1280,0.08503182811736965,0.4714303726543996,1.6422780763932638
NGC 4486,inner,stpsf_field_1024_1280,0.09398254686656646,0.44037115847446534,1.4918308329173315
NGC 4486,inner,stpsf_field_1024_1280,0.10293326561576326,0.41145174815700214,1.4118626957764981
NGC 4486,inner,stpsf_field_1024_1280,0.11188398436496007,0.38454377083720803,1.3306502955830855
NGC 4486,inner,stpsf_field_1024_1280,0.12083470311415687,0.35921913149898044,1.234303202998189
NGC 4486,inner,stpsf_field_1024_1280,0.12978542186335368,0.338355585198846,1.1446827101640848
NGC 4486,inner,stpsf_field_1024_1280,0.13873614061255046,0.3173736358643512,1.0489872084258343
NGC 4486,inner,stpsf_field_1024_1280,0.1476868593617473,0.2962962729015802,0.9510127915741657
NGC 4486,inner,stpsf_field_1024_1280,0.1566375781109441,0.2784386210318846,0.8894969914900729
NGC 4486,inner,stpsf_field_1024_1280,0.1655882968601409,0.2584307489140202,0.8069113344607155
NGC 4486,inner,stpsf_field_1024_1280,0.1745390156093377,0.24152191276553875,0.7374860707975153
NGC 4486,inner,stpsf_field_1024_1280,0.1834897343585345,0.2248741866597459,0.6707324551414643
NGC 4486,inner,stpsf_field_1024_1280,0.1924404531077313,0.20904612803685169,0.63106480959228
NGC 4486,inner,stpsf_field_1024_1280,0.20139117185692812,0.19540420302612665,0.5881885279303154
NGC 4486,inner,stpsf_field_1024_1280,0.2103418906061249,0.18147626817253817,0.5280402536665183
NGC 4486,inner,stpsf_field_1024_1280,0.21929260935532174,0.16913670175281312,0.4902153850251539
NGC 4486,inner,stpsf_field_1024_1280,0.22824332810451853,0.1575390305987361,0.46225056533892483
NGC 4486,inner,stpsf_field_1024_1280,0.23719404685371534,0.14779860911727302,0.4301273455364654
NGC 4486,inner,stpsf_field_1024_1280,0.24614476560291212,0.1391436687226763,0.3800120369738224
