galaxy,ring,variant,noise_model,psf_id,k,observed,predicted,residual,residual_sigma
NGC 4486,inner,raw,N(k),stpsf_O2024062601-NRCA3_FP1-1,0.1924404531077313,0.14761617259888743,0.14598103996436523,0.0016351326345221961,1.522203840519113
NGC 4486,inner,raw,N(k),stpsf_O2024062601-NRCA3_FP1-1,0.20139117185692812,0.13314838762279876,0.13784897516891742,-0.004700587546118656,-4.911774740061249
NGC 4486,inner,raw,N(k),stpsf_O2024062601-NRCA3_FP1-1,0.2103418906061249,0.11813869626172657,0.11366753626948511,0.004471159992241458,5.303715855094128
NGC 4486,inner,raw,N(k),stpsf_O2024062601-NRCA3_FP1-1,0.21929260935532174,0.10423946930599005,0.10340141246034107,0.0008380568456489851,1.1654322618283826
NGC 4486,inner,raw,N(k),stpsf_O2024062601-NRCA3_FP1-1,0.22824332810451853,0.09344564552908972,0.10043062192573882,-0.006984976396649092,-10.981954846397718
NGC 4486,inner,raw,N(k),stpsf_O2024062601-NRCA3_FP1-1,0.23719404685371534,0.0840103266518556,0.09243342488846479,-0.008423098236609194,-15.341806242765763
NGC 4486,inner,raw,N(k),stpsf_O2024062601-NRCA3_FP1-1,0.24614476560291212,0.07336469089005333,0.06966469014560289,0.0037000007444504407,7.865763724298109
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.04027823437138563,0.8391403216253881,0.6890554390955362,0.15008488252985186,11.062133260618015
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.049228953120582425,0.7599961975352992,0.6333380253641374,0.12665817217116182,12.041828613001725
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.05817967186977923,0.6754028706236668,0.5940154769948515,0.08138739362881531,8.979111277515786
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.06713039061897604,0.61465727541626,0.555044204209651,0.05961307120660908,7.751485757688913
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.07608110936817285,0.5689505399780773,0.512438350690567,0.05651218928751034,8.470729484181092
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.08503182811736965,0.511457934828168,0.4747283992153627,0.03672953561280534,6.579406863095839
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.09398254686656646,0.45837800663128786,0.44084304979326905,0.01753495683801881,3.6176483549990825
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.10293326561576326,0.4189954946813736,0.40600353668042,0.012991958000953596,3.080914494479235
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.11188398436496007,0.3745582051774165,0.37118090567629025,0.003377299501126252,0.9329460851507573
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.12083470311415687,0.33455816716310777,0.34301792555268323,-0.008459758389575467,-2.7331773469751344
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.12978542186335368,0.30618641459451684,0.311656831002997,-0.005470416408480172,-1.9975876100679504
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.13873614061255046,0.2908132734505371,0.28787645217449087,0.00293682127604622,1.145262851516017
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.1476868593617473,0.2601145303821762,0.26325909336716197,-0.003144562984985777,-1.435503415956138
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.1566375781109441,0.23321359278452977,0.24008753953771922,-0.006873946753189447,-3.6070818305791357
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.1655882968601409,0.20621325817511227,0.2164835699375221,-0.010270311762409834,-6.273784113533903
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.1745390156093377,0.18487533497482486,0.1956145967698188,-0.010739261794993932,-7.433105951349506
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.1834897343585345,0.16983321119112751,0.17535143011290305,-0.005518218921775536,-4.3228841146282475
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.1924404531077313,0.14761617259888743,0.15598494483638825,-0.008368772237500821,-7.790791383768052
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.20139117185692812,0.13314838762279876,0.13927402858896887,-0.006125640966170104,-6.400852716627438
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.2103418906061249,0.11813869626172657,0.12281701805214713,-0.0046783217904205615,-5.549452378832683
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.21929260935532174,0.10423946930599005,0.10630006351613815,-0.0020605942101480923,-2.865537085594319
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.22824332810451853,0.09344564552908972,0.09307020292190997,0.00037544260717975453,0.5902802708739108
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.23719404685371534,0.0840103266518556,0.0806695907220659,0.003340735929789687,6.08480655257224
NGC 4486,inner,raw,constant,stpsf_field_1280_1024,0.24614476560291212,0.07336469089005333,0.06884328278280512,0.004521408107248215,9.611978572188837
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.04027823437138563,0.8391403216253881,0.8534806826895662,-0.014340361064178131,-1.0569684462774858
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.049228953120582425,0.7599961975352992,0.627428684496367,0.13256751303893222,12.60364999985496
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.05817967186977923,0.6754028706236668,0.6012280805731883,0.07417479005047845,8.183376615881826
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.06713039061897604,0.61465727541626,0.6056530836716774,0.009004191744582668,1.1708147668777487
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.07608110936817285,0.5689505399780773,0.5390125690444285,0.029937970933648805,4.487464674108146
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.08503182811736965,0.511457934828168,0.49820866933970787,0.013249265488460171,2.3733572132439935
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.09398254686656646,0.45837800663128786,0.42992859509820913,0.028449411533078728,5.86941660501758
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.10293326561576326,0.4189954946813736,0.4136295560588841,0.005365938622489519,1.2724793350856327
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.11188398436496007,0.3745582051774165,0.3964127815321046,-0.02185457635468807,-6.0371138082172555
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.12083470311415687,0.33455816716310777,0.36036444436306503,-0.02580627719995726,-8.337487786837801
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.12978542186335368,0.30618641459451684,0.33296883848365566,-0.026782423889138818,-9.779920600851552
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.13873614061255046,0.2908132734505371,0.2921834512575118,-0.0013701778069746817,-0.5343238810951363
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.1476868593617473,0.2601145303821762,0.2507483831774326,0.009366147204743602,4.275677215229412
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.1566375781109441,0.23321359278452977,0.23389867167948064,-0.000685078894950869,-0.35949298462981666
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.1655882968601409,0.20621325817511227,0.20236182112412032,0.003851437050991946,2.3527118887693326
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.1745390156093377,0.18487533497482486,0.17707001693036933,0.007805318044455528,5.402397028393781
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.1834897343585345,0.16983321119112751,0.15298589822747116,0.016847312963656352,13.197914511395863
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.1924404531077313,0.14761617259888743,0.14737764850177,0.00023852409711744293,0.2220506697884005
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.20139117185692812,0.13314838762279876,0.1362993322215897,-0.0031509445987909224,-3.2925096992296297
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.2103418906061249,0.11813869626172657,0.11245841138961093,0.005680284872115637,6.737986784183072
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.21929260935532174,0.10423946930599005,0.10479399808280271,-0.0005545287768126544,-0.7711478403463607
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.22824332810451853,0.09344564552908972,0.10033761918156883,-0.006891973652479108,-10.83573360253556
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.23719404685371534,0.0840103266518556,0.09189588760636161,-0.007885560954506016,-14.362737425255483
NGC 4486,inner,raw,N(k),stpsf_field_1280_1024,0.24614476560291212,0.07336469089005333,0.06979135781296147,0.0035733330770918587,7.596483253356317
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.04027823437138563,0.8391403216253881,0.6915966589603276,0.14754366266506047,10.874830500239996
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.049228953120582425,0.7599961975352992,0.6361914830048959,0.12380471453040331,11.7705405683737
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.05817967186977923,0.6754028706236668,0.5941342932458193,0.08126857737784743,8.96600280590305
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.06713039061897604,0.61465727541626,0.5537583634668829,0.06089891194937713,7.918683588675981
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.07608110936817285,0.5689505399780773,0.5153667280190845,0.053583811958992866,8.031788921265
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.08503182811736965,0.511457934828168,0.47498966473482396,0.03646827009334408,6.532606049441271
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.09398254686656646,0.45837800663128786,0.4387771584636063,0.01960084816768154,4.043863739467953
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.10293326561576326,0.4189954946813736,0.4029666355660677,0.016028859115305882,3.8010855926940956
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.11188398436496007,0.3745582051774165,0.372627133421759,0.0019310717556574875,0.5334397597799855
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.12083470311415687,0.33455816716310777,0.34099718553262265,-0.006439018369514882,-2.0803169941592152
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.12978542186335368,0.30618641459451684,0.31449343170627747,-0.008307017111760628,-3.033406091966176
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.13873614061255046,0.2908132734505371,0.28769907010635587,0.003114203344181221,1.2144359724059595
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.1476868593617473,0.2601145303821762,0.2638110906265462,-0.003696560244369984,-1.6874919928197176
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.1566375781109441,0.23321359278452977,0.2401335167629629,-0.0069199239784331346,-3.631208234194351
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.1655882968601409,0.20621325817511227,0.21752994501973993,-0.011316686844627666,-6.9129790590703575
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.1745390156093377,0.18487533497482486,0.19518146327854685,-0.01030612830372199,-7.133315593952405
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.1834897343585345,0.16983321119112751,0.1759496983220747,-0.0061164871309471736,-4.791557825181763
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.1924404531077313,0.14761617259888743,0.1568615297203786,-0.00924535712149116,-8.606835812690482
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.20139117185692812,0.13314838762279876,0.13850009658541207,-0.005351708962613305,-5.592149628279656
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.2103418906061249,0.11813869626172657,0.12139282001769465,-0.0032541237559680775,-3.8600604292655123
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.21929260935532174,0.10423946930599005,0.10659183726037698,-0.0023523679543869247,-3.271288242518611
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.22824332810451853,0.09344564552908972,0.09296499356969078,0.0004806519593989478,0.755693049654984
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.23719404685371534,0.0840103266518556,0.08010287067240494,0.00390745597945065,7.117028776694031
NGC 4486,inner,raw,constant,stpsf_field_768_1024,0.24614476560291212,0.07336469089005333,0.06948539447736558,0.0038792964126877494,8.246925097105963
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.04027823437138563,0.8391403216253881,0.847956992216286,-0.008816670590897857,-0.6498401660945762
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.049228953120582425,0.7599961975352992,0.6236906013645397,0.13630559617075955,12.959042436387108
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.05817967186977923,0.6754028706236668,0.6005469146111414,0.07485595601252537,8.258526644638982
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.06713039061897604,0.61465727541626,0.606110810203794,0.008546465212466048,1.1112966004286267
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.07608110936817285,0.5689505399780773,0.5349104675834109,0.03404007239466644,5.102337186234021
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.08503182811736965,0.511457934828168,0.49728255282099976,0.01417538200716828,2.5392536036435005
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.09398254686656646,0.45837800663128786,0.4321639568462755,0.02621404978501235,5.408237668255858
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.10293326561576326,0.4189954946813736,0.41680093252704575,0.0021945621543278393,0.5204187351750942
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.11188398436496007,0.3745582051774165,0.39419244434029455,-0.019634239162878042,-5.423767289756867
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.12083470311415687,0.33455816716310777,0.36229895737386253,-0.027740790210754762,-8.962489931704699
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.12978542186335368,0.30618641459451684,0.3292407549560261,-0.023054340361509273,-8.418566563424587
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.13873614061255046,0.2908132734505371,0.2921913203319151,-0.0013780468813779922,-0.5373925590100757
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.1476868593617473,0.2601145303821762,0.2501399450893248,0.00997458529285139,4.553431217310722
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.1566375781109441,0.23321359278452977,0.2338241080307112,-0.0006105152461814145,-0.32036594562952325
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.1655882968601409,0.20621325817511227,0.20124579557048095,0.004967462604631323,3.0344539381535975
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.1745390156093377,0.18487533497482486,0.17774897869675566,0.007126356278069207,4.932458326571885
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.1834897343585345,0.16983321119112751,0.15253348249593662,0.01729972869519089,13.552329732463116
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.1924404531077313,0.14761617259888743,0.1464523101815947,0.0011638624172927159,1.0834814277659637
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.20139117185692812,0.13314838762279876,0.1372400281250617,-0.004091640502262933,-4.275469027488098
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.2103418906061249,0.11813869626172657,0.11426220665681786,0.003876489604908717,4.5983144005891425
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.21929260935532174,0.10423946930599005,0.10451130566311453,-0.0002718363571244803,-0.3780255028946612
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.22824332810451853,0.09344564552908972,0.10042191932560085,-0.006976273796511126,-10.96827240048319
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.23719404685371534,0.0840103266518556,0.09248048057385441,-0.008470153921998819,-15.427513329112031
NGC 4486,inner,raw,N(k),stpsf_field_768_1024,0.24614476560291212,0.07336469089005333,0.06910914954172076,0.004255541348332573,9.046777305429098
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.04027823437138563,0.8391403216253881,0.6874870038185218,0.1516533178068663,11.177736109835939
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.049228953120582425,0.7599961975352992,0.6355390506171876,0.1244571469181116,11.832569562316056
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.05817967186977923,0.6754028706236668,0.5922427900782024,0.08316008054546442,9.174683986937866
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.06713039061897604,0.61465727541626,0.5528735646301174,0.06178371078614264,8.033733953349143
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.07608110936817285,0.5689505399780773,0.5177054074380976,0.051245132539979754,7.6812394033920475
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.08503182811736965,0.511457934828168,0.478692825039248,0.032765109788920055,5.869254392101583
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.09398254686656646,0.45837800663128786,0.44046144140100735,0.017916565230280512,3.696378230713756
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.10293326561576326,0.4189954946813736,0.4048639834603966,0.014131511220977,3.3511482831462622
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.11188398436496007,0.3745582051774165,0.3717424370528659,0.0028157681245505883,0.7778285128741855
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.12083470311415687,0.33455816716310777,0.3405698517958518,-0.006011684632744041,-1.9422540808755997
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.12978542186335368,0.30618641459451684,0.31488851169388776,-0.00870209709937092,-3.177674248045245
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.13873614061255046,0.2908132734505371,0.2890614270214288,0.0017518464291083058,0.6831619796488952
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.1476868593617473,0.2601145303821762,0.2631168958802405,-0.003002365498064319,-1.3705897922854533
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.1566375781109441,0.23321359278452977,0.24113556900077454,-0.00792197621624477,-4.15703197855554
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.1655882968601409,0.20621325817511227,0.21650749469433844,-0.010294236519226174,-6.288398933678301
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.1745390156093377,0.18487533497482486,0.19569408332070548,-0.010818748345880619,-7.488122019094823
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.1834897343585345,0.16983321119112751,0.1752020773166995,-0.005368866125571997,-4.2058835317706444
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.1924404531077313,0.14761617259888743,0.15571901576997904,-0.008102843171091612,-7.5432284413820065
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.20139117185692812,0.13314838762279876,0.13892690810016922,-0.005778520477370458,-6.03813685782982
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.2103418906061249,0.11813869626172657,0.12178274541816629,-0.0036440491564397187,-4.3225921956021995
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.21929260935532174,0.10423946930599005,0.1065937359670888,-0.002354266661098753,-3.2739286529743015
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.22824332810451853,0.09344564552908972,0.09231793965643618,0.0011277058726535394,1.7730074191002119
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.23719404685371534,0.0840103266518556,0.08032826766091745,0.003682058990938139,6.706491367735366
NGC 4486,inner,raw,constant,stpsf_field_1024_1280,0.24614476560291212,0.07336469089005333,0.06967473519628399,0.0036899556937693423,7.844409135282247
NGC 4486,inner,raw,N(k),stpsf_field_1024_1280,0.04027823437138563,0.8391403216253881,0.8561006770469042,-0.016960355421516082,-1.2500773472833882
NGC 4486,inner,raw,N(k),stpsf_field_1024_1280,0.049228953120582425,0.7599961975352992,0.6234632385943736,0.13653295894092565,12.980658597937408
NGC 4486,inner,raw,N(k),stpsf_field_1024_1280,0.05817967186977923,0.6754028706236668,0.6023643564280828,0.07303851419558394,8.058016324955396
NGC 4486,inner,raw,N(k),stpsf_field_1024_1280,0.06713039061897604,0.61465727541626,0.6079138816377038,0.006743393778556261,0.876843279082252
NGC 4486,inner,raw,N(k),stpsf_field_1024_1280,0.07608110936817285,0.5689505399780773,0.5320188944021729,0.03693164557590445,5.5357610990356685
NGC 4486,inner,raw,N(k),stpsf_field_1024_1280,0.08503182811736965,0.511457934828168,0.4928563264603034,0.01860160836786462,3.332128972452361
NGC 4486,inner,raw,N(k),stpsf_field_1024_1280,0.09398254686656646,0.45837800663128786,0.4295231718497968,0.028854834781491034,5.9530597392006745
NGC 4486,inner,raw,N(k),stpsf_field_1024_1280,0.10293326561576326,0.4189954946813736,0.4144657416792863,0.0045297530020873,1.0741861757494329
NGC 4486,inner,raw,N(k),stpsf_field_1024_1280,0.11188398436496007,0.3745582051774165,0.3954837144031079,-0.02092550922569142,-5.780468064909434
NGC 4486,inner,raw,N(k),stpsf_field_1024_1280,0.12083470311415687,0.33455816716310777,0.36307218194796587,-0.0285140147848581,-9.212303199737025
NGC 4486,inner,raw,N(k),stpsf_field_1024_1280,0.12978542186335368,0.30618641459451684,0.32888593763188134,-0.0226995230373645,-8.289000797745338
NGC 4486,inner,raw,N(k),stpsf_field_1024_1280,0.13873614061255046,0.2908132734505371,0.2904395138319463,0.00037375961859076323,0.14575384959927665
