galaxy,ring,variant,mbar_constant,aicc_constant,mbar_Nk,aicc_Nk,Pn,E_N_correlation,E_N_condition_number,delta_mbar_Nk_minus_constant,delta_aicc_Nk_minus_constant,Pn_nonnegative
NGC 4486,inner,raw,27.781251869873664,962.73069612876,,1162.2209911191524,0.7141097060710244,0.9974494853375173,44.104325268499366,,199.49029499039239,True
NGC 4486,inner,winsor_3.0,28.08097244908919,808.7088313194135,,1018.753566710086,0.5225477228137806,0.9974494853375173,43.5830626291858,,210.04473539067249,True
NGC 4486,inner,winsor_3.5,27.92048449580392,839.8272941424742,,1065.9030958989708,0.6167549070539747,0.9974494853375173,43.71667150437681,,226.07580175649662,True
NGC 4486,inner,winsor_4.0,27.84861203332029,857.7041248422516,,1099.8976694519502,0.6632703319003562,0.9974494853375173,43.802714032388366,,242.1935446096985,True
NGC 4486,outer,raw,27.847568763380096,3207.339256980641,,2992.2374216136504,0.6543514937698046,0.9974390962742391,45.845289992279305,,-215.1018353669906,True
NGC 4486,outer,winsor_3.0,27.871025713733943,3309.111217985835,,3048.613454819075,0.6435679766928003,0.9974390962742391,45.908318358753654,,-260.49776316676025,True
NGC 4486,outer,winsor_3.5,27.8518017519161,3235.7902431945986,,3009.0280459907267,0.65289767460367,0.9974390962742391,45.86704881870585,,-226.7621972038719,True
NGC 4486,outer,winsor_4.0,27.848333567182006,3214.645308050242,,2995.769675429207,0.6542096359190749,0.9974390962742391,45.85107030403362,,-218.87563262103504,True
