r_in_px,r_out_px,r_mid_px,r_mid_arcsec,n_pix,model_c_median,model_full_crop_median,delta_model_median,delta_model_mean,delta_model_std,resid_model_c_median,resid_model_c_mean,resid_model_full_median,resid_model_full_mean
0.0,88.94092669486213,44.470463347431064,1.3886570839431835,15037,150.11752920368357,150.11752920368215,-1.4210854715202004e-14,-6.108106417190502e-14,1.9772380612349337e-12,0.5820200703747531,-2.2905985514007647,0.5820200703749094,-2.290598551400704
88.94092669486213,177.88185338972426,133.4113900422932,4.165971251829551,46689,73.85415804847676,73.85415804847678,0.0,-9.038650252150157e-15,5.207469979245667e-13,0.2158371484931365,0.07148804453877584,0.21583714849295887,0.07148804453878492
177.88185338972426,266.8227800845864,222.35231673715532,6.943285419715918,77836,43.75811369104148,43.7581136910415,0.0,5.9378645858280844e-15,1.5131746717572162e-13,-0.0506088157498823,0.0186794468490119,-0.05060881574997822,0.018679446849005965
266.8227800845864,355.7637067794485,311.29324343201745,9.720599587602285,108952,28.297251963819527,28.297251963819534,0.0,-2.334411229397605e-15,1.145220212232939e-13,-0.046656595097621434,0.01639765497586396,-0.046656595097557485,0.0163976549758663
355.7637067794485,444.70463347431064,400.2341701268796,12.497913755488652,140072,19.97532784477144,19.97532784477144,0.0,2.676633640110055e-15,6.487542183279603e-14,-0.06201857313595127,0.0038765512277206186,-0.06201857313599035,0.0038765512277179367
444.70463347431064,533.6455601691728,489.1750968217417,15.27522792337502,171195,15.187263231927531,15.187263231927526,0.0,-3.5503271483932923e-16,3.404233872719361e-14,-0.04923858543045867,0.016279854393253714,-0.04923858543045867,0.01627985439325408
533.6455601691728,622.5864868640349,578.1160235166038,18.052542091261387,202335,11.995371468109434,11.99537146810941,0.0,-1.1756341926215806e-16,2.6363204811675547e-14,-0.08290372647208599,-0.008938148797252847,-0.08290372647207178,-0.00893814879725273
622.5864868640349,711.527413558897,667.056950211466,20.829856259147753,233444,9.643616807763472,9.643616807763479,0.0,5.637766583470321e-17,1.458274455902749e-14,-0.06713706774987305,0.0038994193361032436,-0.0671370677498686,0.0038994193361031842
711.527413558897,800.4683402537592,755.9978769063281,23.60717042703412,264582,7.914973279740903,7.914973279740896,0.0,-6.113372661286441e-16,1.0311407715920699e-14,-0.056110665714925734,0.002636940648907498,-0.05611066571492218,0.0026369406489081117
800.4683402537592,889.4092669486213,844.9388036011902,26.38448459492049,295577,6.6577398013813704,6.657739801381375,0.0,-9.342224553492623e-17,1.7147704156745335e-14,-0.07757962131085172,0.004329089474026651,-0.07757962131087037,0.004329089474026741
889.4092669486213,978.3501936434834,933.8797302960523,29.161798762806857,326716,5.590512093174629,5.590512093174631,0.0,3.6060942033209763e-16,7.692955419372418e-15,-0.08147700620993792,-0.0004764858797951169,-0.08147700620994236,-0.0004764858797954871
978.3501936434834,1067.2911203383455,1022.8206569909145,31.939112930693224,352922,4.708005763809366,4.7080057638093695,0.0,-4.635151714553615e-16,4.325866294568308e-15,-0.05838212249157415,0.010185661245978863,-0.05838212249157815,0.010185661245979319
1067.2911203383455,1156.2320470332077,1111.7615836857767,34.716427098579594,318871,3.6493450461080523,3.649345046108059,8.881784197001252e-16,5.187235941492459e-16,5.026361490045867e-15,0.0974217164553246,0.17311498990847418,0.09742171645532416,0.17311498990847368
1156.2320470332077,1245.1729737280698,1200.7025103806386,37.49374126646595,302787,2.9348338150269018,2.9348338150269053,4.440892098500626e-16,2.346675173505138e-14,6.559227505208143e-13,0.11362087606749993,0.20651732293160102,0.11362087606749949,0.2065173229315775
1245.1729737280698,1334.113900422932,1289.643437075501,40.27105543435233,236350,2.7612945270767035,2.761294527075246,4.440892098500626e-16,4.1427212860907165e-07,0.00010214440348375636,0.03508261370890531,0.11583613625967551,0.035082613708904864,0.11583572198754692
1334.113900422932,1423.054827117794,1378.5843637703629,43.04836960223869,101453,2.5556241839272147,2.555624186688447,2.346389749163791e-11,0.0006719539666682132,0.003256065003777311,-0.033943197784715995,0.042562475449599686,-0.0349353524932674,0.04189052148293148
1423.054827117794,1511.9957538126562,1467.5252904652252,45.82568377012506,46036,2.434116274744631,2.434116261212394,1.3070329263342728e-09,0.0006842589268403327,0.003230309660248792,0.08368408478037237,0.1600163721480456,0.08336643374168884,0.15933211322120527
1511.9957538126562,1600.9366805075183,1556.4662171600871,48.60299793801142,13485,2.350786531651989,2.3541099169680444,-4.501220666064398e-05,0.00331078232784921,0.006819272184406405,0.20596085733782887,0.7467980172311337,0.2030929061451463,0.7434872349032844
