region,n_use,resid_median,resid_mean,resid_std,resid_p01,resid_p99,model_mean,science_resid_name,science_model_name
elliptical_chosen,180403,-0.07314649224281311,-0.017409486696124077,0.7125528454780579,-1.439774990081787,2.01202392578125,9.980692715881348,resid_full_clip_3p5sigma,model_full
circular_inner_lit,649938,-0.063819020986557,-0.010452384129166603,0.83736652135849,-1.854041576385498,2.1006381511688232,14.629072890360861,resid_full_clip_3p5sigma,model_full
circular_outer_lit,2257713,-0.037595681846141815,0.014331720769405365,0.5435072183609009,-1.1158498525619507,1.6358015537261963,5.163260184489242,resid_full_clip_3p5sigma,model_full
