amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose
7.427664361513974,250.0,4.0,1078.452337941816,3059.033893127375,0.2,0.0,2000.0,global NaN/WHT gap fill for isophote solver only
