amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose
1.0713482709278213,250.0,4.0,1078.4640212832742,3058.9277066423056,0.2,0.0,2000.0,global NaN/WHT gap fill for isophote solver only
