model_intensity,residual_median,residual_sigma,n_pixels,residual_sigma_monotonic
0.9240146279335022,-0.0009266409324482083,0.18542800843715668,7999,0.18542800843715668
1.0537418127059937,0.0046636490151286125,0.21128113567829132,7998,0.21128113567829132
1.1832125186920166,0.00021848350297659636,0.22272223234176636,7998,0.22272223234176636
1.2844339609146118,-0.005652514286339283,0.22943109273910522,7998,0.22943109273910522
1.3928238153457642,0.0033169116359204054,0.24318966269493103,7999,0.24318966269493103
1.5073148012161255,-0.00033911794889718294,0.2591671943664551,7998,0.2591671943664551
1.6382019519805908,-0.010758724994957447,0.2707306444644928,7998,0.2707306444644928
1.785097360610962,-0.004725185222923756,0.2823846936225891,7998,0.2823846936225891
1.9441230297088623,-0.01257201749831438,0.2971840798854828,7999,0.2971840798854828
2.128209114074707,-0.00880440790206194,0.3193747103214264,7998,0.3193747103214264
2.335935592651367,-0.006270972080528736,0.34070879220962524,7998,0.34070879220962524
2.5476603507995605,-0.0017506751464679837,0.35832035541534424,7998,0.35832035541534424
2.8618807792663574,0.017940910533070564,0.3880372643470764,7999,0.3880372643470764
3.293717622756958,0.012395533733069897,0.43588167428970337,7998,0.43588167428970337
3.7464919090270996,0.030187757685780525,0.47497037053108215,7998,0.47497037053108215
4.483701229095459,0.12203851342201233,0.4993440508842468,7998,0.4993440508842468
5.612802505493164,0.1526872217655182,0.5724802017211914,7999,0.5724802017211914
6.977056980133057,0.356732040643692,0.7032462954521179,7998,0.7032462954521179
9.282922744750977,1.1797128915786743,1.034646987915039,7998,1.034646987915039
16.702009201049805,4.995425224304199,5.1688079833984375,7999,5.1688079833984375
