galaxy,ring,branch,space,sigma,threshold_median,threshold_scale,threshold_n_pixels,lower,upper,changed_pixels,changed_fraction,subtracted_mean,n_use
NGC 4649,inner,no_winsor,none,,,,,,,0,0.0,-0.011509359087787479,648340
NGC 4649,inner,raw_global_3p5,raw,3.5,-0.16627614200115204,0.9002681970596313,5874095.0,-3.3172148317098618,2.9846625477075577,51111,0.07883363667211649,-0.015428784762496605,648340
NGC 4649,inner,normalized_full_3p5,normalized_full,3.5,-0.059919824884480145,0.2769730829253512,5874095.0,-1.0293256151232095,0.9094859653542492,1245,0.0019202887373908752,-0.01177992754195025,648340
NGC 4649,inner,normalized_union_3p5,normalized_union,3.5,-0.03494824708673362,0.28553573763352574,2836840.0,-1.0343233288040738,0.9644268346306065,772,0.0011907332572415707,-0.011698345201485768,648340
NGC 4649,outer,no_winsor,none,,,,,,,0,0.0,-0.03127222361903391,2188500
NGC 4649,outer,raw_global_3p5,raw,3.5,-0.16627614200115204,0.9002681970596313,5874095.0,-3.3172148317098618,2.9846625477075577,7767,0.003549006168608636,-0.031614740043063916,2188500
NGC 4649,outer,normalized_full_3p5,normalized_full,3.5,-0.059919824884480145,0.2769730829253512,5874095.0,-1.0293256151232095,0.9094859653542492,1250,0.0005711674663011195,-0.0313185510910268,2188500
NGC 4649,outer,normalized_union_3p5,normalized_union,3.5,-0.03494824708673362,0.28553573763352574,2836840.0,-1.0343233288040738,0.9644268346306065,655,0.0002992917523417866,-0.03129545356740404,2188500
