galaxy,ring,requested_kmin,production_P0,recreated_P0,relative_P0_difference,production_P1,recreated_P1,relative_P1_difference,production_mbar,recreated_mbar,delta_mbar,passed
NGC 1549,inner,0.01,0.9795181078628924,0.9795181025521417,-5.4217994538419134e-09,-0.0823780252404384,-0.08237802610988817,-1.0554389638820534e-08,28.02202145885617,28.02202146474308,5.8869105146186484e-09,True
NGC 1549,inner,0.03,0.9767559201037816,0.9767559149154189,-5.311831419163582e-09,-0.0818797505953079,-0.08187975147404125,-1.0731998370597725e-08,28.0250876406132,28.02508764638071,5.767510913301521e-09,True
NGC 1549,inner,0.04,0.9741081536377372,0.97410814854385,-5.2292830066136275e-09,-0.0814086343858415,-0.08140863527131784,-1.0876933851395227e-08,28.028034959231995,28.028034964909875,5.677879499899063e-09,True
NGC 1549,outer,0.01,1.0200827139465154,1.0200826937656318,-1.9783575777587714e-08,-0.0770597389020103,-0.07705974193876378,-3.940778306484671e-08,27.978689346319147,27.97868936781422,2.149507238868864e-08,True
NGC 1549,outer,0.03,1.018758817163516,1.0187587969115346,-1.987907349842999e-08,-0.0768234499074548,-0.07682344698773583,3.8005569524875905e-08,27.980100372472695,27.98010039407155,2.159885426067376e-08,True
NGC 1549,outer,0.04,1.017251180601949,1.0172511602971255,-1.9960481711933653e-08,-0.0765600992541191,-0.07656009635651692,3.784741922125677e-08,27.981709467203245,27.981709488890573,2.168732748941693e-08,True
