schema_version,pipeline_version,target_id,program_id,observation_id,signal_filter,color_filter,method_variant,primary_unit,record_type,method_id,quantity_family,quantity_name,value,uncertainty,unit,region_id,kmin,kmax,selected_for_final,qc_status,qc_reasons,calibration_applied,distance_computed
sbf-table-2,sbf-3.1,NGC 4461,7763,014,F150W,F115W,default,mixed_or_not_applicable,measurement,single_annulus_qc_selection_v1,apparent_sbf_magnitude,mbar_corrected,27.578368817933917,0.03850298284730184,AB mag,circular_inner_lit,0.01,0.25,False,PASS,all encoded checks passed,False,False
sbf-table-2,sbf-3.1,NGC 4461,7763,014,F150W,F115W,default,mixed_or_not_applicable,measurement,single_annulus_qc_selection_v1,apparent_sbf_magnitude,mbar_corrected,27.652697837250695,0.03850298284730184,AB mag,circular_inner_lit,0.03,0.25,False,PASS,all encoded checks passed,False,False
sbf-table-2,sbf-3.1,NGC 4461,7763,014,F150W,F115W,default,mixed_or_not_applicable,measurement,single_annulus_qc_selection_v1,apparent_sbf_magnitude,mbar_corrected,27.678667743393486,0.03850298284730184,AB mag,circular_inner_lit,0.04,0.25,True,PASS,all encoded checks passed,False,False
sbf-table-2,sbf-3.1,NGC 4461,7763,014,F150W,F115W,default,mixed_or_not_applicable,measurement,single_annulus_qc_selection_v1,apparent_sbf_magnitude,mbar_corrected,27.498442202130832,0.026083790254737386,AB mag,circular_outer_lit,0.01,0.25,False,FAIL,usable_fraction<0.50,False,False
sbf-table-2,sbf-3.1,NGC 4461,7763,014,F150W,F115W,default,mixed_or_not_applicable,measurement,single_annulus_qc_selection_v1,apparent_sbf_magnitude,mbar_corrected,27.575370523777046,0.011776133436831475,AB mag,circular_outer_lit,0.03,0.25,False,FAIL,usable_fraction<0.50,False,False
sbf-table-2,sbf-3.1,NGC 4461,7763,014,F150W,F115W,default,mixed_or_not_applicable,measurement,single_annulus_qc_selection_v1,apparent_sbf_magnitude,mbar_corrected,27.573877674618625,0.013248416496402444,AB mag,circular_outer_lit,0.04,0.25,False,FAIL,usable_fraction<0.50,False,False
sbf-table-2,sbf-3.1,NGC 4461,7763,014,F150W,F115W,default,mixed_or_not_applicable,measurement,color_valid_overlap_of_sbf_window_median_ratio_v1,color_index,F115W-F150W,0.2102031776103671,0.032479562651389564,AB mag,circular_inner_lit,,,True,PASS,all encoded checks passed,False,False
sbf-table-2,sbf-3.1,NGC 4461,7763,014,F150W,F115W,default,mixed_or_not_applicable,measurement,color_valid_overlap_of_sbf_window_median_ratio_v1,color_index,F115W-F150W,0.2116415808402613,0.044473160854140055,AB mag,circular_outer_lit,,,False,FAIL,usable_fraction<0.50,False,False
