kmin,kmax,mbar_inner_raw,mbar_inner,sigma_inner,Pr_inner,Pr_over_P0_inner,mbar_outer_raw,mbar_outer,sigma_outer,Pr_outer,Pr_over_P0_outer,mbar_weighted_raw,mbar_weighted,sigma_weighted_formal,annulus_scatter,sigma_adopted,notes
0.01,0.25,28.01283765420324,28.012918860271974,0.021619213753211373,7.38778350369625e-05,7.479075636552054e-05,27.97626697639949,27.977411568548693,0.011809253624688201,0.0010764455094632488,0.0010536528457400357,27.984671195358647,27.985571413326266,0.010363872703967984,0.01775364586164052,0.01775364586164052,"inner+outer weighted; no pipeline systematic yet; sigma_inner=max(k-window MAD, fit covariance); sigma_outer=max(k-window MAD, fit covariance)"
0.03,0.25,28.01609032112995,28.016171770851116,0.022455934453281038,7.38778350369625e-05,7.501515173713257e-05,27.977855444416846,27.979001713252767,0.012237884011039308,0.0010764455094632488,0.0010551955029449542,27.986610753945918,27.98751319249537,0.010745757537126682,0.018585028799174452,0.018585028799174452,"inner+outer weighted; no pipeline systematic yet; sigma_inner=max(k-window MAD, fit covariance); sigma_outer=max(k-window MAD, fit covariance)"
0.04,0.25,28.018844544037083,28.018926200644515,0.022786703849477955,7.38778350369625e-05,7.52056867173228e-05,27.978967279870716,27.98011472375185,0.012561379977386102,0.0010764455094632488,0.0010562766170071802,27.98826116265252,27.989160211810514,0.011000626656843555,0.01940573844633242,0.01940573844633242,"inner+outer weighted; no pipeline systematic yet; sigma_inner=max(k-window MAD, fit covariance); sigma_outer=max(k-window MAD, fit covariance)"
