label,xcentroid,ycentroid,area_pix,flux_img_signed,flux_img_positive,flux_img_adopted,flux_err_img,snr,flux_jy,mag_ab,mask_brighter_than_mcut
26542,9501.01628664495,1659.6748099891422,1842,5651.937856620812,5651.937856620812,5651.937856620812,9.87508647452113,572.3431254200627,0.0001295454996904962,18.619009795950454,True
17332,7558.3877551020405,3418.7278911564626,147,1623.8202067733869,1623.8202067733869,1623.8202067733869,5.876429496621576,276.3276931522686,3.721884518733062e-05,19.97315838759725,True
20127,7620.68,3713.713333333333,150,1433.2621656608687,1433.2621656608687,1433.2621656608687,5.585286329182223,256.61391040461154,3.285115090579396e-05,20.10868914924137,True
26429,8680.449419568822,1510.915422885572,603,1103.8977294802169,1103.8977294802169,1103.8977294802169,6.35432293728883,173.72389479959477,2.5301938308681066e-05,20.392181141030456,True
26538,9538.970037453184,1635.3352059925094,534,1063.3465789482536,1063.3465789482536,1063.3465789482536,5.065671254197547,209.91227531141843,2.4372483811488752e-05,20.432816145785736,True
8601,7526.0,2361.6111111111113,144,1033.6153065254314,1033.6153065254314,1033.6153065254314,4.129711607276595,250.28752727047345,2.3691026824494995e-05,20.463605911109784,True
14322,9357.835616438357,3047.3424657534247,146,877.8910325147095,877.8910325147095,877.8910325147095,6.012370959977325,146.01411628766505,2.0121741492203673e-05,20.640901709189748,True
19486,9168.295918367347,3649.2448979591836,98,798.4330850522433,798.4330850522433,798.4330850522433,4.6392138244182775,172.1052564660265,1.8300521979616778e-05,20.74390692942689,True
27175,9204.08843537415,3186.795918367347,147,742.8845650077933,742.8845650077933,742.8845650077933,7.009144208989526,105.98791276900997,1.7027319589785793e-05,20.822199903577246,True
21384,8830.977011494253,3820.6666666666665,87,651.9623079200813,651.9623079200813,651.9623079200813,4.796921832227172,135.9126395473033,1.4943331845012961e-05,20.963947020053652,True
7620,9077.768292682927,2146.8414634146343,82,556.8424509546984,556.8424509546984,556.8424509546984,3.6333768220758924,153.25755577329636,1.2763132820596164e-05,21.135172400327473,True
26794,7358.362962962963,2022.9555555555555,135,551.6647251443978,551.6647251443978,551.6647251443978,2.961787315606947,186.26074945943492,1.2644456519764223e-05,21.145315203866033,True
10704,7378.065573770492,2572.180327868852,61,547.1770286326142,547.1770286326142,547.1770286326142,2.7192563744863323,201.22303794763596,1.2541596066973277e-05,21.1541835994325,True
26635,8677.457055214723,1759.6932515337423,326,513.6849434415502,513.6849434415502,513.6849434415502,5.765027766140694,89.1036373594829,1.1773939199219407e-05,21.222761150333763,True
14526,8898.777777777777,3067.037037037037,27,497.14011654052933,497.14011654052933,497.14011654052933,12.282167600588574,40.47657813403441,1.1394722738855323e-05,21.258306216755866,True
20385,8193.293103448275,3734.810344827586,58,480.84392689997884,480.84392689997884,480.84392689997884,5.367423095954443,89.58562019498753,1.1021205180171762e-05,21.29449290312532,True
11638,7394.426829268293,2683.4024390243903,82,472.762467720294,472.762467720294,472.762467720294,3.3897378979996873,139.46873827598148,1.0835973726072487e-05,21.312895763954977,True
27172,8408.714285714286,3154.5,14,449.7746778340668,449.7746778340668,449.7746778340668,19.854988795426834,22.652980692573475,1.0309081038442706e-05,21.367015738346225,True
14051,8015.4,3008.7333333333336,30,435.9628141632104,435.9628141632104,435.9628141632104,8.258922122586785,52.786890067763714,9.9925055865732e-06,21.40087962294231,True
17577,7566.184615384615,3445.9538461538464,65,401.5960467198751,401.5960467198751,401.5960467198751,3.922045863274303,102.39453099730058,9.204800524321198e-06,21.490029668733275,True
10037,7628.7191011235955,2503.5393258426966,89,374.81893147901775,374.81893147901775,374.81893147901775,3.8098880292326944,98.3805635764329,8.591054431893205e-06,21.56494944557691,True
20396,7177.833333333333,3734.846153846154,78,356.49185685387437,356.49185685387437,356.49185685387437,3.0122162010869618,118.34869513192109,8.17098788119714e-06,21.61937920634395,True
22879,7277.294117647059,3945.044117647059,68,355.65674664281875,355.65674664281875,355.65674664281875,2.795680373401715,127.21652661962369,8.151846699476413e-06,21.62192561253578,True
11631,8966.745098039215,2681.235294117647,51,353.94714136200434,353.94714136200434,353.94714136200434,4.865459533324616,72.74690888655871,8.112661613582877e-06,21.627157218427385,True
25712,8629.245614035088,4243.035087719298,57,353.8945368915612,353.8945368915612,353.8945368915612,3.127439433355067,113.15791862095594,8.111455890416347e-06,21.62731859513054,True
23452,9272.379310344828,3999.0862068965516,58,345.1836378508305,345.1836378508305,345.1836378508305,2.726836095233386,126.58760035274021,7.911797331243936e-06,21.65437773769319,True
21735,8398.43373493976,3851.0,83,342.1242043301979,342.1242043301979,342.1242043301979,5.584947971536784,61.25826168369071,7.841673445551186e-06,21.664043740247326,True
7896,8846.591836734693,2169.9591836734694,49,314.2699816664424,314.2699816664424,314.2699816664424,3.0308169818890387,103.69150745307132,7.203239463259679e-06,21.756245990712006,True
19737,8059.488888888889,3671.688888888889,45,310.6352155075115,310.6352155075115,310.6352155075115,4.43887869116608,69.98055975841696,7.119928639563126e-06,21.768876520071853,True
3021,9221.802631578947,1728.8157894736842,76,308.18569685218256,308.18569685218256,308.18569685218256,2.366022966924372,130.2547359685175,7.063784335387159e-06,21.777472043997285,True
1308,8529.56842105263,1558.0526315789473,95,305.8450572341373,305.8450572341373,305.8450572341373,2.6090731328108054,117.22364290518927,7.010135598156291e-06,21.785749575596157,True
13267,9410.045454545454,2899.886363636364,44,299.6483129582764,299.6483129582764,299.6483129582764,3.1540241320734332,95.00507935596856,6.868102838059637e-06,21.80797364890094,True
