model_intensity,residual_median,residual_sigma,n_pixels,residual_sigma_monotonic
0.5988230109214783,0.003883256809785962,0.13834460079669952,8317,0.13834460079669952
0.7001109719276428,0.00043450231896713376,0.15035127103328705,8317,0.15035127103328705
0.8045606017112732,-0.0026544786524027586,0.16546985507011414,8317,0.16546985507011414
0.9199938774108887,0.0017396354814991355,0.18519708514213562,8317,0.18519708514213562
1.0582743883132935,-0.002700016601011157,0.20058085024356842,8317,0.20058085024356842
1.2115577459335327,-0.00247083674184978,0.2228616178035736,8317,0.2228616178035736
1.391750454902649,-0.009650633670389652,0.25216802954673767,8317,0.25216802954673767
1.5758551359176636,-0.012401149608194828,0.26877009868621826,8317,0.26877009868621826
1.7741341590881348,-0.006986007560044527,0.28200727701187134,8317,0.28200727701187134
1.9977926015853882,-0.0027312494348734617,0.31085824966430664,8317,0.31085824966430664
2.241720199584961,-0.010446951724588871,0.33698770403862,8318,0.33698770403862
2.4981017112731934,-0.012219593860208988,0.3650609850883484,8316,0.3650609850883484
2.751641035079956,0.01028533186763525,0.3914710283279419,8317,0.3914710283279419
3.049264907836914,0.01667363941669464,0.4211519658565521,8318,0.4211519658565521
3.4448251724243164,0.07268412411212921,0.4355076253414154,8316,0.4355076253414154
4.069164752960205,0.12205131351947784,0.48241308331489563,8317,0.48241308331489563
5.150016784667969,0.15456898510456085,0.5432433485984802,8318,0.5432433485984802
6.589038372039795,0.3531678318977356,0.6827338933944702,8316,0.6827338933944702
9.118767738342285,1.1814616918563843,1.0474953651428223,8317,1.0474953651428223
16.599700927734375,4.956225395202637,5.306468963623047,8318,5.306468963623047
