amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose
1.1453588913299795,250.0,4.0,1078.5277879438422,3059.3357930770217,0.2,0.0,2000.0,global NaN/WHT gap fill for isophote solver only
