schema_version,pipeline_version,target_id,program_id,observation_id,signal_filter,color_filter,record_type,hdrtab_index,context_plane,context_bit,context_at_center,input_filename,detector,apername,detector_x,detector_y,expmid_mjd,effexptm_s,normalized_weight,native_psf_pixel_scale_arcsec,native_detector_pixel_scale_arcsec,science_pixel_scale_arcsec,resample_factor,resample_method,psf_extension,detector_oversample,native_output_oversample,opd_file,opd_corr_id,opd_signed_delta_days,method_id,method_variant,quantity_family,quantity_name,primary_unit,method_limitations,siaf_prd_version,region_id
sbf-table-2,sbf-3.1,IC 3457,7763,057,F150W,F115W,10_psf:contributors,1,0,1,True,jw07763057001_04101_00001_nrca2_o057_crf.fits,NRCA2,NRCA2_FULL,1047.8797260911183,862.910231929922,61212.53335315972,365.05,0.25,0.0076944249999999995,0.030777699999999998,0.03122385053510536,0.24642780656886193,scipy_ndimage_zoom_order3_center_crop_pad,OVERDIST,4,4,O2026062201-NRCA1_FP6-1.fits,O2026062201,-1.3270533564814815,stpsf_hdrtab_context_v1,center_context_exposure_weighted_scale_resampled,effective_psf_contributor,psf_weight,dimensionless,center contributors only; no explicit drizzle kernel or ring-position weighting,PRDOPSSOC-072,
sbf-table-2,sbf-3.1,IC 3457,7763,057,F150W,F115W,10_psf:contributors,9,0,9,True,jw07763057001_04101_00002_nrca2_o057_crf.fits,NRCA2,NRCA2_FULL,1051.9402670141149,876.842876058837,61212.53857315972,365.05,0.25,0.0076944249999999995,0.030777699999999998,0.03122385053510536,0.24642780656886193,scipy_ndimage_zoom_order3_center_crop_pad,OVERDIST,4,4,O2026062201-NRCA1_FP6-1.fits,O2026062201,-1.3270533564814815,stpsf_hdrtab_context_v1,center_context_exposure_weighted_scale_resampled,effective_psf_contributor,psf_weight,dimensionless,center contributors only; no explicit drizzle kernel or ring-position weighting,PRDOPSSOC-072,
sbf-table-2,sbf-3.1,IC 3457,7763,057,F150W,F115W,10_psf:contributors,17,0,17,True,jw07763057001_04101_00003_nrca2_o057_crf.fits,NRCA2,NRCA2_FULL,1061.6546780342971,858.6572480315424,61212.54379240741,365.05,0.25,0.0076944249999999995,0.030777699999999998,0.03122385053510536,0.24642780656886193,scipy_ndimage_zoom_order3_center_crop_pad,OVERDIST,4,4,O2026062201-NRCA1_FP6-1.fits,O2026062201,-1.3270533564814815,stpsf_hdrtab_context_v1,center_context_exposure_weighted_scale_resampled,effective_psf_contributor,psf_weight,dimensionless,center contributors only; no explicit drizzle kernel or ring-position weighting,PRDOPSSOC-072,
sbf-table-2,sbf-3.1,IC 3457,7763,057,F150W,F115W,10_psf:contributors,25,0,25,True,jw07763057001_04101_00004_nrca2_o057_crf.fits,NRCA2,NRCA2_FULL,1065.8277181261983,872.7593987745537,61212.549010925926,365.05,0.25,0.0076944249999999995,0.030777699999999998,0.03122385053510536,0.24642780656886193,scipy_ndimage_zoom_order3_center_crop_pad,OVERDIST,4,4,O2026062201-NRCA1_FP6-1.fits,O2026062201,-1.3270533564814815,stpsf_hdrtab_context_v1,center_context_exposure_weighted_scale_resampled,effective_psf_contributor,psf_weight,dimensionless,center contributors only; no explicit drizzle kernel or ring-position weighting,PRDOPSSOC-072,
