model_intensity,residual_median,residual_sigma,n_pixels,residual_sigma_monotonic
0.7280037999153137,-0.004997598007321358,0.19719822704792023,7998,0.19719822704792023
0.889638364315033,-4.084602551301941e-05,0.22014868259429932,7998,0.22014868259429932
1.0328649282455444,-0.011504637077450752,0.24316059052944183,7998,0.24316059052944183
1.1849879026412964,-0.0022692549973726273,0.2707310616970062,7997,0.2707310616970062
1.3397247791290283,-0.00554727204144001,0.2993811368942261,7998,0.2993811368942261
1.5143351554870605,0.012626303359866142,0.3347502648830414,7998,0.3347502648830414
1.6976819038391113,0.0019685160368680954,0.36180177330970764,7998,0.36180177330970764
1.8973619937896729,-0.0027017462998628616,0.3830674886703491,7997,0.3830674886703491
2.146655559539795,0.0003392825892660767,0.4244259297847748,7998,0.4244259297847748
2.458491802215576,0.005842460319399834,0.46268230676651,7998,0.46268230676651
2.8351998329162598,0.010770214721560478,0.521323561668396,7998,0.521323561668396
3.2804524898529053,0.0090568196028471,0.5706404447555542,7998,0.5706404447555542
3.806117534637451,-0.02281116135418415,0.6327620148658752,7997,0.6327620148658752
4.3090500831604,0.013740791007876396,0.6764501929283142,7998,0.6764501929283142
4.939798355102539,0.0017454753397032619,0.7686776518821716,7998,0.7686776518821716
5.7490434646606445,0.11394859850406647,0.806236743927002,7997,0.806236743927002
7.0718488693237305,0.2149505764245987,0.9743876457214355,7998,0.9743876457214355
9.157981872558594,0.4474451541900635,1.2065285444259644,7998,1.2065285444259644
12.379638671875,1.3787062168121338,1.8422577381134033,7998,1.8422577381134033
21.158172607421875,6.313680171966553,7.243708610534668,7998,7.243708610534668
