schema_version,pipeline_version,target_id,program_id,observation_id,record_type,method_id,method_variant,quantity_family,quantity_name,primary_unit,region_id,region,region_geometry,ring_selection,rin_arcsec,rout_arcsec,sbf_base_pixels,color_overlap_pixels,color_overlap_fraction,n_raw,n_clip,signal_filter,color_filter,color_name,sampling_mode,pixel_support,signal_median,color_median,color_index,color_scatter,color_sem_proxy,ring_qc_status,ring_qc_reasons,selected_for_final,selection_reason,calibration_applied,distance_computed,notes
sbf-table-2,sbf-3.1,PGC 040723,7763,074,annulus_color,color_valid_overlap_of_sbf_window_median_ratio_v1,joint_sigma_clip_then_ratio_of_medians,color_index,color_index,AB mag,circular_inner_lit,circular_inner_lit,fixed_circular_annulus,same_region_as_sbf,8.2,16.4,614906,614906,1.0,614906,513052,F150W,F115W,F115W-F150W,wcs_bilinear,color-valid overlap subset of the exact usable SBF spatial window,0.07554731404681025,0.06158725558754814,0.22182044150238234,0.35110519198259343,0.0004901810967545294,PASS,all encoded checks passed,True,single_annulus_qc_rank_then_k03_k04_stability_v1,False,False,"same usable signal pixels as SBF; wcs_bilinear color sampling; scatter is a pixel-color diagnostic, not a full calibration error"
sbf-table-2,sbf-3.1,PGC 040723,7763,074,annulus_color,color_valid_overlap_of_sbf_window_median_ratio_v1,joint_sigma_clip_then_ratio_of_medians,color_index,color_index,AB mag,circular_outer_lit,circular_outer_lit,fixed_circular_annulus,same_region_as_sbf,16.4,32.8,1697369,1697072,0.9998250233154959,1697072,639655,F150W,F115W,F115W-F150W,wcs_bilinear,color-valid overlap subset of the exact usable SBF spatial window,0.019198529133568766,0.013756769456262367,0.36187874493115585,1.0597257072695827,0.0013250143149937635,WARN,usable_fraction<0.80; k03-k04 shift>0.15 mag,False,diagnostic ring,False,False,"same usable signal pixels as SBF; wcs_bilinear color sampling; scatter is a pixel-color diagnostic, not a full calibration error"
