schema_version,pipeline_version,target_id,program_id,observation_id,signal_filter,color_filter,record_type,method_id,method_variant,quantity_family,quantity_name,primary_unit,target,source,x_pixel,y_pixel,ra_deg,dec_deg,auto_x_pixel,auto_y_pixel,header_x_pixel,header_y_pixel,header_ra_deg,header_dec_deg,auto_header_delta_px,decision_threshold_px,region_id
sbf-table-2,sbf-3.1,PGC 040723,7763,074,F150W,F115W,02_center:adopted_center,center_auto_header_100px_v1,default,adopted_galaxy_center,adopted_galaxy_center,mixed_or_not_applicable,PGC 040723,fits-target,1078.6126813691503,3059.1587054906777,186.66589291666668,12.513552777777768,5973.856208164973,3415.3648752385975,1078.6126813691503,3059.1587054906777,186.66589291666668,12.513552777777777,4908.186225277407,100.0,
