sma,intens,x0_crop,y0_crop,x0_full,y0_full,eps,pa,grad,real_data_frac,sampled_real,sampled_total,pa_unwrap
10.0,7.256826964984907,1077.796585499052,2998.039413191833,1077.796585499052,3057.039413191833,0.1260935281888073,2.1065353039269006,-0.5394769308238612,1.0,59,59,2.1065353039269006
20.0,4.723506800331789,1077.8979000031536,3000.218969158355,1077.8979000031536,3059.218969158355,0.138696433080403,1.0540923395608917,-0.22171374304025804,1.0,117,117,1.0540923395608917
30.0,3.6003949097839993,1079.5992374444636,2998.1310158885644,1079.5992374444636,3057.1310158885644,0.09552454451034288,2.624888666355788,-0.062052949128337545,1.0,180,180,2.624888666355788
40.0,3.235123298696709,1079.0682150827697,2998.9066145939723,1079.0682150827697,3057.9066145939723,0.16109187375786826,2.5561148461275143,-0.040472560396041406,1.0,231,231,2.5561148461275143
50.0,2.817272733413292,1080.9834164826345,2996.3304993923634,1080.9834164826345,3055.3304993923634,0.014787920394562726,2.4140332351878495,-0.021119509104618038,1.0,314,314,2.4140332351878495
60.0,2.7302126985332547,1075.243377731244,2998.1241416402777,1075.243377731244,3057.1241416402777,0.1430322664959848,2.5266943711399006,-0.02339175822109385,1.0,350,350,2.5266943711399006
70.0,2.486377668279627,1079.550052053392,3001.279696510066,1079.550052053392,3060.279696510066,0.08962534285501962,2.271011090383492,-0.012347870344230127,1.0,422,422,2.271011090383492
80.0,2.3036037845512682,1081.296740068591,2999.4657587209235,1081.296740068591,3058.4657587209235,0.08962534285501962,2.236915777346341,-0.015390803529273966,1.0,482,482,2.236915777346341
90.0,2.1091634281296794,1081.296740068591,2999.4657587209235,1081.296740068591,3058.4657587209235,0.08962534285501962,2.236915777346341,-0.007965631743891075,1.0,542,542,2.236915777346341
100.0,2.0776683232768454,1078.2307266563373,3003.3667512603174,1078.2307266563373,3062.3667512603174,0.08962534285501962,2.236915777346341,-0.019361889442516086,1.0,602,602,2.236915777346341
110.0,1.8872351757141537,1079.109240001525,3004.0572252030356,1079.109240001525,3063.0572252030356,0.08962534285501962,2.236915777346341,-0.010954150697803195,1.0,662,662,2.236915777346341
120.0,1.7997575647263548,1076.0178121525003,3001.627495037595,1076.0178121525003,3060.627495037595,0.1493264397340266,2.4333782562252013,-0.01117483647962673,1.0,698,698,2.4333782562252013
130.0,1.6811182390153017,1077.6122616818695,3002.6630567180237,1077.6122616818695,3061.6630567180237,0.1493264397340266,2.2278003378505584,-0.010412866464443137,1.0,756,756,2.2278003378505584
140.0,1.568192171969058,1074.8317644307222,3000.5184162418914,1074.8317644307222,3059.5184162418914,0.1493264397340266,2.2278003378505584,-0.006865138194939295,1.0,814,814,2.2278003378505584
150.0,1.471624280622941,1074.8317644307222,3000.5184162418914,1074.8317644307222,3059.5184162418914,0.1493264397340266,2.2278003378505584,-0.008964542196924484,1.0,872,872,2.2278003378505584
160.0,1.388588381014342,1076.2034775393026,2999.4657820575303,1076.2034775393026,3058.4657820575303,0.15257370772353168,2.384626602041833,-0.009008490667303566,1.0,928,928,2.384626602041833
170.0,1.3052615224746693,1076.2034775393026,2999.4657820575303,1076.2034775393026,3058.4657820575303,0.15257370772353168,2.286820280128768,-0.008483174359602132,1.0,986,986,2.286820280128768
180.0,1.1949801478211557,1078.5601176056368,3001.516194884754,1078.5601176056368,3060.516194884754,0.15257370772353168,2.286820280128768,-0.007160720723200558,1.0,1044,1044,2.286820280128768
190.0,1.1388273337517505,1077.339379350332,2997.4338163271673,1077.339379350332,3056.4338163271673,0.16949897158123794,2.3627717147414256,-0.007099946395019184,1.0,1091,1091,2.3627717147414256
200.0,1.0877875307420748,1074.4091273488498,3002.8049671186245,1074.4091273488498,3061.8049671186245,0.16949897158123794,2.070219580543327,-0.006702541769248265,1.0,1148,1148,2.070219580543327
210.0,0.9946045840491112,1078.8051830881802,2997.8366034833452,1078.8051830881802,3056.8366034833452,0.16949897158123794,2.1028243676414116,-0.0045014943738146615,1.0,1206,1206,2.1028243676414116
220.0,0.944515637282122,1071.8613715461552,3002.1311138025303,1071.8613715461552,3061.1311138025303,0.16949897158123794,2.2342548396959807,-0.00452628844467959,1.0,1263,1263,2.2342548396959807
230.0,0.8932203274714486,1079.6996935055176,2999.737522608265,1079.6996935055176,3058.737522608265,0.16949897158123794,2.2342548396959807,-0.004548403832803319,1.0,1320,1320,2.2342548396959807
240.0,0.9210398998877886,1080.1929978612052,2999.7170957742883,1080.1929978612052,3058.7170957742883,0.22273103747088482,2.064820709679315,-0.006362682210493904,1.0,1331,1331,2.064820709679315
250.0,0.7726123026205546,1080.1929978612052,2999.7170957742883,1080.1929978612052,3058.7170957742883,0.1364059317165474,2.321237468751153,-0.004560052032319701,1.0,1465,1465,2.321237468751153
260.0,0.7489006957769522,1080.8913990420913,2999.6123281914824,1080.8913990420913,3058.6123281914824,0.16235292705277882,2.186715839336858,-0.004469445832626232,1.0,1499,1499,2.186715839336858
270.0,0.6871505297902297,1075.4553144552729,3001.761755488648,1075.4553144552729,3060.761755488648,0.16235292705277882,2.22156181122381,-0.003182232551546696,1.0,1557,1557,2.22156181122381
280.0,0.661228569332116,1075.1304185808751,3002.2362272832843,1075.1304185808751,3061.2362272832843,0.16235292705277882,2.1712157846182136,-0.0025665575717552114,1.0,1615,1615,2.1712157846182136
290.0,0.6196185918312147,1078.6956363831998,3004.677520039564,1078.6956363831998,3063.677520039564,0.16235292705277882,2.1712157846182136,-0.003128232493554099,1.0,1672,1672,2.1712157846182136
300.0,0.6295216397511161,1066.9142403737012,3004.0900941394807,1066.9142403737012,3063.0900941394807,0.20250669785286782,2.266661131679003,-0.0037910311384072894,1.0,1686,1686,2.266661131679003
310.0,0.5831072436853519,1074.3256881545783,3001.5965476636898,1074.3256881545783,3060.5965476636898,0.19234659640127372,2.2817872550781395,-0.0036055679890001496,1.0,1754,1754,2.2817872550781395
320.0,0.536332808771172,1078.8465649693214,2996.3473630155163,1078.8465649693214,3055.3473630155163,0.1740591580453459,2.2817872550781395,-0.0029436892670348935,1.0,1832,1832,2.2817872550781395
330.0,0.4711226744485751,1074.0770583195867,2996.863072705691,1074.0770583195867,3055.863072705691,0.15300796357469515,2.2817872550781395,-0.002083580932686343,1.0,1914,1914,2.2817872550781395
340.0,0.44774837354613156,1078.5964915903883,3000.677539038005,1078.5964915903883,3059.677539038005,0.15300796357469515,2.2862383461129356,-0.002016992620373759,1.0,1972,1972,2.2862383461129356
350.0,0.44763365237284347,1076.9849831413935,3003.0652936043766,1076.9849831413935,3062.0652936043766,0.17001454360350554,2.1644810008928355,-0.0023987292703340894,1.0,2008,2008,2.1644810008928355
360.0,0.40991598543088925,1077.6465609867375,3000.763331575372,1077.6465609867375,3059.763331575372,0.15487484714539523,2.2466157911981,-0.0018823908381966749,1.0,2085,2085,2.2466157911981
370.0,0.42810876965062794,1078.3278964301921,2997.0262126051675,1078.3278964301921,3056.0262126051675,0.20783218752119764,2.2162917219443523,-0.0024722976971461937,1.0,2072,2072,2.2162917219443523
380.0,0.36838620490436647,1082.2925002846619,2995.8631575383856,1082.2925002846619,3054.8631575383856,0.16756819799460448,2.2744630280820206,-0.0014963676741452513,1.0,2184,2184,2.2744630280820206
390.0,0.34861284762053757,1080.2250857622744,3005.366619409647,1080.2250857622744,3064.366619409647,0.15648459009080729,2.2197018690818866,-0.0013448620730361904,1.0,2257,2257,2.2197018690818866
400.0,0.34459123560828725,1082.3055222437822,3006.6878838955768,1082.3055222437822,3065.6878838955768,0.16654448886793627,2.1482268089622254,-0.0016834755853668143,1.0,2300,2300,2.1482268089622254
410.0,0.31852096938773516,1081.2769058890055,3008.5806160879874,1081.2769058890055,3067.5806160879874,0.17823368156316816,2.145910991985258,-0.001186524070560509,1.0,2340,2340,2.145910991985258
420.0,0.3067751974933052,1079.9613352017527,3009.1646391039576,1079.9613352017527,3068.1646391039576,0.18461544943863528,2.229015476830679,-0.0010720662213964762,1.0,2388,2388,2.229015476830679
430.0,0.2856839329188701,1073.5441250169124,3005.7857110715504,1073.5441250169124,3064.7857110715504,0.155623275146186,2.352470524749944,-0.001000060669859659,1.0,2489,2489,2.352470524749944
440.0,0.281381674339691,1081.2336086357361,2996.3440936048673,1081.2336086357361,3055.3440936048673,0.17739745575891638,2.2542709570772965,-0.0011575575513299247,1.0,2513,2513,2.2542709570772965
450.0,0.25781511006914576,1077.3831553196042,2997.2621437945418,1077.3831553196042,3056.2621437945418,0.14698681816231082,2.2542709570772965,-0.0009879906161790217,1.0,2619,2619,2.2542709570772965
460.0,0.25098726528717274,1079.9873354490367,2998.9380955521906,1079.9873354490367,3057.9380955521906,0.14698681816231082,2.1874816794198293,-0.0010184220849032155,1.0,2677,2677,2.1874816794198293
470.0,0.24839337243647508,1086.9009682945455,2999.147256527892,1086.9009682945455,3058.147256527892,0.17996739225379674,2.345957608154205,-0.0011044506514139762,1.0,2680,2680,2.345957608154205
480.0,0.23177154931157407,1077.1335498082115,3000.5424858414517,1077.1335498082115,3059.5424858414517,0.18008155855842167,2.3313352617714176,-0.0009117359972570434,1.0,2737,2737,2.3313352617714176
490.0,0.22219003512858007,1077.1335498082115,3000.5424858414517,1077.1335498082115,3059.5424858414517,0.18008155855842167,2.3313352617714176,-0.0008658578212221582,1.0,2794,2794,2.3313352617714176
500.0,0.2113044426530468,1077.6502554737658,3000.964847157451,1077.6502554737658,3059.964847157451,0.16493067292346497,2.2560644241905874,-0.0008453116102743629,1.0,2878,2878,2.2560644241905874
510.0,0.2113591800402172,1077.0979295392149,3000.5133694127135,1077.0979295392149,3059.5133694127135,0.18063541563372904,2.2560644241905874,-0.0009902354133623785,1.0,2907,2907,2.2560644241905874
520.0,0.19568816157551713,1082.8332475240445,3009.543992151672,1082.8332475240445,3068.543992151672,0.16600656158485363,2.2560644241905874,-0.0008648116195753312,1.0,2991,2991,2.2560644241905874
530.0,0.18407350618323018,1076.2402013418775,3007.919707823804,1076.2402013418775,3066.919707823804,0.16600656158485363,2.1755448253216176,-0.0007481885363758402,1.0,3049,3049,2.1755448253216176
540.0,0.1824524176442795,1079.6758180742745,3006.168156029818,1079.6758180742745,3065.168156029818,0.18423728111859375,2.211137159153804,-0.0007462294261059797,1.0,3071,3071,2.211137159153804
550.0,0.17626967382261916,1074.154823482245,3004.441185566848,1074.154823482245,3063.441185566848,0.14627393175068673,2.292381248272103,-0.0007574168198159405,1.0,3202,3202,2.292381248272103
560.0,0.15381871944208095,1083.075547479675,3011.5709862188082,1083.075547479675,3070.5709862188082,0.158868747061687,2.352667620211939,-0.00045068145638948163,1.0,3235,3235,2.352667620211939
570.0,0.14435310445045696,1075.038729801176,3003.5906591614753,1075.038729801176,3062.5906591614753,0.12962995662663476,2.1150624076859668,-0.00035526066677766697,1.0,3352,3352,2.1150624076859668
580.0,0.1480402485562263,1084.0570849233757,2991.330374951001,1084.0570849233757,3050.330374951001,0.1741092269175321,2.2050011534740572,-0.0005134013518734968,1.0,3319,3319,2.2050011534740572
590.0,0.14842135552863842,1080.561335805329,2996.08278014408,1080.561335805329,3055.08278014408,0.17970796747653137,2.305556731069239,-0.0005021534056148014,1.0,3365,3365,2.305556731069239
600.0,0.14209704679637306,1079.5672267686314,3018.069766834735,1079.5672267686314,3077.069766834735,0.15995334577588124,2.2942649759635843,-0.0006253669509743609,1.0,3464,3464,2.2942649759635843
610.0,0.13299456234606113,1080.705002742548,3006.147718730294,1080.705002742548,3065.147718730294,0.15995334577588124,2.1978792317432694,-0.0005310468878506643,1.0,3522,3522,2.1978792317432694
620.0,0.13416810367326784,1070.7544889014466,3012.1318205906114,1070.7544889014466,3071.1318205906114,0.18535520950997067,2.3409986527967632,-0.00047337674460595173,1.0,3523,3523,2.3409986527967632
630.0,0.13276821950610082,1081.3060772989627,3001.2545780969367,1081.3060772989627,3060.2545780969367,0.18535520950997067,2.3409986527967632,-0.00046971568992188855,1.0,3580,3580,2.3409986527967632
640.0,0.12341841534655056,1081.3060772989627,3001.2545780969367,1081.3060772989627,3060.2545780969367,0.18535520950997067,2.184103767597346,-0.0003919487289889463,1.0,3636,3636,2.184103767597346
650.0,0.11848659599107499,1087.1487209509291,3017.738561117998,1087.1487209509291,3076.738561117998,0.18535520950997067,2.3634389843558252,-0.00034716903654893736,1.0,3693,3693,2.3634389843558252
660.0,0.10446671593122614,1079.3104951194655,3020.904743578787,1079.3104951194655,3079.904743578787,0.1462301578572817,2.3634389843558252,-0.00020311881935792538,1.0,3843,3843,2.3634389843558252
670.0,0.108141148827459,1058.4983695648855,3015.5689688556577,1058.4983695648855,3074.5689688556577,0.18351549608310364,2.3634389843558252,-0.00027953812606302294,1.0,3811,3811,2.3634389843558252
680.0,0.10365724817042136,1080.810890672561,3003.5281716823365,1080.810890672561,3062.5281716823365,0.18351549608310364,2.2834389906916277,-0.00021503005755379632,1.0,3868,3868,2.2834389906916277
690.0,0.10043647799153356,1084.0933705420716,3007.159039094513,1084.0933705420716,3066.159039094513,0.18351549608310364,2.211721262132826,-0.000269732964412091,1.0,3925,3925,2.211721262132826
700.0,0.09529042232248695,1088.3571534981297,3015.027094639361,1088.3571534981297,3074.027094639361,0.18351549608310364,2.3934587992166483,-0.00017009593808119117,1.0,3982,3982,2.3934587992166483
710.0,0.09201427498609965,1108.0411293564664,3029.391734544343,1108.0411293564664,3088.391734544343,0.1275546384966167,2.2433973613115277,-0.0002525523960533548,1.0,4178,4178,2.2433973613115277
720.0,0.08991963429833646,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.00020789679609441747,1.0,4167,4167,2.2433973613115277
730.0,0.08609487640956656,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.00018323915379985124,1.0,4220,4220,2.2433973613115277
740.0,0.08431966535392273,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.00018219351951664857,1.0,4264,4264,2.2433973613115277
750.0,0.09014291953702397,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.0002963413945629323,1.0,4331,4331,2.2433973613115277
760.0,0.08059500019398368,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.00018123650197147625,1.0,4378,4378,2.2433973613115277
770.0,0.07233462751131917,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,4.9476275450739e-06,1.0,4397,4397,2.2433973613115277
780.0,0.07812231124061471,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.0002780148884399791,1.0,4395,4395,2.2433973613115277
790.0,0.07501166090225439,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.0002824882713431944,1.0,4442,4442,2.2433973613115277
800.0,0.07229502796637836,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.0001239698590540749,1.0,4446,4446,2.2433973613115277
810.0,0.07396828345035816,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.0003129085496960541,1.0,4474,4474,2.2433973613115277
820.0,0.07802963337357978,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.0004747747615628081,1.0,4386,4386,2.2433973613115277
830.0,0.0675144889017596,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.00041688449548049476,1.0,4282,4282,2.2433973613115277
840.0,0.06687476061083704,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.0004342736324082639,1.0,4083,4083,2.2433973613115277
850.0,0.07609528160936468,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.0004976802796099572,1.0,3828,3828,2.2433973613115277
860.0,0.08889627195888218,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.0006418478249579097,1.0,3633,3633,2.2433973613115277
870.0,0.08386680164722382,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.0006843562700397566,1.0,3421,3421,2.2433973613115277
880.0,0.06252961498856334,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.0004742568323505755,1.0,3271,3271,2.2433973613115277
890.0,0.052072221524205625,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.0003532120939781805,1.0,3061,3061,2.2433973613115277
900.0,0.040503823065801324,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.00023786981838843266,1.0,3138,3138,2.2433973613115277
910.0,0.03309574867845502,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.00015998979974542166,1.0,2908,2908,2.2433973613115277
920.0,0.03078899308583626,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.00014031662916765653,1.0,2877,2877,2.2433973613115277
930.0,0.030243937438371078,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.00014596130340577634,1.0,3104,3104,2.2433973613115277
940.0,0.13831101906321194,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.0012902853289972756,1.0,3051,3051,2.2433973613115277
950.0,0.027238861499383742,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-0.00012001893818368515,1.0,3072,3072,2.2433973613115277
960.0,0.02318328573659976,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-8.108888577681533e-05,1.0,3132,3132,2.2433973613115277
970.0,0.021691897471261264,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-7.559977415805257e-05,1.0,3168,3168,2.2433973613115277
980.0,0.020860625680279642,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-7.148536621877823e-05,1.0,3362,3362,2.2433973613115277
990.0,0.019047492221330484,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-5.2023586491544545e-05,1.0,3252,3252,2.2433973613115277
1000.0,0.018149429821743727,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-4.661820352765275e-05,1.0,3457,3457,2.2433973613115277
1010.0,0.018397801753315547,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-6.21890090616476e-05,1.0,3455,3455,2.2433973613115277
1020.0,0.01714353389247466,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-5.1714925657049315e-05,1.0,3589,3589,2.2433973613115277
1030.0,0.0166506397409105,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-4.9418068130084114e-05,1.0,3715,3715,2.2433973613115277
1040.0,0.01669967393011517,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-6.235571647645862e-05,1.0,3858,3858,2.2433973613115277
1050.0,0.015730695521786537,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-4.8945758579796865e-05,1.0,3801,3801,2.2433973613115277
1060.0,0.015291703642705845,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-4.966963567571325e-05,1.0,3930,3930,2.2433973613115277
1070.0,0.014121193964743307,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-5.05775267087681e-05,1.0,3703,3703,2.2433973613115277
1080.0,0.013176424900327334,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-3.2735328896472805e-05,1.0,3779,3779,2.2433973613115277
1090.0,0.014058580061613053,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-4.1846580486231164e-05,1.0,3804,3804,2.2433973613115277
1100.0,0.0135144380568627,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-3.636021568319327e-05,1.0,4004,4004,2.2433973613115277
1110.0,0.012416933492713394,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-1.6815439464423945e-05,1.0,4141,4141,2.2433973613115277
1120.0,0.012011346090035974,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-3.7273132526160504e-05,1.0,4208,4208,2.2433973613115277
1130.0,0.010618981250140998,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-2.8363700307349894e-05,1.0,4430,4430,2.2433973613115277
1140.0,0.010794966846226092,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-3.279588841477238e-05,1.0,4315,4315,2.2433973613115277
1150.0,0.010380286933760589,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-3.727999715896024e-05,1.0,4345,4345,2.2433973613115277
1160.0,0.008845738458519648,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-2.5726902565040176e-05,1.0,4460,4460,2.2433973613115277
1170.0,0.009501776456782287,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-2.8000673616463434e-05,1.0,4483,4483,2.2433973613115277
1180.0,0.008820214114186261,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-3.218406328380376e-05,1.0,4484,4484,2.2433973613115277
1190.0,0.009237661394200167,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-3.103540253622121e-05,1.0,4390,4390,2.2433973613115277
1200.0,0.01022545469012147,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-3.925220069634408e-05,1.0,4298,4298,2.2433973613115277
1210.0,0.01775593186102726,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-6.762478835805934e-05,1.0,4452,4452,2.2433973613115277
1220.0,0.011118925261440595,1096.8746605023846,3020.49768069705,1096.8746605023846,3079.49768069705,0.15608714016513803,2.2433973613115277,-4.574390410789545e-05,1.0,4347,4347,2.2433973613115277
