label,xcentroid,ycentroid,area_pix,flux_img_signed,flux_img_positive,flux_img_adopted,flux_err_img,snr,flux_jy,mag_ab,mask_brighter_than_mcut
3902,8009.623655913978,1064.1218637992831,279,10420.848154589534,10420.848154589534,10420.848154589534,33.55607510725029,310.5502691027758,0.00023879524361411714,17.955001441900155,True
4912,7888.233421750663,2014.761273209549,377,6617.396677687764,6617.396677687764,6617.396677687764,13.96440210154362,473.87611940480286,0.0001516386025684242,18.44804118849533,True
4315,7001.284132841329,1779.2029520295202,271,5155.337968751788,5155.337968751788,5155.337968751788,6.572785807042491,784.3459562044512,0.0001181353156574885,18.71911625711287,True
3190,8909.988505747126,601.4674329501916,261,3938.337373390794,3938.337373390794,3938.337373390794,13.568116286922098,290.2641228972101,9.024757088502845e-05,19.01147681925698,True
14357,7850.63,284.85333333333335,300,3429.8536462187767,3429.8536462187767,3429.8536462187767,11.536533530782604,297.30366032976855,7.859559268684513e-05,19.161570139036407,True
3946,8213.709677419354,1127.7096774193549,31,2454.3879424780607,2454.3879424780607,2454.3879424780607,44.33228347507253,55.36344510334396,5.6242654911872286e-05,19.524901089302872,True
15689,8821.697058823529,3066.2176470588233,340,2341.997699558735,2341.997699558735,2341.997699558735,8.323290499003395,281.378824857688,5.3667216229757894e-05,19.575792950787665,True
15183,7405.447257383967,2734.7383966244724,237,2323.668061748147,2323.668061748147,2323.668061748147,5.885818048450014,394.79101165216406,5.3247189926581203e-05,19.58432388926265,True
251,7999.946341463415,177.64390243902437,205,2212.261225476861,2212.261225476861,2212.261225476861,10.158125583908712,217.78242523219646,5.069428615012965e-05,19.63766809245534,True
15458,8965.728813559323,2919.6101694915255,236,1929.4069034457207,1929.4069034457207,1929.4069034457207,7.338723703178207,262.90769096677474,4.4212638424844995e-05,19.7861995409008,True
2186,7140.847826086956,415.2173913043478,184,1809.3692945241928,1809.3692945241928,1809.3692945241928,6.047081637007664,299.21363777379736,4.1461959244029174e-05,19.855941071280878,True
5001,8717.404494382023,2034.7977528089887,89,1793.1117364913225,1793.1117364913225,1793.1117364913225,8.832677786967533,203.00884734378386,4.108941494883953e-05,19.865740728259915,True
3544,8009.613953488372,716.5023255813953,215,1743.8677363842726,1743.8677363842726,1743.8677363842726,15.133621382982009,115.2313575351686,3.9960981559574794e-05,19.895975254186187,True
