label,xcentroid,ycentroid,area_pix,flux_img_signed,flux_img_positive,flux_img_adopted,flux_err_img,snr,flux_jy,mag_ab,mask_brighter_than_mcut
4537,8701.465346534653,3632.410891089109,202,13509.383345837436,13509.383345837436,13509.383345837436,44.09941111410952,306.33931393961706,0.0003095681519226906,17.673174936018764,True
8982,7991.905325443787,2159.0946745562132,169,4936.303368612753,4936.303368612753,4936.303368612753,10.145730487400716,486.5399662195648,0.00011311562282537885,18.7662591444892,True
1003,8747.619883040936,2424.842105263158,171,4548.226942132619,4548.226942132619,4548.226942132619,9.687018187760229,469.5177457062493,0.00010422283334159878,18.855158433608377,True
8969,8034.503703703704,2048.5037037037036,135,3223.4577737659847,3223.4577737659847,3223.4577737659847,7.7983684383415275,413.35027951712357,7.386568581851939e-05,19.228958786125634,True
5667,8425.802469135802,3837.376543209876,162,3111.8388258946698,3111.8388258946698,3111.8388258946698,12.762273436630304,243.83107299386515,7.130793240168968e-05,19.267221012005248,True
2552,9054.435185185186,2862.1111111111113,216,2841.3116759635022,2841.3116759635022,2841.3116759635022,12.609026306371836,225.33949941302572,6.510879009406477e-05,19.365966559784805,True
9351,9313.325358851675,4250.387559808612,209,2613.7790265941485,2613.7790265941485,2613.7790265941485,11.072727284362072,236.05557686637587,5.989486877995478e-05,19.456591577828355,True
9114,8848.759124087592,3720.007299270073,137,2433.4679280391856,2433.4679280391856,2433.4679280391856,18.464187440782975,131.79393546797715,5.57630315138216e-05,19.53419968274885,True
9005,8311.9793814433,2528.7113402061855,97,2142.4507585221095,2142.4507585221095,2142.4507585221095,12.322096593864988,173.87063493633121,4.909435944797691e-05,19.67248662727707,True
4235,9198.415254237289,3545.14406779661,118,1744.2188588175175,1744.2188588175175,1744.2188588175175,12.60264775402103,138.4009846868094,3.9968856819746414e-05,19.89576130517062,True
9073,8483.53125,3201.375,64,1712.7865761467558,1712.7865761467558,1712.7865761467558,57.949668884277344,29.55645147113967,3.924858459058523e-05,19.915505623437795,True
9115,8859.237288135593,3716.516949152542,118,1654.655827620923,1654.655827620923,1654.655827620923,17.048035993606756,97.05844287526382,3.791651576624696e-05,19.952994566770602,True
4859,8058.627586206897,3705.2827586206895,145,1589.5561454013111,1589.5561454013111,1589.5561454013111,9.658640596705752,164.5734852111028,3.642475350000783e-05,19.99657406873712,True
2341,8651.116279069767,2783.4418604651164,43,1571.9570391982113,1571.9570391982113,1571.9570391982113,11.089559521063299,141.75108003275207,3.602146915731697e-05,20.00866206776528,True
9071,8477.983606557376,3192.4590163934427,61,1542.6354113377529,1542.6354113377529,1542.6354113377529,56.57517282779063,27.26700307276809,3.534956268196154e-05,20.02910550877354,True
4448,8525.888888888889,3606.5333333333333,45,1493.83406435154,1493.83406435154,1493.83406435154,21.881536784299257,68.26915673598468,3.423127753073628e-05,20.064007853389047,True
8966,7945.7891891891895,1996.9567567567567,185,1355.5513274801872,1355.5513274801872,1355.5513274801872,8.825756803080285,153.59037844857508,3.1062522140486245e-05,20.16947383320641,True
3117,9073.31182795699,3076.7741935483873,93,1332.4291014802227,1332.4291014802227,1332.4291014802227,10.274503553849991,129.68306395504084,3.053267524903999e-05,20.188153476013607,True
9057,8427.846153846154,3154.5,52,1327.097413736915,1327.097413736915,1327.097413736915,52.235125639605506,25.40622612632693,3.0410499374755308e-05,20.192506742760443,True
15,7974.651685393258,2007.7865168539327,89,1238.302142581341,1238.302142581341,1238.302142581341,6.17121383998522,200.65779191736885,2.837575157854483e-05,20.267697188885716,True
9361,9545.444444444445,4272.8650793650795,126,1103.590856754442,1103.590856754442,1103.590856754442,7.7179687388305,142.9898065279892,2.5288836156205292e-05,20.39274351556501,True
5261,9159.774509803921,3774.7254901960787,102,1068.0189970836857,1068.0189970836857,1068.0189970836857,10.870704839231417,98.24744695756057,2.447370532626091e-05,20.428316305673732,True
9056,8428.5,3146.863636363636,44,985.5867839793132,985.5867839793132,985.5867839793132,48.04932710362029,20.51197890563287,2.2584767303232578e-05,20.5155265716053,True
9074,8475.95,3202.1,40,985.0977654872308,985.0977654872308,985.0977654872308,45.813235831726224,21.502470794805518,2.257356142158909e-05,20.51606541491504,True
3999,8794.461538461539,3455.153846153846,26,933.1111553700446,933.1111553700446,933.1111553700446,21.90389802539123,42.60023281191194,2.1382285816573296e-05,20.574930296145627,True
2223,9131.772727272728,2740.284090909091,88,932.2746388395158,932.2746388395158,932.2746388395158,6.619186769386101,140.84428666544184,2.1363117001107833e-05,20.575904074703153,True
9050,7439.428571428572,3107.580952380952,105,922.5849653976329,922.5849653976329,922.5849653976329,6.910384360234647,133.5070406078405,2.1141077680485376e-05,20.58724781731838,True
9109,9322.485714285714,3657.557142857143,70,901.944922877495,901.944922877495,901.944922877495,8.317004111242662,108.44589119034755,2.0668110139703167e-05,20.611813704228968,True
5493,8386.51948051948,3810.5714285714284,77,900.2129180873026,900.2129180873026,900.2129180873026,8.935197527485688,100.74907860941461,2.062842116883787e-05,20.61390064782931,True
3006,9008.031746031746,3029.809523809524,63,888.392418485711,888.392418485711,888.392418485711,9.251490998893935,96.02694512613405,2.0357553866993547e-05,20.628251640709927,True
6945,9335.649122807017,4002.3859649122805,57,882.063490414183,882.063490414183,882.063490414183,6.041504316258752,146.00063895351275,2.021252618389369e-05,20.63601413350095,True
9064,8476.333333333334,3162.818181818182,33,873.9945389732545,873.9945389732545,873.9945389732545,41.61193790648334,21.003456770925393,2.002762578381053e-05,20.6459919522566,True
9117,8857.561403508771,3726.8070175438597,57,836.526030563871,836.526030563871,836.526030563871,11.68324456545187,71.60048956242292,1.9169033159213303e-05,20.693565100677525,True
3594,9539.913580246914,3282.333333333333,81,836.2686756617211,836.2686756617211,836.2686756617211,6.016103209452642,139.00504139419618,1.916313585958035e-05,20.693899175786562,True
2235,7842.365384615385,2743.653846153846,52,835.8678824487686,835.8678824487686,835.8678824487686,10.017639253131353,83.43960700995393,1.9153951664339114e-05,20.69441965446176,True
9058,8434.969696969696,3155.6060606060605,33,833.1404740318483,833.1404740318483,833.1404740318483,41.61193790648334,20.02166964451903,1.9091452972759342e-05,20.69796816719133,True
