amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose
0.4825158960749177,250.0,4.0,1078.3941768494988,3059.0042443346188,0.2,0.0,2000.0,global NaN/WHT gap fill for isophote solver only
