schema_version,pipeline_version,target_id,program_id,observation_id,signal_filter,color_filter,record_type,method_id,method_variant,quantity_family,quantity_name,primary_unit,target,source,x_pixel,y_pixel,ra_deg,dec_deg,auto_x_pixel,auto_y_pixel,header_x_pixel,header_y_pixel,header_ra_deg,header_dec_deg,auto_header_delta_px,decision_threshold_px,region_id
sbf-table-2,sbf-3.1,IC 3468,7763,046,F150W,F115W,02_center:adopted_center,center_auto_header_100px_v1,default,adopted_galaxy_center,adopted_galaxy_center,mixed_or_not_applicable,IC 3468,fits-target,1078.5335329995896,3059.174345350309,188.05919999999998,10.251499999999993,2715.050474749037,2017.298454125317,1078.5335329995896,3059.174345350309,188.05919999999998,10.2515,1940.0239878282011,100.0,
