sma,intens,x0_full,y0_full,eps,pa,node_origin,grad
20.0,66.04306545200262,1086.0289085608717,3083.7475038446582,0.30322254015863714,1.293591349331571,fitted,-2.2804458839487536
30.0,43.238606612515085,1086.863469132755,3083.086642044578,0.11624392743886336,1.0483530816122417,fitted,-1.6157756705189268
40.0,33.72755204162409,1087.983630432356,3085.032006235549,0.11624392743886336,1.0483530816122417,fitted,-0.815770582658488
50.0,26.923194959345324,1087.983630432356,3085.032006235549,0.11624392743886336,1.0483530816122417,fitted,-0.4857539837664799
60.0,24.01247236629449,1085.5426371021972,3084.227856100011,0.22953895973706712,1.3286019052120972,fitted,-0.3124682478982274
70.0,20.673830001380775,1085.9001407214357,3083.8298022366885,0.24139062742451683,1.277571993424745,fitted,-0.2953903528632454
80.0,18.10466530902958,1085.8230700227962,3084.765482190803,0.2630898999553348,1.3135913659207483,fitted,-0.22552412822849438
90.0,16.163347436810888,1085.916730058422,3083.9664719884927,0.28771681240971964,1.2870682631701638,fitted,-0.20585792641016062
100.0,13.987506780826369,1085.916730058422,3083.9664719884927,0.28771681240971964,1.2870682631701638,fitted,-0.15547516894699126
110.0,13.053844057871062,1086.095468840809,3084.5794412778623,0.3281014326344822,1.2990449095179748,fitted,-0.09788414260649167
120.0,12.029823928696535,1086.0986836244406,3084.134413052324,0.3502233921782698,1.2725103388787498,fitted,-0.11154041696213461
130.0,10.82303571862837,1085.9648061998732,3082.82344948333,0.34841947442253507,1.2895312397893892,fitted,-0.10581427899895753
140.0,9.913538348717385,1085.0682901308594,3083.1115765435893,0.3643204165661419,1.2598372919224854,fitted,-0.08426026588292927
150.0,9.137830400969785,1085.8207965961421,3084.7561760088406,0.3678847818665964,1.279036187702247,fitted,-0.073316759866663
160.0,8.447203151384125,1086.1922188315473,3084.8653599338572,0.38392806370721305,1.2909756265939816,fitted,-0.056766208071263334
170.0,8.002506239544518,1085.8731752500075,3082.4875436766515,0.4046530618652569,1.2845092071328206,fitted,-0.05289467371924776
180.0,7.3893096769991695,1085.8731752500075,3082.4875436766515,0.4046530618652569,1.2662589181297523,fitted,-0.052534812136040276
190.0,6.951809996823712,1086.1600310289557,3082.081968073567,0.41839805926072293,1.271637338918538,fitted,-0.04189754161237578
200.0,6.551358844751654,1086.1600310289557,3082.081968073567,0.41839805926072293,1.271637338918538,fitted,-0.02841010230811154
210.0,6.383607950661482,1085.4442782827937,3082.5354275310133,0.4475903562864568,1.2719862582537014,fitted,-0.02907646130525996
220.0,5.969829618646455,1083.4907021090648,3081.1905443341366,0.4475903562864568,1.2719862582537014,fitted,-0.03660999662124369
230.0,5.651408018236608,1083.8465274006098,3081.0809384255826,0.4529494123351859,1.283099321297217,fitted,-0.02947596860993005
240.0,5.380310246447854,1085.226768893889,3082.0146833047415,0.460526861751847,1.2601894267403895,fitted,-0.024319786376481512
250.0,5.1650122907069775,1084.9895749869431,3084.415302793856,0.4635221500788506,1.2739298622076922,fitted,-0.021724154112624117
260.0,4.9458271641953715,1084.9895749869431,3084.415302793856,0.4716017507198548,1.2739298622076922,fitted,-0.020867066643938247
270.0,4.747670957828213,1084.9895749869431,3084.415302793856,0.48471014654474825,1.2739298622076922,fitted,-0.014923052919669066
280.0,4.64736610580199,1084.9895749869431,3084.415302793856,0.5028833660082409,1.2739298622076922,fitted,-0.008517622749369824
290.0,4.577318502840816,1084.8804901747528,3084.058707150529,0.5141554865787195,1.2739298622076922,fitted,-0.02377081101718299
300.0,4.17194988545833,1084.8804901747528,3084.058707150529,0.49869812466063707,1.2727437651331492,fitted,-0.02040678701002734
310.0,4.169182762640269,1085.35339218178,3085.6373017789074,0.517457762467554,1.2797326710097376,fitted,-0.01333605344998503
320.0,3.9052288164586297,1084.7420611152152,3083.578630900158,0.514131783803535,1.2767302852724964,fitted,-0.022659774386108045
330.0,3.7159872749181084,1085.2908270794187,3080.377639682531,0.511687605486778,1.2711925419770456,fitted,-0.017579847862609754
340.0,3.5536318592064347,1085.0318828000431,3080.3597531664145,0.5189390378541889,1.276269711500113,fitted,-0.015471808206464589
350.0,3.4065511107888167,1085.731131680541,3080.147636578163,0.5189390378541889,1.276269711500113,fitted,-0.012751994860532
360.0,3.2985919619957946,1083.4148501453346,3080.901588763985,0.5209316007149349,1.26396058790964,fitted,-0.014003180896588007
370.0,3.1264874928570565,1082.853885619651,3078.67385312694,0.5177008127807804,1.273952600733389,fitted,-0.015790230905178858
380.0,2.9827873438922174,1082.853885619651,3078.67385312694,0.5177008127807804,1.273952600733389,fitted,-0.008553817514727346
390.0,2.9554111425625096,1083.2369471040788,3079.7271090105755,0.530418433502017,1.2765573954240286,fitted,-0.010235915856537225
400.0,2.778069026761473,1083.0128822348715,3078.9467674846574,0.530418433502017,1.291181888788045,fitted,-0.011462229917504164
410.0,2.7261665442124263,1083.0128822348715,3078.9467674846574,0.5376967970941228,1.291181888788045,fitted,-0.009055026253500298
420.0,2.596968501691467,1084.5648165032333,3078.4782337935517,0.5370963944652054,1.2775945294137807,fitted,-0.008996727021001382
430.0,2.5462320037923987,1084.0614287688636,3085.015522095794,0.5427517371383097,1.2895740329006535,fitted,-0.006594684943916795
440.0,2.465074802813131,1086.253463852507,3084.38229104732,0.5427517371383097,1.2895740329006535,fitted,-0.006988337712048121
450.0,2.4064652495514363,1084.4818285035556,3082.4618637766707,0.5487476054092802,1.2803252400029144,fitted,-0.008890730368391431
460.0,2.2872601954453025,1086.9817318462658,3086.0170181760295,0.5379427203998615,1.2900177667237667,fitted,-0.009768304454114562
470.0,2.211099160469145,1086.9817318462658,3086.0170181760295,0.5404480001750497,1.2900177667237667,fitted,-0.0064891519682245494
