galaxy,ring,psf_id,k,E,N
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.4518386746280775,0.026273024182007533,0.1545306729759492
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.46078597511576214,0.02394590847769155,0.15212811578295196
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.4697332756034468,0.021735453267559605,0.14290478852963268
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.47868057609113157,0.019946204786243718,0.13630243644044532
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.48762787657881623,0.018403244877069208,0.13559378376025213
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.49657517706650095,0.017011642146697037,0.1377432763751965
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.5055224775541856,0.012730838050050066,0.12367053488955122
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.5144697780418703,0.009666870819738787,0.11488302695688507
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.5234170785295551,0.0075512239223518235,0.11012162253910056
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.5323643790172398,0.005880102734352211,0.10610549207903942
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.5413116795049244,0.0045839675762749076,0.10001385159799533
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.5502589799926092,0.003523364800658213,0.09372425633065118
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.5592062804802939,0.002683861507639553,0.08904488450769607
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.5681535809679785,0.0020260250320720636,0.08650476923116848
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.5771008814556633,0.001475022764823946,0.08597638654953783
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.586048181943348,0.0010553233799331023,0.07959950959863697
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.5949954824310326,0.0007445227570145018,0.07603286396404194
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.6039427829187174,0.0005359277068966964,0.07479456709559562
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.612890083406402,0.00039366460245867025,0.07175641497614457
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.6218373838940867,0.0003023135545310348,0.07071941228342532
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.6307846843817715,0.0002495975837020533,0.06943498393136066
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.6397319848694563,0.00021786747351898634,0.07089333106164354
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.6486792853571408,0.00020265714430392785,0.06716805809018728
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.6576265858448256,0.00019612245655109062,0.06589860526702823
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.6665738863325104,0.00018908641033137566,0.0693031111731882
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.6755211868201949,0.000187851273823374,0.06546594011744353
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.6844684873078797,0.00018565900625708493,0.06055386237466695
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.6934157877955645,0.00018576575578364198,0.06239706286447422
NGC 1380,inner,stpsf_R2023111002-NRCA3_FP1-1,0.702363088283249,0.00018576309383652961,0.06384012164012325
NGC 1380,inner,stpsf_field_1280_1024,0.004473650243842351,0.9195687509969492,17.434711865100187
NGC 1380,inner,stpsf_field_1280_1024,0.013420950731527052,0.8418147280808301,8.4902442384271
NGC 1380,inner,stpsf_field_1280_1024,0.02236825121921175,0.76120990791321,4.252685381328652
NGC 1380,inner,stpsf_field_1280_1024,0.031315551706896455,0.6928921800694946,3.262787637196171
NGC 1380,inner,stpsf_field_1280_1024,0.04026285219458116,0.6492631322407484,2.7927162286177243
NGC 1380,inner,stpsf_field_1280_1024,0.04921015268226586,0.6036247970714437,2.4904553534398395
NGC 1380,inner,stpsf_field_1280_1024,0.05815745316995056,0.5691021378269767,2.1598008069547334
NGC 1380,inner,stpsf_field_1280_1024,0.06710475365763527,0.5390658699252711,1.976923896119913
NGC 1380,inner,stpsf_field_1280_1024,0.07605205414531996,0.505692583878493,1.82950930675268
NGC 1380,inner,stpsf_field_1280_1024,0.08499935463300468,0.4744795053519739,1.608677164077931
NGC 1380,inner,stpsf_field_1280_1024,0.09394665512068937,0.44816366277872927,1.4527311152112203
NGC 1380,inner,stpsf_field_1280_1024,0.10289395560837407,0.41872195505469345,1.3623809215343083
NGC 1380,inner,stpsf_field_1280_1024,0.11184125609605877,0.390872820376398,1.2658970426365237
NGC 1380,inner,stpsf_field_1280_1024,0.12078855658374346,0.36806995211543336,1.2388194412022493
NGC 1380,inner,stpsf_field_1280_1024,0.12973585707142818,0.3442343682647544,1.1399389639998119
NGC 1380,inner,stpsf_field_1280_1024,0.13868315755911287,0.3240534712393759,1.0385119196596484
NGC 1380,inner,stpsf_field_1280_1024,0.14763045804679759,0.3036265061669713,0.9614880803403514
NGC 1380,inner,stpsf_field_1280_1024,0.15657775853448228,0.2841560547811499,0.9362226915199618
NGC 1380,inner,stpsf_field_1280_1024,0.16552505902216696,0.2652532680075618,0.892502695885791
NGC 1380,inner,stpsf_field_1280_1024,0.17447235950985168,0.2481473436497594,0.8356946910905335
NGC 1380,inner,stpsf_field_1280_1024,0.1834196599975364,0.23088767099484966,0.7503428527688251
NGC 1380,inner,stpsf_field_1280_1024,0.1923669604852211,0.21515079786948582,0.7159905328326641
NGC 1380,inner,stpsf_field_1280_1024,0.20131426097290578,0.20094693677283795,0.6673597728868198
NGC 1380,inner,stpsf_field_1280_1024,0.2102615614605905,0.18771965940477137,0.6340490005617038
NGC 1380,inner,stpsf_field_1280_1024,0.21920886194827519,0.17405151741805794,0.6167165547840961
NGC 1380,inner,stpsf_field_1280_1024,0.22815616243595988,0.16288708126257148,0.5682297399395565
NGC 1380,inner,stpsf_field_1280_1024,0.2371034629236446,0.15264080404816005,0.5118782537156613
NGC 1380,inner,stpsf_field_1280_1024,0.2460507634113293,0.14268760380214549,0.48866101387809124
NGC 1380,inner,stpsf_field_1280_1024,0.254998063899014,0.1353128249419013,0.459296794407273
NGC 1380,inner,stpsf_field_1280_1024,0.2639453643866987,0.12846954755586537,0.42601679373690593
NGC 1380,inner,stpsf_field_1280_1024,0.2728926648743834,0.12217026724023719,0.4082939602206176
NGC 1380,inner,stpsf_field_1280_1024,0.2818399653620681,0.11643102955483045,0.3861928727032299
NGC 1380,inner,stpsf_field_1280_1024,0.2907872658497528,0.11097441637733493,0.3775902151125829
NGC 1380,inner,stpsf_field_1280_1024,0.2997345663374375,0.10629206859283101,0.3459949418223496
NGC 1380,inner,stpsf_field_1280_1024,0.3086818668251222,0.10099782377480371,0.33304854921014254
NGC 1380,inner,stpsf_field_1280_1024,0.3176291673128069,0.0958797446644414,0.31649375333624297
NGC 1380,inner,stpsf_field_1280_1024,0.32657646780049165,0.09104548284085678,0.29283116632259204
NGC 1380,inner,stpsf_field_1280_1024,0.3355237682881763,0.08566436397753754,0.2752690643014756
NGC 1380,inner,stpsf_field_1280_1024,0.344471068775861,0.08035608709589194,0.2701270720180868
NGC 1380,inner,stpsf_field_1280_1024,0.35341836926354575,0.07489060559667085,0.25622385088796773
NGC 1380,inner,stpsf_field_1280_1024,0.3623656697512304,0.06929215754340186,0.2332797842645429
NGC 1380,inner,stpsf_field_1280_1024,0.3713129702389151,0.06393694662380736,0.22801369315909564
NGC 1380,inner,stpsf_field_1280_1024,0.38026027072659985,0.05860628094117035,0.21581005679939708
NGC 1380,inner,stpsf_field_1280_1024,0.3892075712142845,0.053523023599457833,0.20715055158980256
NGC 1380,inner,stpsf_field_1280_1024,0.3981548717019692,0.048508373490708565,0.19952239806375344
NGC 1380,inner,stpsf_field_1280_1024,0.40710217218965394,0.043931111279444525,0.18621966771307302
NGC 1380,inner,stpsf_field_1280_1024,0.4160494726773386,0.03969265433387594,0.17634463857930915
NGC 1380,inner,stpsf_field_1280_1024,0.4249967731650233,0.0356612357164672,0.17154663949523988
NGC 1380,inner,stpsf_field_1280_1024,0.43394407365270804,0.03214090161021474,0.16730701255579966
NGC 1380,inner,stpsf_field_1280_1024,0.4428913741403927,0.029004235049892496,0.16473628558220388
NGC 1380,inner,stpsf_field_1280_1024,0.4518386746280775,0.02627100376946528,0.1545306729759492
NGC 1380,inner,stpsf_field_1280_1024,0.46078597511576214,0.023885683683587587,0.15212811578295196
NGC 1380,inner,stpsf_field_1280_1024,0.4697332756034468,0.02168341025731258,0.14290478852963268
NGC 1380,inner,stpsf_field_1280_1024,0.47868057609113157,0.01983820242483981,0.13630243644044532
NGC 1380,inner,stpsf_field_1280_1024,0.48762787657881623,0.018366180135500332,0.13559378376025213
