galaxy,ring,variant,k,Pk,Pk_error,Pk_count,E_median,E_mad,N_windowed
NGC 1380,inner,winsor_3.0,0.04026285219458116,0.5063503888449546,0.008193404093265688,3884,0.6462901116006565,0.005113979298614032,2.7927162286177243
NGC 1380,inner,winsor_3.0,0.04921015268226586,0.49354555610180706,0.00705533007315691,4760,0.6036247970714437,0.0009848154933658826,2.4904553534398395
NGC 1380,inner,winsor_3.0,0.05815745316995056,0.43489766347123066,0.005795557108197047,5552,0.5676471982475328,0.002157093420483482,2.1598008069547334
NGC 1380,inner,winsor_3.0,0.06710475365763527,0.40282493728916824,0.004854507602925858,6500,0.5390658699252711,0.0010333926011109197,1.976923896119913
NGC 1380,inner,winsor_3.0,0.07605205414531996,0.376782330505398,0.004358729709746955,7312,0.5058058736718766,0.0006014850325559867,1.82950930675268
NGC 1380,inner,winsor_3.0,0.08499935463300468,0.35618628331257496,0.004076097270764695,8176,0.4761899089457948,0.0009904108268175404,1.608677164077931
NGC 1380,inner,winsor_3.0,0.09394665512068937,0.32329179023380483,0.0033404372127896157,9032,0.44695905045652634,0.0028181230008161168,1.4527311152112203
NGC 1380,inner,winsor_3.0,0.10289395560837407,0.29125742049589154,0.002938360783891324,9936,0.41831817634309326,0.0008821523226878672,1.3623809215343083
NGC 1380,inner,winsor_3.0,0.11184125609605877,0.2578804410539247,0.0025315774120343803,10768,0.3919961745836834,0.001150955208883797,1.2658970426365237
NGC 1380,inner,winsor_3.0,0.12078855658374346,0.23764967495003894,0.0022071610530523754,11580,0.36786469478318706,0.002286055900400798,1.2388194412022493
NGC 1380,inner,winsor_3.0,0.12973585707142818,0.22692131883103486,0.00203273715724185,12520,0.3450100853933829,0.0011500782149046227,1.1399389639998119
NGC 1380,inner,winsor_3.0,0.13868315755911287,0.20874539601571987,0.001830861318425477,13332,0.3240012680554853,0.000635469691062676,1.0385119196596484
NGC 1380,inner,winsor_3.0,0.14763045804679759,0.1873447049322438,0.0015592830947553339,14210,0.30508944187363835,0.0015183956560961347,0.9614880803403514
NGC 1380,inner,winsor_3.0,0.15657775853448228,0.1647501825836036,0.0013734633727063798,15074,0.2853302492122798,0.0015123668624186998,0.9362226915199618
NGC 1380,inner,winsor_3.0,0.16552505902216696,0.14880130654345738,0.0012228723050548191,15960,0.26621903339437797,0.001431843762493612,0.892502695885791
NGC 1380,inner,winsor_3.0,0.17447235950985168,0.1293283508180012,0.000989426349217463,16796,0.2481473436497594,0.000715820339180358,0.8356946910905335
NGC 1380,inner,winsor_3.0,0.1834196599975364,0.11986821170255817,0.0009153907817181079,17600,0.23108134967731953,0.0024250054972059605,0.7503428527688251
NGC 1380,inner,winsor_3.0,0.1923669604852211,0.1037135234966232,0.0007652357752807362,18560,0.21669265217461145,0.0022859531927792564,0.7159905328326641
NGC 1380,inner,winsor_3.0,0.20131426097290578,0.09408059297505494,0.0006703318326160706,19368,0.20094693677283795,0.0011229682455175492,0.6673597728868198
NGC 1380,inner,winsor_3.0,0.2102615614605905,0.08067411997443706,0.0005677241919944426,20246,0.18771965940477137,0.0007901364917089948,0.6340490005617038
NGC 1380,inner,winsor_3.0,0.21920886194827519,0.07573655961748747,0.0005234598320600138,21078,0.17514800877112333,0.0013353431524193353,0.6167165547840961
