galaxy,ring,variant,k,Pk,Pk_error,Pk_count,E_median,E_mad,N_windowed
NGC 1380,inner,winsor_3.5,0.2102615614605905,0.08717703738609235,0.000612125060546831,20246,0.18771965940477137,0.0007901364917089948,0.6340490005617038
NGC 1380,inner,winsor_3.5,0.21920886194827519,0.08142804384458319,0.0005628106772044952,21078,0.17514800877112333,0.0013353431524193353,0.6167165547840961
NGC 1380,inner,winsor_3.5,0.22815616243595988,0.0723667008745426,0.0004927015786895036,22000,0.16317972063464725,0.0012663518497967497,0.5682297399395565
NGC 1380,inner,winsor_3.5,0.2371034629236446,0.06347585460321764,0.0004292650719971946,22750,0.15281478819166985,0.000745225654921076,0.5118782537156613
NGC 1380,inner,winsor_3.5,0.2460507634113293,0.05612027275052497,0.00036633852252959784,23702,0.14343179926505562,0.0012818575828508134,0.48866101387809124
NGC 1380,inner,winsor_3.5,0.254998063899014,0.05014598255449566,0.0003167942020965588,24568,0.1357455279336306,0.0006415254555378439,0.459296794407273
NGC 1380,inner,winsor_3.5,0.2639453643866987,0.044410870913280116,0.0002813984886421415,25424,0.1289031434356068,0.0005350569956717319,0.42601679373690593
NGC 1380,inner,winsor_3.5,0.2728926648743834,0.04033814922672045,0.00024944855608920326,26246,0.12217026724023719,0.0007307511814037401,0.4082939602206176
NGC 1380,inner,winsor_3.5,0.2818399653620681,0.036985260931425123,0.00022761178882141304,27102,0.11643102955483045,0.0009360140445194605,0.3861928727032299
NGC 1380,inner,winsor_3.5,0.2907872658497528,0.03361942120342363,0.00020119029446039025,28052,0.11111439274231294,0.0008240473045667054,0.3775902151125829
NGC 1380,inner,winsor_3.5,0.2997345663374375,0.030199407805505108,0.00017945546534141562,28774,0.10640578652223519,0.0002160971340038066,0.3459949418223496
NGC 1380,inner,winsor_3.5,0.3086818668251222,0.025572832949087056,0.00015024110590222594,29762,0.10115272587089878,0.0010097524108171648,0.33304854921014254
NGC 1380,inner,winsor_3.5,0.3176291673128069,0.023140263930411832,0.00013351087273551327,30604,0.0962061800455676,0.0007542895450737158,0.31649375333624297
NGC 1380,inner,winsor_3.5,0.32657646780049165,0.02099169729769145,0.00012006485435328166,31396,0.0912007955391045,0.00025591672796752954,0.29283116632259204
NGC 1380,inner,winsor_3.5,0.3355237682881763,0.018296340715078765,0.00010459424200690914,32310,0.08624309765634756,0.0003711898805293235,0.2752690643014756
NGC 1380,inner,winsor_3.5,0.344471068775861,0.016218003173924224,8.94717710602285e-05,33150,0.08072455340527526,0.0005462881502917137,0.2701270720180868
NGC 1380,inner,winsor_3.5,0.35341836926354575,0.013704240938316667,7.53767480423482e-05,34048,0.07511417702854775,0.0004207633307456687,0.25622385088796773
NGC 1380,inner,winsor_3.5,0.3623656697512304,0.011684029683099428,6.375466763723381e-05,34826,0.06951000431000377,0.0006094290295208723,0.2332797842645429
NGC 1380,inner,winsor_3.5,0.3713129702389151,0.009824656193327687,5.35909503569241e-05,35762,0.06420157365297811,0.0003923360334485577,0.22801369315909564
NGC 1380,inner,winsor_3.5,0.38026027072659985,0.008419831184468636,4.5191386483879115e-05,36576,0.058965091546365034,0.000531972603261643,0.21581005679939708
NGC 1380,inner,winsor_3.5,0.3892075712142845,0.006897076832263244,3.61817350168998e-05,37486,0.05369961138809777,0.0003793694681112241,0.20715055158980256
NGC 1380,inner,winsor_3.5,0.3981548717019692,0.005852999089613255,3.0363928100771343e-05,38328,0.048884755236477395,0.0005580235762768683,0.19952239806375344
NGC 1380,inner,winsor_3.5,0.40710217218965394,0.004759527542023489,2.4614134168517962e-05,39182,0.04416236141229968,0.0003428514469710495,0.18621966771307302
NGC 1380,inner,winsor_3.5,0.4160494726773386,0.003913513178581213,1.990931401411178e-05,40048,0.039961366594594996,0.0003983927977420706,0.17634463857930915
NGC 1380,inner,winsor_3.5,0.4249967731650233,0.0031502835019999874,1.6037615706238746e-05,40910,0.03595183514663197,0.0004308427151622944,0.17154663949523988
NGC 1380,inner,winsor_3.5,0.43394407365270804,0.0026256266183940073,1.322804720783122e-05,41770,0.03230888480614049,0.0002592821837431208,0.16730701255579966
NGC 1380,inner,winsor_3.5,0.4428913741403927,0.002111504904744055,1.0672860140891728e-05,42612,0.02909238012015718,0.0002545159449202304,0.16473628558220388
NGC 1380,inner,winsor_3.5,0.4518386746280775,0.0016894473148417845,8.205108967251868e-06,43498,0.026273024182007533,0.00018810164037630494,0.1545306729759492
NGC 1380,inner,winsor_3.5,0.46078597511576214,0.0014390247742747902,7.074711706093802e-06,44320,0.02394590847769155,8.928927973853735e-05,0.15212811578295196
NGC 1380,inner,winsor_3.5,0.4697332756034468,0.0011931186048241688,5.736615638756087e-06,45250,0.021735453267559605,0.0002543182590434429,0.14290478852963268
NGC 1380,inner,winsor_3.5,0.47868057609113157,0.0009742785954387153,4.586467591530684e-06,46038,0.019946204786243718,0.00021579517739627808,0.13630243644044532
NGC 1380,inner,winsor_3.5,0.48762787657881623,0.0008543066282246768,4.074018582798249e-06,47008,0.018403244877069208,0.0002700413635314152,0.13559378376025213
NGC 1380,inner,winsor_3.5,0.49657517706650095,0.0007583371862581053,3.6108057678500286e-06,47481,0.017011642146697037,0.00025903128217197465,0.1377432763751965
NGC 1380,inner,winsor_3.5,0.5055224775541856,0.0006261704926838568,3.1966389558444258e-06,39738,0.012747452494765419,0.0002258356452943615,0.12367053488955122
NGC 1380,inner,winsor_3.5,0.5144697780418703,0.0005426654041652068,2.9768521690618917e-06,34564,0.00971548937440912,8.648682559449465e-05,0.11488302695688507
NGC 1380,inner,winsor_3.5,0.5234170785295551,0.00047073229008154284,2.6806275396784694e-06,31156,0.007591796619546154,6.015308086031373e-05,0.11012162253910056
NGC 1380,inner,winsor_3.5,0.5323643790172398,0.00043245420287155373,2.5844136471661708e-06,28432,0.005924740699044155,6.618024645227696e-05,0.10610549207903942
NGC 1380,inner,winsor_3.5,0.5413116795049244,0.0003990071921536943,2.448689603241483e-06,26002,0.004602922900558946,2.8103163783515e-05,0.10001385159799533
NGC 1380,inner,winsor_3.5,0.5502589799926092,0.0003659036790847478,2.4281333595380795e-06,23936,0.003535821847786751,1.8468818072770523e-05,0.09372425633065118
NGC 1380,inner,winsor_3.5,0.5592062804802939,0.00034700721815372765,2.309362040579381e-06,22012,0.002713844052476164,4.445212097475972e-05,0.08904488450769607
NGC 1380,inner,winsor_3.5,0.5681535809679785,0.0003283796188556301,2.3551631860102093e-06,20230,0.0020260250320720636,2.7958359356016097e-05,0.08650476923116848
NGC 1380,inner,winsor_3.5,0.5771008814556633,0.00031347152581948914,2.2864080719704113e-06,18606,0.0014840930478135165,1.3447601560337208e-05,0.08597638654953783
NGC 1380,inner,winsor_3.5,0.586048181943348,0.0003023564798081067,2.3419875166533426e-06,16966,0.0010647306488173257,1.3947216847749591e-05,0.07959950959863697
NGC 1380,inner,winsor_3.5,0.5949954824310326,0.00028823565888363767,2.346458549043173e-06,15522,0.000751292273719702,1.4520624596318014e-05,0.07603286396404194
NGC 1380,inner,winsor_3.5,0.6039427829187174,0.00028735745855517286,2.4403897160553595e-06,14026,0.0005383449239698959,1.5325125307022835e-05,0.07479456709559562
NGC 1380,inner,winsor_3.5,0.612890083406402,0.00027717530687149024,2.4402644370201295e-06,12706,0.0003970716538004919,1.0432845726503546e-05,0.07175641497614457
NGC 1380,inner,winsor_3.5,0.6218373838940867,0.00026870678474296794,2.586636740849588e-06,11278,0.00030810845556468756,8.176197610679535e-06,0.07071941228342532
NGC 1380,inner,winsor_3.5,0.6307846843817715,0.0002777794275361501,2.7206644485685034e-06,10078,0.0002524990814303458,4.301760531966509e-06,0.06943498393136066
NGC 1380,inner,winsor_3.5,0.6397319848694563,0.00026806006364884995,2.827536768338271e-06,8766,0.00022097403697350854,2.9727089971155737e-06,0.07089333106164354
NGC 1380,inner,winsor_3.5,0.6486792853571408,0.0002551677966182722,2.8965360594020406e-06,7526,0.00020265714430392785,3.197432399954872e-06,0.06716805809018728
NGC 1380,inner,winsor_3.5,0.6576265858448256,0.0002527351690688593,3.249881950517271e-06,6332,0.00019491199441565326,1.7946311619994356e-06,0.06589860526702823
NGC 1380,inner,winsor_3.5,0.6665738863325104,0.0002466544529163498,3.4504627292730987e-06,5106,0.00019141697967269773,2.7607009160633966e-06,0.0693031111731882
NGC 1380,inner,winsor_3.5,0.6755211868201949,0.00025025107701312325,3.920886528929593e-06,3996,0.0001891396433563655,3.7907019357457082e-06,0.06546594011744353
NGC 1380,inner,winsor_3.5,0.6844684873078797,0.000251974209085869,4.673268843122855e-06,2778,0.00018699295293528873,1.9777093451049546e-06,0.06055386237466695
NGC 1380,inner,winsor_3.5,0.6934157877955645,0.00027949680306612197,7.019908194383762e-06,1734,0.0001859689229288293,4.193094615470923e-06,0.06239706286447422
NGC 1380,inner,winsor_3.5,0.702363088283249,0.00020273261425361855,7.5258144652653766e-06,576,0.00018882123501665974,4.384909637271044e-06,0.06384012164012325
NGC 1380,inner,winsor_4.0,0.004473650243842351,5.3821195956085575,0.8553948323981819,433,0.9222181259301659,0.008345614956539078,17.434711865100187
NGC 1380,inner,winsor_4.0,0.013420950731527052,0.9261488094346093,0.02798938602213197,1296,0.8384556173674605,0.0027725839571039962,8.4902442384271
NGC 1380,inner,winsor_4.0,0.02236825121921175,0.7671029451715715,0.015913412312032044,2148,0.7558986676118079,0.0016391256968593722,4.252685381328652
NGC 1380,inner,winsor_4.0,0.031315551706896455,0.6230927537483236,0.011043578653234003,3000,0.6928921800694946,0.005763675486481446,3.262787637196171
NGC 1380,inner,winsor_4.0,0.04026285219458116,0.5662389424130262,0.00916030087586168,3884,0.6462901116006565,0.005113979298614032,2.7927162286177243
NGC 1380,inner,winsor_4.0,0.04921015268226586,0.5518599315573138,0.007886468022928233,4760,0.6036247970714437,0.0009848154933658826,2.4904553534398395
NGC 1380,inner,winsor_4.0,0.05815745316995056,0.4889791809917113,0.006525514674340475,5552,0.5676471982475328,0.002157093420483482,2.1598008069547334
NGC 1380,inner,winsor_4.0,0.06710475365763527,0.448824977362944,0.0054328818716264755,6500,0.5390658699252711,0.0010333926011109197,1.976923896119913
NGC 1380,inner,winsor_4.0,0.07605205414531996,0.4217611447263461,0.004874762886540284,7312,0.5058058736718766,0.0006014850325559867,1.82950930675268
NGC 1380,inner,winsor_4.0,0.08499935463300468,0.39694088934616184,0.004550725248339031,8176,0.4761899089457948,0.0009904108268175404,1.608677164077931
NGC 1380,inner,winsor_4.0,0.09394665512068937,0.3612653897032593,0.0037273346976370303,9032,0.44695905045652634,0.0028181230008161168,1.4527311152112203
NGC 1380,inner,winsor_4.0,0.10289395560837407,0.3250568703297636,0.003279274570791835,9936,0.41831817634309326,0.0008821523226878672,1.3623809215343083
NGC 1380,inner,winsor_4.0,0.11184125609605877,0.28886848602008036,0.0028300622212623482,10768,0.3919961745836834,0.001150955208883797,1.2658970426365237
NGC 1380,inner,winsor_4.0,0.12078855658374346,0.26489767615408094,0.002463579950039539,11580,0.36786469478318706,0.002286055900400798,1.2388194412022493
NGC 1380,inner,winsor_4.0,0.12973585707142818,0.2535963213737341,0.002269859491655195,12520,0.3450100853933829,0.0011500782149046227,1.1399389639998119
NGC 1380,inner,winsor_4.0,0.13868315755911287,0.23305911205795127,0.0020383755349125095,13332,0.3240012680554853,0.000635469691062676,1.0385119196596484
NGC 1380,inner,winsor_4.0,0.14763045804679759,0.20936250546147672,0.001746481758099008,14210,0.30508944187363835,0.0015183956560961347,0.9614880803403514
NGC 1380,inner,winsor_4.0,0.15657775853448228,0.18475191191526655,0.0015411278599237797,15074,0.2853302492122798,0.0015123668624186998,0.9362226915199618
NGC 1380,inner,winsor_4.0,0.16552505902216696,0.16645357377283299,0.0013665961199276022,15960,0.26621903339437797,0.001431843762493612,0.892502695885791
NGC 1380,inner,winsor_4.0,0.17447235950985168,0.14507931326825332,0.0011093128185218418,16796,0.2481473436497594,0.000715820339180358,0.8356946910905335
NGC 1380,inner,winsor_4.0,0.1834196599975364,0.1333921324423338,0.001019352681769417,17600,0.23108134967731953,0.0024250054972059605,0.7503428527688251
NGC 1380,inner,winsor_4.0,0.1923669604852211,0.11594190943854986,0.0008539865564688071,18560,0.21669265217461145,0.0022859531927792564,0.7159905328326641
NGC 1380,inner,winsor_4.0,0.20131426097290578,0.10496045002049244,0.0007472371445614005,19368,0.20094693677283795,0.0011229682455175492,0.6673597728868198
NGC 1380,inner,winsor_4.0,0.2102615614605905,0.09012321774866017,0.000632414452426357,20246,0.18771965940477137,0.0007901364917089948,0.6340490005617038
NGC 1380,inner,winsor_4.0,0.21920886194827519,0.08395538814696564,0.0005801378777177873,21078,0.17514800877112333,0.0013353431524193353,0.6167165547840961
NGC 1380,inner,winsor_4.0,0.22815616243595988,0.07472609551178967,0.0005081524669513613,22000,0.16317972063464725,0.0012663518497967497,0.5682297399395565
NGC 1380,inner,winsor_4.0,0.2371034629236446,0.06561284046663789,0.0004438140680726256,22750,0.15281478819166985,0.000745225654921076,0.5118782537156613
NGC 1380,inner,winsor_4.0,0.2460507634113293,0.057969928595885296,0.0003788477271501383,23702,0.14343179926505562,0.0012818575828508134,0.48866101387809124
NGC 1380,inner,winsor_4.0,0.254998063899014,0.05185116286459002,0.0003267751673804094,24568,0.1357455279336306,0.0006415254555378439,0.459296794407273
NGC 1380,inner,winsor_4.0,0.2639453643866987,0.04600626005316992,0.000291764625216353,25424,0.1289031434356068,0.0005350569956717319,0.42601679373690593
NGC 1380,inner,winsor_4.0,0.2728926648743834,0.041668175734664865,0.00025752734022383545,26246,0.12217026724023719,0.0007307511814037401,0.4082939602206176
NGC 1380,inner,winsor_4.0,0.2818399653620681,0.03823099813815111,0.0002351988771099735,27102,0.11643102955483045,0.0009360140445194605,0.3861928727032299
NGC 1380,inner,winsor_4.0,0.2907872658497528,0.03478144488818566,0.00020783007470606105,28052,0.11111439274231294,0.0008240473045667054,0.3775902151125829
NGC 1380,inner,winsor_4.0,0.2997345663374375,0.031139510742628183,0.000184651011926422,28774,0.10640578652223519,0.0002160971340038066,0.3459949418223496
NGC 1380,inner,winsor_4.0,0.3086818668251222,0.026409746400078746,0.00015511045869466965,29762,0.10115272587089878,0.0010097524108171648,0.33304854921014254
NGC 1380,inner,winsor_4.0,0.3176291673128069,0.023903541162731082,0.0001378318064237783,30604,0.0962061800455676,0.0007542895450737158,0.31649375333624297
NGC 1380,inner,winsor_4.0,0.32657646780049165,0.02168267009999789,0.00012422215962147373,31396,0.0912007955391045,0.00025591672796752954,0.29283116632259204
NGC 1380,inner,winsor_4.0,0.3355237682881763,0.018868930717606126,0.00010807000074739568,32310,0.08624309765634756,0.0003711898805293235,0.2752690643014756
NGC 1380,inner,winsor_4.0,0.344471068775861,0.016757251444873927,9.254107729537868e-05,33150,0.08072455340527526,0.0005462881502917137,0.2701270720180868
NGC 1380,inner,winsor_4.0,0.35341836926354575,0.014137558547224177,7.779843766407553e-05,34048,0.07511417702854775,0.0004207633307456687,0.25622385088796773
NGC 1380,inner,winsor_4.0,0.3623656697512304,0.012001668939526313,6.553125650174409e-05,34826,0.06951000431000377,0.0006094290295208723,0.2332797842645429
NGC 1380,inner,winsor_4.0,0.3713129702389151,0.010094149564685316,5.518369007049001e-05,35762,0.06420157365297811,0.0003923360334485577,0.22801369315909564
NGC 1380,inner,winsor_4.0,0.38026027072659985,0.008638349962445623,4.6276528345170994e-05,36576,0.058965091546365034,0.000531972603261643,0.21581005679939708
NGC 1380,inner,winsor_4.0,0.3892075712142845,0.007080004418167749,3.7225707476701934e-05,37486,0.05369961138809777,0.0003793694681112241,0.20715055158980256
NGC 1380,inner,winsor_4.0,0.3981548717019692,0.0059945592676062896,3.118931939133349e-05,38328,0.048884755236477395,0.0005580235762768683,0.19952239806375344
NGC 1380,inner,winsor_4.0,0.40710217218965394,0.0048595860632765315,2.5184866286076325e-05,39182,0.04416236141229968,0.0003428514469710495,0.18621966771307302
NGC 1380,inner,winsor_4.0,0.4160494726773386,0.003979333392496743,2.0353832124141836e-05,40048,0.039961366594594996,0.0003983927977420706,0.17634463857930915
NGC 1380,inner,winsor_4.0,0.4249967731650233,0.003187878476443176,1.6188437219621386e-05,40910,0.03595183514663197,0.0004308427151622944,0.17154663949523988
NGC 1380,inner,winsor_4.0,0.43394407365270804,0.0026358801483939327,1.3305105790893646e-05,41770,0.03230888480614049,0.0002592821837431208,0.16730701255579966
NGC 1380,inner,winsor_4.0,0.4428913741403927,0.002097092298557482,1.0584030736199475e-05,42612,0.02909238012015718,0.0002545159449202304,0.16473628558220388
NGC 1380,inner,winsor_4.0,0.4518386746280775,0.0016731098394129004,8.15097278257663e-06,43498,0.026273024182007533,0.00018810164037630494,0.1545306729759492
NGC 1380,inner,winsor_4.0,0.46078597511576214,0.001411837675730763,6.950940497341146e-06,44320,0.02394590847769155,8.928927973853735e-05,0.15212811578295196
NGC 1380,inner,winsor_4.0,0.4697332756034468,0.0011534890609494913,5.53956839857831e-06,45250,0.021735453267559605,0.0002543182590434429,0.14290478852963268
NGC 1380,inner,winsor_4.0,0.47868057609113157,0.0009284111994067044,4.41915895168341e-06,46038,0.019946204786243718,0.00021579517739627808,0.13630243644044532
NGC 1380,inner,winsor_4.0,0.48762787657881623,0.0008044458642321055,3.825263546250809e-06,47008,0.018403244877069208,0.0002700413635314152,0.13559378376025213
NGC 1380,inner,winsor_4.0,0.49657517706650095,0.0007065285255796491,3.3666106261408653e-06,47481,0.017011642146697037,0.00025903128217197465,0.1377432763751965
NGC 1380,inner,winsor_4.0,0.5055224775541856,0.000575555218435756,2.950437551377457e-06,39738,0.012747452494765419,0.0002258356452943615,0.12367053488955122
NGC 1380,inner,winsor_4.0,0.5144697780418703,0.0004869267804225935,2.6519839912070524e-06,34564,0.00971548937440912,8.648682559449465e-05,0.11488302695688507
NGC 1380,inner,winsor_4.0,0.5234170785295551,0.00042209707900755394,2.399900828668695e-06,31156,0.007591796619546154,6.015308086031373e-05,0.11012162253910056
NGC 1380,inner,winsor_4.0,0.5323643790172398,0.00038171739304357556,2.285309918578694e-06,28432,0.005924740699044155,6.618024645227696e-05,0.10610549207903942
NGC 1380,inner,winsor_4.0,0.5413116795049244,0.00034877558031088036,2.1575910315136425e-06,26002,0.004602922900558946,2.8103163783515e-05,0.10001385159799533
NGC 1380,inner,winsor_4.0,0.5502589799926092,0.00032080474801672544,2.12849797478442e-06,23936,0.003535821847786751,1.8468818072770523e-05,0.09372425633065118
NGC 1380,inner,winsor_4.0,0.5592062804802939,0.0003031189028554974,2.0147536429487234e-06,22012,0.002713844052476164,4.445212097475972e-05,0.08904488450769607
NGC 1380,inner,winsor_4.0,0.5681535809679785,0.00028641359866830927,2.04906388963279e-06,20230,0.0020260250320720636,2.7958359356016097e-05,0.08650476923116848
NGC 1380,inner,winsor_4.0,0.5771008814556633,0.00026805018036647917,1.981659043735853e-06,18606,0.0014840930478135165,1.3447601560337208e-05,0.08597638654953783
NGC 1380,inner,winsor_4.0,0.586048181943348,0.0002588730243099783,1.9968334951082717e-06,16966,0.0010647306488173257,1.3947216847749591e-05,0.07959950959863697
NGC 1380,inner,winsor_4.0,0.5949954824310326,0.0002507756666946652,2.056730065875051e-06,15522,0.000751292273719702,1.4520624596318014e-05,0.07603286396404194
NGC 1380,inner,winsor_4.0,0.6039427829187174,0.00024980097454590334,2.1079011028123005e-06,14026,0.0005383449239698959,1.5325125307022835e-05,0.07479456709559562
NGC 1380,inner,winsor_4.0,0.612890083406402,0.0002460002259237298,2.174723580707272e-06,12706,0.0003970716538004919,1.0432845726503546e-05,0.07175641497614457
NGC 1380,inner,winsor_4.0,0.6218373838940867,0.000238427202238608,2.28472641508463e-06,11278,0.00030810845556468756,8.176197610679535e-06,0.07071941228342532
NGC 1380,inner,winsor_4.0,0.6307846843817715,0.0002449709704483069,2.418934063056049e-06,10078,0.0002524990814303458,4.301760531966509e-06,0.06943498393136066
NGC 1380,inner,winsor_4.0,0.6397319848694563,0.00024221065928970353,2.5890910216073335e-06,8766,0.00022097403697350854,2.9727089971155737e-06,0.07089333106164354
NGC 1380,inner,winsor_4.0,0.6486792853571408,0.00022717841359040997,2.5833513673700124e-06,7526,0.00020265714430392785,3.197432399954872e-06,0.06716805809018728
NGC 1380,inner,winsor_4.0,0.6576265858448256,0.0002272880227459646,2.8668059690246366e-06,6332,0.00019491199441565326,1.7946311619994356e-06,0.06589860526702823
NGC 1380,inner,winsor_4.0,0.6665738863325104,0.00022089343555865775,3.0446078639648174e-06,5106,0.00019141697967269773,2.7607009160633966e-06,0.0693031111731882
NGC 1380,inner,winsor_4.0,0.6755211868201949,0.00022026463939209254,3.39176622890739e-06,3996,0.0001891396433563655,3.7907019357457082e-06,0.06546594011744353
NGC 1380,inner,winsor_4.0,0.6844684873078797,0.00022695601399966774,4.280861962949945e-06,2778,0.00018699295293528873,1.9777093451049546e-06,0.06055386237466695
NGC 1380,inner,winsor_4.0,0.6934157877955645,0.00023090973954454855,5.637511637558636e-06,1734,0.0001859689229288293,4.193094615470923e-06,0.06239706286447422
NGC 1380,inner,winsor_4.0,0.702363088283249,0.00017068733613784096,6.37951658127496e-06,576,0.00018882123501665974,4.384909637271044e-06,0.06384012164012325
NGC 1380,outer,raw,0.004474406866516569,8.572326943255044,1.3156452046732217,1389,0.9142751194807682,0.0008850703400415504,17.372791566947843
NGC 1380,outer,raw,0.013423220599549706,0.7983028707512829,0.01251250811320733,4188,0.8188529695227412,0.0016503951331141725,8.426136569208392
NGC 1380,outer,raw,0.022372034332582842,0.6539560103848685,0.0076316638416942615,6972,0.744410404783652,0.0036039955303195383,4.188058374972115
NGC 1380,outer,raw,0.03132084806561598,0.5902308952355871,0.006001747251414088,9748,0.6849795393212134,0.0011735777751306902,3.2121831781424466
NGC 1380,outer,raw,0.04026966179864912,0.5463230342042937,0.00490176138415311,12540,0.6366925428578927,0.0015874343539864846,2.776923347255595
NGC 1380,outer,raw,0.04921847553168225,0.49794452437749165,0.0040563691826877015,15332,0.5953254493453097,0.0028262861753540823,2.4636221044312374
NGC 1380,outer,raw,0.0581672892647154,0.4561697948439523,0.0033613398435788956,18120,0.5612195748212985,0.0006919381756273278,2.156561933574925
NGC 1380,outer,raw,0.06711610299774853,0.4249135933769346,0.0030006251102599776,20900,0.5311219939593524,0.0009874609048262954,1.9735515257168812
NGC 1380,outer,raw,0.07606491673078167,0.39577067139538064,0.0025530806367552233,23692,0.502085503791373,0.0021905554468313344,1.8223441371804194
NGC 1380,outer,raw,0.0850137304638148,0.36225077374696457,0.0022298545756217016,26446,0.47163081024129905,0.0010299518176547819,1.6138328612650599
NGC 1380,outer,raw,0.09396254419684794,0.3297146235446169,0.0019214224631856197,29296,0.44214815970873056,0.001087629023089114,1.4551964745530244
NGC 1380,outer,raw,0.10291135792988108,0.3057607483308152,0.0017106572075946795,32056,0.41549790914465395,0.0012348616279016617,1.370750856538862
NGC 1380,outer,raw,0.11186017166291422,0.2734823364956995,0.0014401698391464809,34844,0.38948531573464995,0.0008094166157476394,1.272035298320372
NGC 1380,outer,raw,0.12080898539594737,0.25574306612995273,0.0013310112872997508,37592,0.3646395875008525,0.0012287076698073696,1.2364126860704832
NGC 1380,outer,raw,0.1297577991289805,0.23413264108431736,0.0011664791847476852,40444,0.34273084158902895,0.0017002751504729104,1.1330025291369004
NGC 1380,outer,raw,0.13870661286201363,0.21231630910857993,0.0010189269918211756,43188,0.322249514973968,0.0007805345749503648,1.0370947245967488
NGC 1380,outer,raw,0.14765542659504677,0.19212008253216944,0.0009008226475933955,45976,0.30258883465414466,0.0010465962219917192,0.9629052754032509
NGC 1380,outer,raw,0.1566042403280799,0.17276372519993718,0.0007895299193470727,48772,0.28338764524891985,0.0015948587356025199,0.9323169336229146
NGC 1380,outer,raw,0.16555305406111304,0.15519099410135145,0.0006792198163877957,51524,0.265777410127398,0.0012973561202556196,0.8894781032892523
NGC 1380,outer,raw,0.17450186779414617,0.13865055067119897,0.000593228146520311,54354,0.24757323370008455,0.000844866984016206,0.8389828758391679
NGC 1380,outer,raw,0.1834506815271793,0.12672729566596747,0.0005315499759592715,57196,0.23082845346035563,0.0007250537700878925,0.7518774076055101
NGC 1380,outer,raw,0.19239949526021247,0.11304567908067305,0.00046198655252717837,59936,0.21553461248866151,0.0008402165673230247,0.7175842179836309
NGC 1380,outer,raw,0.2013483089932456,0.1014888115524081,0.00040798449910696297,62664,0.2004436008430151,0.0012008397626515185,0.6701489867704329
NGC 1380,outer,raw,0.21029712272627873,0.09008341044901642,0.0003541853971908128,65448,0.18681733001412357,0.0012236995288797878,0.6347631804640909
NGC 1380,outer,raw,0.21924593645931187,0.08037856856263406,0.000305685815547167,68324,0.17482297773620936,0.001181687732866831,0.6186357894511683
NGC 1380,outer,raw,0.228194750192345,0.07092275423384681,0.00026905819918647756,71056,0.1630919365874949,0.0005185870118024412,0.5704416831391628
NGC 1380,outer,raw,0.23714356392537814,0.0645989980515969,0.00023902238441559157,73868,0.15302688410875157,0.0011054591252112242,0.5132484583098701
NGC 1380,outer,raw,0.2460923776584113,0.05698950379948295,0.00020516583712606865,76628,0.14344676071059914,0.00043836683491865546,0.4923029555485656
NGC 1380,outer,raw,0.25504119139144443,0.05169436498539708,0.000184678399285714,79436,0.13568281330739126,0.00046281663850264264,0.46235981952230454
NGC 1380,outer,raw,0.26399000512447757,0.045361822519720194,0.00015852278149523888,82242,0.12861384877373386,0.000299142170785803,0.4291253798651055
NGC 1380,outer,raw,0.2729388188575107,0.04140540268474127,0.00014159254041591344,85020,0.12231253855529563,0.0007086846938877213,0.41033846059592355
NGC 1380,outer,raw,0.28188763259054384,0.03754565385710058,0.00012666778448366486,87784,0.11667817323809354,0.0005986164083321048,0.387695558017709
NGC 1380,outer,raw,0.29083644632357697,0.0336104134456982,0.00011129910408558003,90532,0.11161526710979341,0.0005418774119636704,0.37905474342323503
NGC 1380,outer,raw,0.2997852600566101,0.030482649242684873,0.00010062590241020696,93368,0.10634050579748178,0.0005728115102548977,0.3483416841755258
NGC 1380,outer,raw,0.30873407378964324,0.026814365114071613,8.668778599585696e-05,96192,0.10126728482615172,0.0007882024138603428,0.33523728804503833
NGC 1380,outer,raw,0.31768288752267637,0.024274602536509773,7.749764008718155e-05,98900,0.0962652595793365,0.0003405727224485741,0.3182790506327711
NGC 1380,outer,raw,0.3266317012557095,0.021433879110804476,6.845684933178984e-05,101744,0.09101746211855623,0.000653409883131219,0.2949942742534621
NGC 1380,outer,raw,0.33558051498874264,0.01893260587822136,5.9608193960602255e-05,104448,0.08591701765133702,0.0003907877269283405,0.27629182366083016
NGC 1380,outer,raw,0.3445293287217758,0.016616763262342196,5.1684319340046494e-05,107344,0.08052688567811209,0.0006413835673894424,0.2719982513478119
NGC 1380,outer,raw,0.3534781424548089,0.014194216086606563,4.3358887911384887e-05,110086,0.07518269179260628,0.00037605946855395094,0.25846034720945965
NGC 1380,outer,raw,0.36242695618784204,0.012245865588973956,3.715851809725567e-05,112888,0.06964767526846763,0.00045493439252376115,0.23606654527479262
NGC 1380,outer,raw,0.37137576992087523,0.010438484976905011,3.125140642384874e-05,115612,0.06430372733294056,0.0003978910897675131,0.2302325048027553
NGC 1380,outer,raw,0.38032458365390837,0.008901752791115075,2.6542805267847945e-05,118492,0.05906542975324458,0.00043858423861074575,0.21813187050048607
NGC 1380,outer,raw,0.3892733973869415,0.00737469949893226,2.166476180261367e-05,121236,0.05401474195963956,0.0003760828774470581,0.2091061442563352
NGC 1380,outer,raw,0.39822221111997463,0.0062178183503155335,1.7984707402779406e-05,124044,0.04910380691325985,0.00034426537057617013,0.20168178832923664
NGC 1380,outer,raw,0.40717102485300777,0.005118320705347065,1.4730942152196425e-05,126732,0.0445240218145928,0.0002873633446784145,0.18889047416761404
