galaxy,tile,y0,x0,size,valid_fraction,median_wht,wht_ratio_to_outer_ring,wht_relative_mad,median_ERR,standardized_sigma,plane_0,plane_x,plane_y,accepted,selected,selection_mode
NGC 1380,y96_x96,96,96,512,0.8700904846191406,1910.06787109375,0.9994097027193403,0.003552795361953096,0.012816119939088821,0.7811674978469688,0.19025021389896898,1.3937601351676192e-06,-3.1256970639306313e-06,True,False,nominal_0.80
NGC 1380,y96_x608,96,608,512,0.8441734313964844,1910.4139404296875,0.9995907774640568,0.003544573044881279,0.01280625257641077,0.7876445001425505,0.1905485863149188,1.1716041506818505e-05,-3.795144270414639e-06,True,False,nominal_0.80
NGC 1380,y96_x1120,96,1120,512,0.8034744262695312,1908.6926879882812,0.9986901621420549,0.0034825336552440915,0.012771384790539742,0.8275091101337796,0.19672358822892724,6.243747941465634e-06,-2.500617649482055e-06,True,True,nominal_0.80
NGC 1380,y96_x1632,96,1632,512,0.6250839233398438,1906.7598876953125,0.9976788580960338,0.0035002061884445994,0.0126710613258183,0.8786806149418148,0.2013559424047003,1.51340947009842e-05,-7.705801588677718e-06,False,False,nominal_0.80
NGC 1380,y96_x2144,96,2144,512,0.5358123779296875,1901.9829711914062,0.995179419842905,0.0034931539602495836,0.012903748545795679,1.0361296827987372,0.19996555371366276,4.9898417850456624e-05,2.9257703740460106e-05,False,False,nominal_0.80
NGC 1380,y96_x2656,96,2656,512,0.5145187377929688,1896.8268432617188,0.992481565824534,0.0035838933179258856,0.013469720259308815,1.16733732612711,0.23506552109657655,2.290409520494155e-05,1.4022102963196843e-05,False,False,nominal_0.80
NGC 1380,y96_x3168,96,3168,512,0.4025077819824219,1890.3380126953125,0.9890863983933081,0.003447893840290452,0.01410964597016573,1.2837977255920319,0.24907500171669028,8.833437959964256e-05,2.4705170718638222e-05,False,False,nominal_0.80
NGC 1380,y96_x3680,96,3680,512,0.20784759521484375,1882.0555419921875,0.984752740040921,0.0034287855808731193,0.01580958068370819,1.611771236027504,0.28072489288863384,0.0002236445200364232,9.374322638672921e-05,False,False,nominal_0.80
NGC 1380,y96_x4192,96,4192,512,0.007289886474609375,1877.0518798828125,0.9821346611040845,0.0033074240435710684,0.018489649519324303,2.0946522340766895,0.15483790339466894,0.0031247516593424685,0.0012439674290878294,False,False,nominal_0.80
NGC 1380,y96_x8288,96,8288,512,0.0090789794921875,1909.3021850585938,0.9990090708547072,0.003441705220512226,0.020020325668156147,2.049829515709914,0.9113203263194578,-0.000744554072016721,-3.241757093832834e-05,False,False,nominal_0.80
NGC 1380,y96_x8800,96,8800,512,0.08474349975585938,1909.297607421875,0.9990066756861263,0.003196682506694279,0.016710545867681503,1.7525253847408422,0.5302327764129903,-0.00036126627857310903,-1.923234653123577e-06,False,False,nominal_0.80
NGC 1380,y608_x96,608,96,512,0.7370414733886719,1927.3765869140625,1.0084661864151403,0.0032058537840324846,0.012958575040102005,0.8641276804470895,0.19844814163610378,-1.9286839042944106e-05,-2.400962953846968e-06,False,False,nominal_0.80
