galaxy,ring,variant,noise_model,psf_id,n_fit,effective_kmin,kmax,P0,noise_coefficient,noise_coefficient_nonnegative,physical_solution,Pr,P_fluctuation,mbar_observed,mbar_sigma_formal,P0_sigma_formal,cov_P0_P0,cov_P0_Pnoise,cov_Pnoise_P0,cov_Pnoise_Pnoise,chi2,chi2_reduced,aicc,condition_number,template_correlation,covariance_correlation
NGC 1380,inner,winsor_3.0,constant,stpsf_R2023111002-NRCA3_FP1-1,24,0.04,0.25,0.8474904548215686,-0.07251214501941541,False,True,1.9643037739237436e-05,0.8474708117838293,28.179262642284048,0.021334469209211587,0.016652608488574288,0.00027730936947373643,-5.086124786157623e-05,-5.086124786157625e-05,1.020768533818429e-05,689.7363544034581,31.35165247288446,694.3077829748867,18.35870677401699,,-0.955963041907563
NGC 1380,inner,winsor_3.0,N(k),stpsf_R2023111002-NRCA3_FP1-1,24,0.04,0.25,0.4811548259148042,0.0014886138806422457,True,True,1.9643037739237436e-05,0.48113518287706497,28.793906726349157,1.3633072332668545,0.6041385302626037,0.3649833637478589,-0.10776764615951857,-0.1077676461595186,0.03187118158747327,16839.019014589216,765.4099552086008,16843.590443160643,92.04345922818236,0.9813700692702427,-0.9992008161849332
NGC 1380,inner,winsor_3.0,constant,stpsf_field_1280_1024,24,0.04,0.25,0.8451374156475114,-0.07170598828162957,False,True,1.9643037739237436e-05,0.8451177726097722,28.18228142841068,0.02128227193173021,0.016565742371118658,0.00027442382030627596,-5.021037834512366e-05,-5.0210378345123686e-05,1.0061793857174229e-05,686.393607863605,31.199709448345683,690.9650364350335,18.3044832760813,,-0.9555312242296475
NGC 1380,inner,winsor_3.0,N(k),stpsf_field_1280_1024,24,0.04,0.25,0.5912129856637911,-0.030667366171315918,False,False,1.9643037739237436e-05,0.5911933426260518,28.570250678507925,1.1143222387468887,0.6067587008706923,0.3681561210822903,-0.10849236537813002,-0.10849236537812998,0.032021966565090064,16607.807293706574,754.900331532117,16612.378722278,93.05479421942623,0.9826997919974032,-0.9992155068363513
NGC 1380,inner,winsor_3.0,constant,stpsf_field_768_1024,24,0.04,0.25,0.8464545920209079,-0.07285770326472754,False,True,1.9643037739237436e-05,0.8464349489831686,28.18059054837196,0.020740658545201344,0.016169321959283566,0.0002614469726229697,-4.8117344872319606e-05,-4.811734487231965e-05,9.6869914527701e-06,652.1767712243833,29.644398692017422,656.7481997958118,18.33616870621269,,-0.9561265718351695
NGC 1380,inner,winsor_3.0,N(k),stpsf_field_768_1024,24,0.04,0.25,0.458493250230308,0.00773253019560078,True,True,1.9643037739237436e-05,0.4584736071925688,28.846288666092054,1.4522301192249827,0.613232918195903,0.3760546119590631,-0.1114035020498453,-0.11140350204984532,0.03305358599391017,16895.22524230583,767.9647837411741,16899.79667087726,93.32298621865608,0.9827838016390523,-0.9992268427965428
NGC 1380,inner,winsor_3.0,constant,stpsf_field_1024_1280,24,0.04,0.25,0.8494583110765782,-0.0706731946495357,False,True,1.9643037739237436e-05,0.8494386680388389,28.176744448161134,0.02022557351476963,0.01582371864493072,0.0002503900717539281,-4.527554096618293e-05,-4.5275540966182944e-05,8.977610651536872e-06,620.428435020578,28.201292500935367,624.9998635920066,18.376647040450198,,-0.9549369815997297
NGC 1380,inner,winsor_3.0,N(k),stpsf_field_1024_1280,24,0.04,0.25,0.748208344207921,-0.07447749071560496,False,False,1.9643037739237436e-05,0.7481887011701818,28.314546652218382,0.868945243673761,0.5987964759792731,0.35855721964519616,-0.1044871541859093,-0.10448715418590933,0.03049751813677554,16176.502985022695,735.2955902283043,16181.074413594124,92.88521229244536,0.9821893372508552,-0.9991976776632046
NGC 1380,inner,winsor_3.0,constant,stpsf_field_1024_768,24,0.04,0.25,0.8443072796352757,-0.07314779515972425,False,True,1.9643037739237436e-05,0.8442876365975365,28.183348441444952,0.02210616307975914,0.017190142595463465,0.00029550100245236745,-5.462457809047221e-05,-5.4624578090472204e-05,1.1040984924692996e-05,740.0767738732291,33.639853357874046,744.6482024446576,18.30487803681359,,-0.9563232356179894
NGC 1380,inner,winsor_3.0,N(k),stpsf_field_1024_768,24,0.04,0.25,0.3772163293017541,0.031344335036847124,True,True,1.9643037739237436e-05,0.37719668626401487,29.05815484383703,1.726423277053212,0.5997784142591078,0.35973414621117,-0.10701299224208534,-0.10701299224208533,0.03188547465371395,17018.53660100237,773.5698455001078,17023.1080295738,91.00553987774472,0.9821797237812299,-0.9991926550055704
