schema_version,pipeline_version,target_id,program_id,observation_id,method_variant,summary,record_type,method_id,quantity_family,quantity_name,primary_unit,selected_region,selected_for_final,selection_reason,signal_filter,color_filter,color_name,sampling_mode,color_index,sigma_proxy,calibration_applied,distance_computed,notes,region_id
sbf-table-2,sbf-3.1,PGC 040707,7763,071,default,selected SBF-annulus color,selected_color,selected_sbf_annulus_color_v1,color_index,color_index,AB mag,circular_inner_lit,True,single_annulus_qc_rank_then_k03_k04_stability_v1,F150W,F115W,F115W-F150W,wcs_bilinear,0.2354458068400509,0.2502499358193296,False,False,single selected SBF annulus; no averaging between annuli,
sbf-table-2,sbf-3.1,PGC 040707,7763,071,default,diagnostic mean of available annulus colors,diagnostic_color,unweighted_annulus_mean_diagnostic_v1,color_index,color_index,AB mag,,False,diagnostic only,F150W,F115W,F115W-F150W,wcs_bilinear,0.31386673610971716,0.11090394174706321,False,False,diagnostic only; never used as the calibration color,
