amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose
0.39722910630575614,250.0,4.0,1078.298138598921,3059.0879544957556,0.2,0.0,2000.0,global NaN/WHT gap fill for isophote solver only
