schema_version,pipeline_version,target_id,program_id,observation_id,signal_filter,color_filter,record_type,method_id,method_variant,quantity_family,quantity_name,primary_unit,amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose,region_id
sbf-table-2,sbf-3.1,IC 3437,7763,075,F150W,F115W,03_sersic:parameters,bounded_sersic_gap_fill_v1,default,sersic_gap_fill_parameters,sersic_gap_fill_parameters,mixed_or_not_applicable,0.2602703087601826,414.44025157691954,2.0588464543358658,1070.0159355398168,3057.888650284687,0.312346552055261,0.7509011045012155,2000.0,global NaN/WHT gap fill for isophote solver only,
