region,kmin,kmax,P0_model_aware,P0_window_only,P1_model_aware,P1_window_only,P_fluc_model_aware,P_fluc_window_only,mbar_spec_model_aware,mbar_spec_window_only,P0_fit_sigma_model_aware,P0_fit_sigma_window_only,fit_resid_std_model_aware,fit_resid_std_window_only,corr_model_aware,corr_window_only,n_fit_model_aware,n_fit_window_only,psf_scatter_mag_model_aware,psf_scatter_mag_window_only,delta_mbar_model_minus_window,P0_ratio_model_to_window,delta_P1_model_minus_window,fit_resid_ratio_model_to_window
circular_inner_lit,0.04,0.4,0.5121838079007489,0.5122173579060897,-0.02140756689949713,-0.02142538951319404,0.5121641648630096,0.5121977148683504,28.72605154454379,28.725980424256704,0.027589551076491442,0.027655504729712087,0.07406603119625207,0.07407724546533503,0.9955473301212407,0.9956415436151945,41.0,41.0,0.005822327958783317,0.006671192152379647,7.112028708533558e-05,0.9999345004521558,1.7822613696909934e-05,0.9998486138487938
circular_inner_lit,0.04,0.5,0.21266301906118926,0.21269052448461243,-0.003286345627651813,-0.0032760908935114434,0.21264337602345001,0.21267088144687318,29.680444868890152,29.68030443798028,0.01809917991498772,0.01801501467624723,0.11865812372816742,0.11863697271921578,0.9904534785442435,0.990529187095832,52.0,52.0,0.011039423593941543,0.007401940778547108,0.000140430909873146,0.9998706786609802,-1.0254734140369495e-05,1.0001782834513293
circular_outer_lit,0.01,0.2,0.9769821745317516,0.9780960379815807,-0.10180928663067099,-0.10198078327800718,0.9757908243344325,0.9769046877842616,28.026182690695638,28.024944031623296,0.012234398751735634,0.012021728941900223,0.021470221327064075,0.02187532804993926,0.9971775283424757,0.9969489816727608,21.0,21.0,0.0020886419523837244,0.0013213812588165205,0.0012386590723423296,0.9988611921461948,0.00017149664733619174,0.9814811132454624
circular_outer_lit,0.01,0.25,0.8867671620274891,0.886018586781585,-0.07374305699298427,-0.07385329743051991,0.88557581183017,0.8848272365842659,28.131510150835894,28.13242830932599,0.014968239027945003,0.015169617216638598,0.03214142536884337,0.0322414891135783,0.9968480957608282,0.996680324260749,27.0,27.0,0.002473235664033676,0.0033035526453850336,-0.000918158490097909,1.0008448753300123,0.00011024043753564416,0.996896429182212
circular_outer_lit,0.01,0.3,0.8239898275788967,0.8232730781509868,-0.05965296059053958,-0.059583038420321935,0.8227984773815776,0.8220817279536677,28.211340817303626,28.212287027064495,0.01442753892278813,0.014561176897829093,0.04028896457367581,0.04024016639173877,0.996396909038972,0.996328063817117,33.0,33.0,0.0033695891563794256,0.004121079730057393,-0.0009462097608690101,1.0008706095789257,-6.992217021764557e-05,1.0012126734631759
circular_outer_lit,0.01,0.35,0.7395949027737208,0.7383937497444364,-0.046169513226205126,-0.04605938043455499,0.7384035525764017,0.7372023995471173,28.328840071961988,28.330607665292057,0.018824092628505363,0.01861642495922203,0.0538944122971809,0.0538199266335085,0.9959067872801719,0.9958573567501185,38.0,38.0,0.004920020700274296,0.001442203103488184,-0.0017675933300687063,1.0016267107213463,-0.00011013279165013323,1.0013839792866983
circular_outer_lit,0.01,0.4,0.5206871981692632,0.5207295557933828,-0.021770606007257713,-0.021761905611956584,0.5194958479719441,0.5195382055960637,28.710619313558084,28.71053079055747,0.025456312462157713,0.025542129174860234,0.09407621301223192,0.09403360299615635,0.99457338882902,0.9945469653739166,44.0,44.0,0.002735602327519509,0.0051256427312269485,8.852300061334972e-05,0.9999186571538944,-8.70039530112901e-06,1.0004531360568765
circular_outer_lit,0.01,0.5,0.2298133327008664,0.2296963989773298,-0.0036184273902553445,-0.0036234736284162967,0.22862198250354726,0.22850504878001066,29.601779549590276,29.602335015232345,0.017897220364220503,0.01792603953426393,0.1463914460406522,0.14647195014385192,0.9906706353220424,0.9906752985837989,55.0,55.0,0.005610290101326354,0.00751407120703547,-0.0005554656420692083,1.0005090794808156,5.046238160952201e-06,0.9994503787030852
circular_outer_lit,0.03,0.2,0.9719033938423476,0.9729350015352254,-0.1004302706644045,-0.10054670913092878,0.9707120436450285,0.9717436513379063,28.031848470771855,28.030695235792585,0.011856382924901517,0.011551301825195516,0.00869696812406033,0.008596546417140319,0.9994166422290883,0.9994241067493376,19.0,19.0,0.0023293750404724148,0.0018578666981301636,0.0011532349792702234,0.9989396951582069,0.00011643846652427403,1.0116816337686243
circular_outer_lit,0.03,0.25,0.8831864609712091,0.8823894887128918,-0.0731192286619997,-0.07319028531516725,0.88199511077389,0.8811981385155727,28.135909071460325,28.136890588028997,0.014924070266275158,0.015131795669096114,0.018798857700787024,0.01881409569239317,0.9986901737783771,0.9986978980388409,25.0,25.0,0.0025627815111072968,0.0034481894128573854,-0.0009815165686717364,1.0009031978151506,7.105665316754772e-05,0.9991900757891697
