region,expectation_method,k,E_median,E_psf_mad
circular_outer_lit,window_only,0.39822221111997463,0.04910380308724231,0.00034425988805562857
circular_outer_lit,window_only,0.40717102485300777,0.044524018148273774,0.0002873580672402628
circular_outer_lit,window_only,0.4161198385860409,0.040279760601894955,0.00030991912033261727
circular_outer_lit,window_only,0.42506865231907404,0.03624061899185333,0.00031267672888490796
circular_outer_lit,window_only,0.43401746605210717,0.0327918005572853,0.0002673944605450201
circular_outer_lit,window_only,0.4429662797851403,0.029613681455088765,0.0001984882833071372
circular_outer_lit,window_only,0.45191509351817344,0.026870642647558642,0.00015525090665119654
circular_outer_lit,window_only,0.4608639072512066,0.024444280420712408,0.00016919665462469916
circular_outer_lit,window_only,0.4698127209842397,0.022296276729283613,0.0002503601375748102
circular_outer_lit,window_only,0.47876153471727284,0.02048661452810877,0.00028919734623817305
circular_outer_lit,window_only,0.487710348450306,0.018974128688940422,0.00026281208476956297
circular_outer_lit,window_only,0.49665916218333916,0.01760555777974043,0.0002581254965260379
circular_outer_lit,window_only,0.5056079759163723,0.013344038470097885,0.0001318829792996852
circular_outer_lit,window_only,0.5145567896494054,0.010338709454618343,0.00012908454608789868
circular_outer_lit,window_only,0.5235056033824386,0.00823677966846485,7.377836720598884e-05
circular_outer_lit,window_only,0.5324544171154717,0.006586349486031538,2.553441606312397e-05
circular_outer_lit,window_only,0.5414032308485048,0.005292498101544875,4.973429389654196e-05
circular_outer_lit,window_only,0.550352044581538,0.004255522885141109,3.428867760969536e-05
circular_outer_lit,window_only,0.5593008583145711,0.003417238126475357,2.3304932786645897e-05
circular_outer_lit,window_only,0.5682496720476042,0.0027415908346180556,2.0239652199267053e-05
circular_outer_lit,window_only,0.5771984857806374,0.0022045301867137544,2.7426901102063885e-05
circular_outer_lit,window_only,0.5861472995136705,0.0017819506429882362,1.8748111557931198e-05
circular_outer_lit,window_only,0.5950961132467036,0.0014768482101111108,1.9726766285760035e-05
circular_outer_lit,window_only,0.6040449269797368,0.0012655569861790724,1.2741907328622993e-05
circular_outer_lit,window_only,0.6129937407127699,0.0011201152705273294,8.262329360210446e-06
circular_outer_lit,window_only,0.621942554445803,0.0010316708581270774,2.0575927704625764e-06
circular_outer_lit,window_only,0.6308913681788362,0.000973770068990138,5.272490334772022e-06
circular_outer_lit,window_only,0.6398401819118693,0.0009432292827024884,3.90321759078207e-06
circular_outer_lit,window_only,0.6487889956449024,0.00092772744403049,6.166861614184068e-07
circular_outer_lit,window_only,0.6577378093779356,0.0009189678895045795,1.93571420059173e-06
circular_outer_lit,window_only,0.6666866231109687,0.0009165188628826612,1.1493088491779027e-06
circular_outer_lit,window_only,0.6756354368440018,0.0009150755922221819,6.645400434644432e-06
circular_outer_lit,window_only,0.684584250577035,0.0009178968762709049,7.944950511176516e-06
circular_outer_lit,window_only,0.6935330643100681,0.0009167028695061695,3.922205888700336e-06
circular_outer_lit,window_only,0.7024818780431012,0.0009089332216520178,8.786145401346267e-06
circular_outer_lit,model_aware,0.004474406866516569,0.9126175169924831,0.0025876772438241645
circular_outer_lit,model_aware,0.013423220599549706,0.8200150349595728,0.0028989595124284083
circular_outer_lit,model_aware,0.022372034332582842,0.7442930749532695,0.00293723874436645
circular_outer_lit,model_aware,0.03132084806561598,0.6850357274075594,0.001957328645774263
circular_outer_lit,model_aware,0.04026966179864912,0.6372063244112637,0.0010689073098551708
