region,role,shape,rin_px,rout_px,rin_arcsec,rout_arcsec,resid_source,model_source,region_pixels,usable_pixels,usable_fraction,kmin,kmax,status,measurement_ok,failure_reason,region_name,region_role,n_use,Imean,P0,P1,P_fluc,Pr,Pr_over_P0,frac,corr,n_fit,fit_resid_std,P0_fit_sigma,mbar_fit_sigma_raw,mbar_fit_sigma,Pf_spec_raw,Pf_spec,Pf_spec_sigma_formal_raw,Pf_spec_sigma_formal,mbar_spec_raw,mbar_spec,n_detected_sources,n_detected_sources_total,m_lim,m_lim_method,lf_model,lf_gamma,lf_phi_mlim,lf_fit_method,lf_fit_rmse,lf_n_fit_bins,lf_n_fit_sources,lf_fit_mbright,lf_fit_mfaint,pr_note,branch,psf_ext,opd_path
circular_inner_lit,science,circle,262.5974430011654,525.1948860023308,8.2,16.4,resid_full_clip_3p5sigma_nomaskbranch,model_full,649924,649923,0.9999984613585589,0.03,0.25,ok,True,,,,649923,14.634719941788651,16.231223443638715,-1.2749485460157801,16.027128893218364,0.20409455042034952,0.012574193875714129,1.0852450596651184,0.9956480762664575,25,0.1754750069505558,0.31678462581541494,0.021190302662819314,0.021460146708128593,1.109090130060592,1.095144215739569,0.021646100989664557,0.021646100989664557,27.887157414502806,27.90089623148148,4108,4108,25.875,region_turnover_hist,,0.2779583027013727,,local_histogram,,,,,,,no_extra_mask_currentopd_detdist,DET_DIST,/Users/zuha/data/stpsf-data/MAST_JWST_WSS_OPDs/R2023111002-NRCA3_FP1-1.fits
circular_inner_lit,science,circle,262.5974430011654,525.1948860023308,8.2,16.4,resid_full_clip_3p5sigma_nomaskbranch,model_full,649924,649923,0.9999984613585589,0.04,0.25,ok,True,,,,649923,14.634719941788651,15.74861301266572,-1.1817735640768419,15.544518462245371,0.20409455042034952,0.012959525404313879,1.0811276576671078,0.9968590472560203,24,0.133327048206575,0.2667482767599115,0.01839008053611793,0.01863153640548623,1.076113043181401,1.062167128860378,0.018227084482718814,0.01822708448271881,27.91992977727885,27.93409237297771,4108,4108,25.875,region_turnover_hist,,0.2779583027013727,,local_histogram,,,,,,,no_extra_mask_currentopd_detdist,DET_DIST,/Users/zuha/data/stpsf-data/MAST_JWST_WSS_OPDs/R2023111002-NRCA3_FP1-1.fits
circular_outer_lit,science,circle,525.1948860023308,1050.3897720046616,16.4,32.8,resid_full_clip_3p5sigma_nomaskbranch,model_full,2599650,2058229,0.79173311791972,0.01,0.25,ok,True,,,,2058229,5.402597732423064,8.86755602905191,-0.9768017747826621,8.637413851565999,0.23014217748591184,0.0259532814601813,1.123790672387772,0.9523862521851568,27,0.39243396403129194,0.5677666426562153,0.06951687677712172,0.07136914015924574,1.6413504147892228,1.5987519854994128,0.1050914154220348,0.10509141542203479,27.46157124255497,27.49012177356824,3285,3285,25.875,region_turnover_hist,,0.6276640490457928,,local_histogram,,,,,,,no_extra_mask_currentopd_detdist,DET_DIST,/Users/zuha/data/stpsf-data/MAST_JWST_WSS_OPDs/R2023111002-NRCA3_FP1-1.fits
circular_outer_lit,science,circle,525.1948860023308,1050.3897720046616,16.4,32.8,resid_full_clip_3p5sigma_nomaskbranch,model_full,2599650,2058229,0.79173311791972,0.03,0.25,ok,True,,,,2058229,5.402597732423064,7.0838545687509376,-0.6054255169377871,6.8537123912650255,0.23014217748591184,0.032488269663403284,1.0934525194450255,0.9925773912057961,25,0.1000202148169768,0.1809786002614612,0.027738432047591362,0.028669866398354858,1.3111941550336066,1.2685957257437965,0.03349844079179524,0.03349844079179524,27.705407004183908,27.74126640615919,3285,3285,25.875,region_turnover_hist,,0.6276640490457928,,local_histogram,,,,,,,no_extra_mask_currentopd_detdist,DET_DIST,/Users/zuha/data/stpsf-data/MAST_JWST_WSS_OPDs/R2023111002-NRCA3_FP1-1.fits
circular_outer_lit,science,circle,525.1948860023308,1050.3897720046616,16.4,32.8,resid_full_clip_3p5sigma_nomaskbranch,model_full,2599650,2058229,0.79173311791972,0.04,0.25,ok,True,,,,2058229,5.402597732423064,6.796527616492439,-0.5501834935386236,6.566385439006527,0.23014217748591184,0.033861729175858765,1.0880808810255638,0.9950707260887837,24,0.07221703117880993,0.14440838783214568,0.0230690469880015,0.02387758324522534,1.258011044521021,1.215412615231211,0.02672943553903625,0.026729435539036246,27.750363380793342,27.787765166310972,3285,3285,25.875,region_turnover_hist,,0.6276640490457928,,local_histogram,,,,,,,no_extra_mask_currentopd_detdist,DET_DIST,/Users/zuha/data/stpsf-data/MAST_JWST_WSS_OPDs/R2023111002-NRCA3_FP1-1.fits
circular_inner_lit,science,circle,262.5974430011654,525.1948860023308,8.2,16.4,resid_full_clip_3p5sigma_plus_compactresidmask,model_full,649924,649088,0.998713695755196,0.01,0.25,ok,True,,,,649088,14.634180451737192,17.2323048947548,-1.5274078893527194,17.02821034433445,0.20409455042034952,0.011843717463615223,1.0972567912306161,0.9922714843853581,27,0.2955300173189255,0.43098798052892506,0.02715476874009337,0.027480236901791404,1.1775380897882253,1.1635916613501283,0.029450776690249397,0.029450776690249394,27.822137105322128,27.83507301491666,4108,4108,25.875,region_turnover_hist,,0.2779583027013727,,local_histogram,,,,,,,current_mask_currentopd_detsamp,DET_SAMP,/Users/zuha/data/stpsf-data/MAST_JWST_WSS_OPDs/R2023111002-NRCA3_FP1-1.fits
circular_inner_lit,science,circle,262.5974430011654,525.1948860023308,8.2,16.4,resid_full_clip_3p5sigma_plus_compactresidmask,model_full,649924,649088,0.998713695755196,0.03,0.25,ok,True,,,,649088,14.634180451737192,15.811802726802249,-1.2319922931222616,15.6077081763819,0.20409455042034952,0.012907734427674917,1.084499884187541,0.9972234542370649,25,0.13529737103184092,0.2462015210153346,0.01690571971150114,0.017126787739238387,1.080470667896217,1.0665242394581202,0.01682373138880548,0.016823731388805482,27.915542062269818,27.929647689825366,4108,4108,25.875,region_turnover_hist,,0.2779583027013727,,local_histogram,,,,,,,current_mask_currentopd_detsamp,DET_SAMP,/Users/zuha/data/stpsf-data/MAST_JWST_WSS_OPDs/R2023111002-NRCA3_FP1-1.fits
circular_inner_lit,science,circle,262.5974430011654,525.1948860023308,8.2,16.4,resid_full_clip_3p5sigma_plus_compactresidmask,model_full,649924,649088,0.998713695755196,0.04,0.25,ok,True,,,,649088,14.634180451737192,15.472613108480813,-1.1658876982732114,15.268518558060464,0.20409455042034952,0.01319069694235951,1.081492281765705,0.9977459101116881,24,0.11003642390915906,0.22186464950772547,0.015568571438943064,0.015776676801387723,1.0572927646689017,1.0433463362308049,0.015160715712056726,0.015160715712056728,27.939086365102387,27.953503277327613,4108,4108,25.875,region_turnover_hist,,0.2779583027013727,,local_histogram,,,,,,,current_mask_currentopd_detsamp,DET_SAMP,/Users/zuha/data/stpsf-data/MAST_JWST_WSS_OPDs/R2023111002-NRCA3_FP1-1.fits
circular_outer_lit,science,circle,525.1948860023308,1050.3897720046616,16.4,32.8,resid_full_clip_3p5sigma_plus_compactresidmask,model_full,2599650,2054404,0.7902617660069625,0.01,0.25,ok,True,,,,2054404,5.40070838970432,7.626738783888456,-0.7383518616570135,7.396596606402544,0.23014217748591184,0.030175699470931003,1.107187919318828,0.9861517346194626,27,0.17605478807897065,0.25652460376098973,0.036518629732397744,0.037654892450597194,1.4121737804669745,1.3695604488668744,0.047498325265999786,0.047498325265999786,27.62485415621928,27.65812150153886,3285,3285,25.875,region_turnover_hist,,0.6276640490457928,,local_histogram,,,,,,,current_mask_currentopd_detsamp,DET_SAMP,/Users/zuha/data/stpsf-data/MAST_JWST_WSS_OPDs/R2023111002-NRCA3_FP1-1.fits
circular_outer_lit,science,circle,525.1948860023308,1050.3897720046616,16.4,32.8,resid_full_clip_3p5sigma_plus_compactresidmask,model_full,2599650,2054404,0.7902617660069625,0.03,0.25,ok,True,,,,2054404,5.40070838970432,6.820873813845256,-0.5694470453104264,6.590731636359344,0.23014217748591184,0.03374086425976111,1.0910907327870514,0.996249236407507,25,0.0677345135595154,0.12353081964203533,0.01966344590872785,0.020350075027920883,1.2629591012261054,1.2203457696260056,0.022873077146236816,0.022873077146236816,27.746101298423383,27.783367265692636,3285,3285,25.875,region_turnover_hist,,0.6276640490457928,,local_histogram,,,,,,,current_mask_currentopd_detsamp,DET_SAMP,/Users/zuha/data/stpsf-data/MAST_JWST_WSS_OPDs/R2023111002-NRCA3_FP1-1.fits
circular_outer_lit,science,circle,525.1948860023308,1050.3897720046616,16.4,32.8,resid_full_clip_3p5sigma_plus_compactresidmask,model_full,2599650,2054404,0.7902617660069625,0.04,0.25,ok,True,,,,2054404,5.40070838970432,6.672462328951696,-0.5406289847398806,6.442320151465784,0.23014217748591184,0.03449134159773806,1.0881675926907262,0.9965823738336895,24,0.0584853903202066,0.11791457306300084,0.01918693800452095,0.019872362446,1.2354790978294243,1.1928657662293243,0.021833167902156714,0.02183316790215671,27.769986009947033,27.808095578046732,3285,3285,25.875,region_turnover_hist,,0.6276640490457928,,local_histogram,,,,,,,current_mask_currentopd_detsamp,DET_SAMP,/Users/zuha/data/stpsf-data/MAST_JWST_WSS_OPDs/R2023111002-NRCA3_FP1-1.fits
